actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Not identified,Aleppo,3/12/14,Shooting,0,0,6,0
Not identified,Aleppo,3/14/14,Shooting,0,0,6,0
Not identified,Aleppo,4/6/14,Other,3,0,6,0
Not identified,Aleppo,6/22/14,Kidnapping - Torture,0,0,6,0
Not identified,Aleppo,7/14/14,Kidnapping - Execution,0,0,6,0
Not identified,Aleppo,10/31/14,Shooting,0,0,6,0
Not identified,Aleppo,11/1/14,Shooting,0,0,6,0
Not identified,Aleppo,11/22/14,Shooting,0,0,6,0
Not identified,Damascus Suburbs,9/8/14,Shelling,0,0,6,0
Not identified,Damascus Suburbs,10/3/14,Shooting,0,0,6,0
Not identified,Daraa,2/5/14,Shooting,3,3,6,0
Not identified,Daraa,4/8/14,Field Execution,0,0,6,0
Not identified,Deir Ezzor,12/19/14,Field Execution,0,0,6,0
Not identified,Hasakeh,12/29/14,Shooting,0,0,6,0
Not identified,Homs,6/21/14,Shooting,3,0,6,0
Not identified,Idlib,1/24/14,Shooting,0,0,6,0
Not identified,Idlib,8/30/14,Shooting,0,0,6,0
Syrian government and affiliated militias,Aleppo,3/7/14,Warplane shelling,0,6,6,0
Syrian government and affiliated militias,Aleppo,3/12/14,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Aleppo,3/15/14,Shelling,3,3,6,0
Syrian government and affiliated militias,Aleppo,3/22/14,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Aleppo,4/22/14,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Damascus,3/21/14,Warplane shelling,3,3,6,0
Syrian government and affiliated militias,Damascus,12/26/14,Warplane shelling,0,6,6,0
Syrian government and affiliated militias,Damascus Suburbs,3/13/14,Shooting,0,0,6,0
Syrian government and affiliated militias,Damascus Suburbs,3/17/14,Other,0,6,6,0
Syrian government and affiliated militias,Damascus Suburbs,3/20/14,Other,0,0,6,0
Syrian government and affiliated militias,Damascus Suburbs,11/18/14,Shelling,0,3,6,0
Syrian government and affiliated militias,Damascus Suburbs,12/15/14,Shooting,0,3,6,0
Syrian government and affiliated militias,Daraa,3/23/14,Warplane shelling,3,0,6,0
Syrian government and affiliated militias,Daraa,6/27/14,Shelling,3,0,6,0
Syrian government and affiliated militias,Daraa,7/5/14,Warplane shelling,3,0,6,0
Syrian government and affiliated militias,Daraa,11/28/14,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Daraa,12/15/14,Warplane shelling,0,6,6,0
Syrian government and affiliated militias,Daraa,12/27/14,Warplane shelling,0,0,6,0
Syrian government and affiliated militias,Homs,11/28/14,Warplane shelling,3,3,6,0
Syrian government and affiliated militias,Idlib,5/9/14,Shooting,0,3,6,0
Syrian government and affiliated militias,Idlib,6/21/14,Detention - Torture,0,6,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/12/14,Shooting,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/5/14,Kidnapping - Execution,0,3,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/15/14,Field Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/14/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/15/14,Kidnapping - Execution,0,3,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/30/14,Field Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/4/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/13/14,Kidnapping - Execution,3,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/23/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,8/19/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/29/14,Kidnapping - Torture,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/10/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/20/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/22/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/3/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/7/14,Field Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/21/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/21/14,Kidnapping - Execution,3,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,8/18/14,Kidnapping - Execution,0,0,6,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,12/31/14,Kidnapping - Execution,0,0,6,0
Syrian government and affiliated militias,Damascus Suburbs,3/9/14,Explosion,0,0,5,3
Armed opposition groups,Aleppo,10/28/14,Shelling,3,0,5,0
Armed opposition groups,Damascus Suburbs,6/10/14,Shooting,0,0,5,0
Armed opposition groups,Damascus Suburbs,10/30/14,Kidnapping - Execution,0,0,5,0
Armed opposition groups,Daraa,11/12/14,Shooting,0,2,5,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/10/14,Shooting,0,0,4,27
Armed opposition groups,Aleppo,1/25/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,2/20/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,2/24/14,Shooting,2,0,4,0
Armed opposition groups,Aleppo,5/3/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,5/16/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,5/23/14,Shelling,0,0,4,0
Armed opposition groups,Aleppo,6/2/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,7/21/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,7/29/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,7/30/14,Shelling,0,2,4,0
Armed opposition groups,Aleppo,8/4/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,10/1/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,11/10/14,Shelling,0,0,4,0
Armed opposition groups,Aleppo,11/13/14,Shooting,2,2,4,0
Armed opposition groups,Aleppo,11/14/14,Shooting,0,0,4,0
Armed opposition groups,Aleppo,12/12/14,Shelling,2,2,4,0
Armed opposition groups,Aleppo,12/30/14,Shelling,0,0,4,0
Armed opposition groups,Damascus,1/27/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,4/10/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,4/28/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,4/30/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,5/4/14,Shelling,0,4,4,0
Armed opposition groups,Damascus,5/19/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,6/9/14,Shelling,0,2,4,0
Armed opposition groups,Damascus,6/20/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,6/24/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,6/25/14,Shelling,0,2,4,0
Armed opposition groups,Damascus,7/25/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,7/29/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,8/6/14,Shelling,2,2,4,0
Armed opposition groups,Damascus,9/8/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,9/15/14,Shelling,0,0,4,0
Armed opposition groups,Damascus,9/22/14,Shooting,0,0,4,0
Armed opposition groups,Damascus,9/24/14,Shelling,2,0,4,0
Armed opposition groups,Damascus,9/30/14,Shelling,0,2,4,0
Armed opposition groups,Damascus Suburbs,2/18/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,3/29/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,4/3/14,Shelling,2,0,4,0
Armed opposition groups,Damascus Suburbs,4/13/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,4/20/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,5/1/14,Explosion,0,0,4,0
Armed opposition groups,Damascus Suburbs,5/2/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,5/25/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,5/29/14,Shelling,0,0,4,0
Armed opposition groups,Damascus Suburbs,6/4/14,Shelling,2,2,4,0
Armed opposition groups,Damascus Suburbs,6/9/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,6/12/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,6/13/14,Shelling,0,0,4,0
Armed opposition groups,Damascus Suburbs,6/19/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,6/22/14,Shelling,0,4,4,0
Armed opposition groups,Damascus Suburbs,7/8/14,Shelling,0,4,4,0
Armed opposition groups,Damascus Suburbs,7/22/14,Shelling,0,2,4,0
Armed opposition groups,Damascus Suburbs,7/23/14,Shelling,0,0,4,0
Armed opposition groups,Damascus Suburbs,7/24/14,Field Execution,0,0,4,0
Armed opposition groups,Damascus Suburbs,7/28/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,9/8/14,Shelling,0,0,4,0
Armed opposition groups,Damascus Suburbs,10/2/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,10/31/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,11/3/14,Explosion,0,0,4,0
Armed opposition groups,Damascus Suburbs,11/6/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,11/21/14,Shooting,0,0,4,0
Armed opposition groups,Damascus Suburbs,12/19/14,Shooting,0,0,4,0
Armed opposition groups,Daraa,4/19/14,Shooting,0,2,4,0
Armed opposition groups,Daraa,4/27/14,Shelling,0,0,4,0
Armed opposition groups,Daraa,4/29/14,Shelling,0,0,4,0
Armed opposition groups,Daraa,6/7/14,Shelling,2,0,4,0
Armed opposition groups,Daraa,9/23/14,Shooting,0,0,4,0
Armed opposition groups,Daraa,10/7/14,Shelling,4,0,4,0
Armed opposition groups,Deir Ezzor,6/6/14,Shelling,0,0,4,0
Armed opposition groups,Deir Ezzor,11/12/14,Shooting,0,0,4,0
Armed opposition groups,Hama,1/14/14,Shooting,0,0,4,0
Armed opposition groups,Hama,1/24/14,Shooting,0,0,4,0
Armed opposition groups,Hama,2/14/14,Shooting,0,0,4,0
Armed opposition groups,Hama,3/3/14,Shooting,0,0,4,0
Armed opposition groups,Hama,3/13/14,Shooting,0,0,4,0
Armed opposition groups,Hama,3/23/14,Shelling,4,0,4,0
Armed opposition groups,Hama,3/27/14,Shooting,0,0,4,0
Armed opposition groups,Hama,4/2/14,Shooting,0,0,4,0
Armed opposition groups,Hama,4/17/14,Shooting,2,2,4,0
Armed opposition groups,Hama,4/25/14,Shooting,0,0,4,0
Armed opposition groups,Hama,4/27/14,Shooting,0,0,4,0
Armed opposition groups,Hama,5/18/14,Shooting,0,0,4,0
Armed opposition groups,Hama,6/2/14,Shooting,0,0,4,0
Armed opposition groups,Hama,6/11/14,Shooting,0,0,4,0
Armed opposition groups,Hama,6/23/14,Shooting,0,0,4,0
Armed opposition groups,Hama,7/8/14,Shooting,0,0,4,0
Armed opposition groups,Hama,7/19/14,Shooting,0,0,4,0
Armed opposition groups,Hama,7/21/14,Shooting,0,0,4,0
Armed opposition groups,Hama,8/4/14,Shooting,0,0,4,0
Armed opposition groups,Hama,9/22/14,Shooting,0,0,4,0
Armed opposition groups,Hama,10/8/14,Shooting,0,0,4,0
Armed opposition groups,Hama,10/31/14,Shooting,0,0,4,0
Armed opposition groups,Hama,12/19/14,Shooting,0,0,4,0
Armed opposition groups,Hasakeh,4/2/14,Shelling,0,2,4,0
Armed opposition groups,Homs,1/23/14,Shooting,0,0,4,0
Armed opposition groups,Homs,1/28/14,Shooting,0,0,4,0
Armed opposition groups,Homs,3/10/14,Shooting,0,0,4,0
Armed opposition groups,Homs,3/22/14,Shooting,0,0,4,0
Armed opposition groups,Homs,3/24/14,Shooting,0,0,4,0
Armed opposition groups,Homs,3/29/14,Shooting,0,0,4,0
Armed opposition groups,Homs,4/5/14,Shooting,0,0,4,0
Armed opposition groups,Homs,4/11/14,Explosion,2,0,4,0
Armed opposition groups,Homs,4/25/14,Shooting,0,0,4,0
Armed opposition groups,Homs,4/29/14,Shooting,0,0,4,0
Armed opposition groups,Homs,5/2/14,Shooting,0,0,4,0
Armed opposition groups,Homs,5/19/14,Shooting,0,0,4,0
Armed opposition groups,Homs,5/26/14,Shooting,0,0,4,0
Armed opposition groups,Homs,6/17/14,Shooting,0,0,4,0
Armed opposition groups,Homs,7/13/14,Shooting,0,0,4,0
Armed opposition groups,Homs,7/25/14,Shooting,0,0,4,0
Armed opposition groups,Homs,7/26/14,Shooting,0,0,4,0
Armed opposition groups,Homs,8/25/14,Shooting,0,0,4,0
Armed opposition groups,Homs,8/27/14,Field Execution,0,0,4,0
Armed opposition groups,Homs,9/8/14,Shooting,0,0,4,0
Armed opposition groups,Homs,10/3/14,Shooting,0,0,4,0
Armed opposition groups,Homs,11/16/14,Field Execution,0,0,4,0
Armed opposition groups,Idlib,1/1/14,Shelling,0,0,4,0
Armed opposition groups,Idlib,1/8/14,Shelling,2,2,4,0
Armed opposition groups,Idlib,2/18/14,Shelling,4,0,4,0
Armed opposition groups,Idlib,5/31/14,Shelling,0,0,4,0
Armed opposition groups,Idlib,6/20/14,Shelling,0,0,4,0
Armed opposition groups,Idlib,6/29/14,Shelling,2,0,4,0
Armed opposition groups,Idlib,7/25/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,1/4/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,1/10/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,1/15/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,1/17/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,1/25/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/2/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/3/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/7/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/13/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/14/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/22/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,2/24/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/6/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/7/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/15/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/16/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/17/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/22/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,3/23/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/2/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/4/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/10/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/13/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/19/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/20/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/23/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/25/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,4/27/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/4/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/9/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/24/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/25/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/26/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/27/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/29/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,5/30/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,6/9/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,6/12/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,6/17/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,6/21/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,7/1/14,Shelling,0,0,4,0
Armed opposition groups,Lattakia,7/10/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,7/15/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,7/19/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,7/24/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,8/1/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,8/17/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,8/19/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,8/20/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,8/22/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,8/25/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,8/26/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,8/29/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,9/2/14,Field Execution,0,0,4,0
Armed opposition groups,Lattakia,9/9/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,9/16/14,Explosion,0,0,4,0
Armed opposition groups,Lattakia,10/2/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,10/8/14,Explosion,0,0,4,0
Armed opposition groups,Lattakia,10/15/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,10/16/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,10/23/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,10/28/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,10/31/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,11/5/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,11/7/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,11/9/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,11/14/14,Shooting,0,0,4,0
Armed opposition groups,Lattakia,11/27/14,Other,0,0,4,0
Armed opposition groups,Lattakia,12/24/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,4/8/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,4/13/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,4/25/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,4/26/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,5/2/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,5/3/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,6/2/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,6/12/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,6/22/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,6/29/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,7/1/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,7/3/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,8/22/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,8/25/14,Shooting,0,2,4,0
Armed opposition groups,Other Nationalities,10/1/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,10/7/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,10/22/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,12/2/14,Shooting,0,0,4,0
Armed opposition groups,Other Nationalities,12/22/14,Shooting,0,0,4,0
Armed opposition groups,Quneitra,11/18/14,Shooting,2,0,4,0
Armed opposition groups,Raqqa,11/15/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,1/4/14,Field Execution,0,0,4,0
Armed opposition groups,Sweida,1/26/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,2/1/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,2/23/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,3/17/14,Kidnapping - Execution,0,0,4,0
Armed opposition groups,Sweida,3/22/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,3/25/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,4/2/14,Shelling,0,0,4,0
Armed opposition groups,Sweida,4/8/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,4/9/14,Shooting,2,0,4,0
Armed opposition groups,Sweida,4/14/14,Shooting,0,2,4,0
Armed opposition groups,Sweida,4/18/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,4/21/14,Shelling,0,0,4,0
Armed opposition groups,Sweida,4/24/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,4/26/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/3/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/6/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/8/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/9/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/12/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/17/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,5/23/14,Shelling,0,0,4,0
Armed opposition groups,Sweida,5/25/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,6/2/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,6/11/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,6/19/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,6/30/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,7/9/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,7/19/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,7/24/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,7/29/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,8/1/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,8/2/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,8/5/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,9/15/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,9/22/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,10/10/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,10/24/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,10/27/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,10/29/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,11/4/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,11/26/14,Shooting,0,0,4,0
Armed opposition groups,Sweida,12/7/14,Kidnapping - Execution,0,0,4,0
Armed opposition groups,Sweida,12/17/14,Kidnapping - Execution,0,0,4,0
Armed opposition groups,Tartous,1/2/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,1/7/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,1/16/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,1/23/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,1/24/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,2/26/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/6/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/7/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/8/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/13/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/15/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/22/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/24/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,3/30/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,4/4/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,4/7/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,4/21/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,5/17/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,5/29/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,6/8/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,6/12/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,6/15/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,6/19/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,6/22/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,6/29/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,7/13/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,7/18/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,7/24/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,7/26/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,8/4/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,8/9/14,Shelling,0,0,4,0
Armed opposition groups,Tartous,8/10/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,8/14/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,8/25/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/1/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/3/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/9/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/10/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/11/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/13/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/19/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/22/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/26/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/27/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,9/28/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/2/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/3/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/7/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/14/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/18/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/22/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/24/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,10/26/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/1/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/8/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/10/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/12/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/19/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/22/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,11/25/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,12/1/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,12/13/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,12/21/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,12/27/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,12/28/14,Shooting,0,0,4,0
Armed opposition groups,Tartous,12/31/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,1/1/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,1/13/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,1/21/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,1/27/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,2/1/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,2/20/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,2/23/14,Shooting,0,0,4,0
Armed opposition groups,Unknown,3/11/14,Shooting,0,0,4,0
