actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
International coalition forces,Aleppo,12/28/14,Warplane shelling,12,3,301,31
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/14/14,Kidnapping - Execution,3,3,282,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/14/14,Kidnapping - Execution,0,6,147,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/8/14,Kidnapping - Execution,0,6,141,84
Armed opposition groups,Homs,10/1/14,Explosion,2,98,126,0
Syrian government and affiliated militias,Aleppo,12/25/14,Warplane shelling,6,27,120,6
Syrian government and affiliated militias,Aleppo,12/1/14,Shooting,0,0,120,0
Armed opposition groups,Unknown,7/29/14,Shooting,0,0,96,0
Armed opposition groups,Unknown,7/13/14,Shooting,0,0,88,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/11/14,Kidnapping - Execution,0,6,80,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/10/14,Shooting,0,0,77,87
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/1/14,Kidnapping - Execution,6,3,70,51
Syrian government and affiliated militias,Daraa,11/30/14,Warplane shelling,18,12,69,0
Syrian government and affiliated militias,Homs,12/16/14,Warplane shelling,6,9,66,0
Armed opposition groups,Unknown,7/19/14,Shooting,0,0,64,0
Syrian government and affiliated militias,Damascus Suburbs,10/17/14,Shooting,0,21,62,12
Syrian government and affiliated militias,Aleppo,6/14/14,Warplane shelling,9,6,57,0
Syrian government and affiliated militias,Damascus Suburbs,10/16/14,Warplane shelling,3,6,55,3
Syrian government and affiliated militias,Damascus Suburbs,4/13/14,Warplane shelling,15,12,50,3
Armed opposition groups,Aleppo,4/27/14,Shooting,2,8,50,0
Syrian government and affiliated militias,Damascus Suburbs,4/6/14,Shooting,6,15,48,9
Armed opposition groups,Quneitra,10/23/14,Shooting,0,0,48,0
Armed opposition groups,Tartous,8/26/14,Shooting,0,0,46,0
Syrian government and affiliated militias,Aleppo,11/18/14,Warplane shelling,9,15,46,0
Syrian government and affiliated militias,Damascus Suburbs,3/19/14,Warplane shelling,3,9,45,9
Syrian government and affiliated militias,Aleppo,4/4/14,Warplane shelling,3,0,45,0
Armed opposition groups,Damascus,4/29/14,Shelling,2,34,44,0
Not identified,Idlib,9/15/14,Other,0,43,43,0
Syrian government and affiliated militias,Daraa,11/20/14,Shooting,3,9,42,18
Armed opposition groups,Aleppo,5/17/14,Shelling,8,18,42,0
Armed opposition groups,Unknown,5/8/14,Shooting,0,0,42,0
Armed opposition groups,Unknown,9/23/14,Shooting,0,0,42,0
Syrian government and affiliated militias,Damascus Suburbs,12/8/14,Warplane shelling,0,6,42,0
Syrian government and affiliated militias,Idlib,12/16/14,Shooting,9,0,40,6
Armed opposition groups,Homs,4/30/14,Explosion,4,14,40,0
Armed opposition groups,Unknown,8/3/14,Shooting,0,0,40,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/13/14,Field Execution,0,3,39,28
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/30/14,Kidnapping - Execution,3,9,39,3
Syrian government and affiliated militias,Aleppo,11/30/14,Shelling,0,0,39,0
Syrian government and affiliated militias,Daraa,12/16/14,Field Execution,18,15,39,0
Armed opposition groups,Homs,7/19/14,Shooting,0,0,38,0
Armed opposition groups,Unknown,8/26/14,Shooting,0,0,38,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/16/14,Explosion,0,3,36,6
Syrian government and affiliated militias,Damascus Suburbs,6/28/14,Explosion,6,15,36,3
Armed opposition groups,Aleppo,4/17/14,Shelling,8,4,36,0
Armed opposition groups,Sweida,11/7/14,Shooting,0,0,36,0
Armed opposition groups,Unknown,8/1/14,Shooting,0,0,36,0
Armed opposition groups,Unknown,9/8/14,Shooting,0,0,36,0
Syrian government and affiliated militias,Aleppo,5/9/14,Warplane shelling,6,29,35,0
Armed opposition groups,Other Nationalities,9/16/14,Shooting,0,0,34,0
Armed opposition groups,Tartous,4/11/14,Shooting,0,0,34,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/6/14,Kidnapping - Execution,0,6,33,42
Not identified,Aleppo,1/15/14,Explosion,3,0,33,3
Syrian government and affiliated militias,Aleppo,3/24/14,Warplane shelling,0,6,33,0
Syrian government and affiliated militias,Aleppo,6/13/14,Warplane shelling,12,12,33,0
Syrian government and affiliated militias,Hama,3/21/14,Warplane shelling,15,15,33,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/13/14,Field Execution,0,0,32,30
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/26/14,Shooting,0,0,32,9
Armed opposition groups,Tartous,2/20/14,Shooting,0,0,32,0
Armed opposition groups,Unknown,11/26/14,Shooting,0,0,32,0
Syrian government and affiliated militias,Aleppo,3/9/14,Warplane shelling,0,3,31,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/9/14,Shooting,0,6,30,68
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/6/14,Kidnapping - Torture - Execution,0,6,30,21
Syrian government and affiliated militias,Idlib,3/7/14,Warplane shelling,0,2,30,3
Armed opposition groups,Aleppo,2/6/14,Shooting,0,0,30,0
Armed opposition groups,Sweida,8/16/14,Shooting,0,0,30,0
Armed opposition groups,Unknown,10/7/14,Field Execution,0,0,30,0
Syrian government and affiliated militias,Damascus Suburbs,11/13/14,Warplane shelling,3,12,30,0
Syrian government and affiliated militias,Aleppo,4/24/14,Warplane shelling,0,14,29,0
Armed opposition groups,Aleppo,5/30/14,Shelling,6,10,28,0
Armed opposition groups,Idlib,6/30/14,Shelling,8,6,28,0
Armed opposition groups,Tartous,4/12/14,Shooting,0,0,28,0
Armed opposition groups,Tartous,8/2/14,Shooting,0,0,28,0
Armed opposition groups,Unknown,6/16/14,Shooting,0,0,28,0
Armed opposition groups,Unknown,11/16/14,Field Execution,0,0,28,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/12/14,Shooting,3,0,27,45
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/28/14,Shooting,0,0,27,21
Syrian government and affiliated militias,Damascus Suburbs,3/7/14,Warplane shelling,0,0,27,6
Syrian government and affiliated militias,Aleppo,4/2/14,Warplane shelling,0,0,27,0
Syrian government and affiliated militias,Damascus Suburbs,3/18/14,Other,0,15,27,0
Syrian government and affiliated militias,Deir Ezzor,8/26/14,Warplane shelling,0,0,27,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/21/14,Kidnapping - Execution,12,0,27,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/16/14,Kidnapping - Execution,0,0,27,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/7/14,Shooting,3,0,26,30
Armed opposition groups,Hasakeh,6/14/14,Explosion,4,0,26,0
Syrian government and affiliated militias,Damascus Suburbs,4/4/14,Shooting,0,9,25,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/17/14,Shooting,3,0,24,42
Syrian government and affiliated militias,Damascus Suburbs,4/2/14,Shooting,3,6,24,36
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/20/14,Explosion,0,0,24,19
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/20/14,Field Execution,0,0,24,9
Syrian government and affiliated militias,Damascus Suburbs,12/26/14,Warplane shelling,0,6,24,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/23/14,Shooting,18,3,24,3
Armed opposition groups,Daraa,5/23/14,Shooting,4,0,24,0
Armed opposition groups,Idlib,4/7/14,Shelling,2,0,24,0
Armed opposition groups,Lattakia,3/28/14,Shooting,0,0,24,0
Armed opposition groups,Tartous,1/30/14,Shooting,0,0,24,0
Armed opposition groups,Unknown,4/11/14,Shooting,0,0,24,0
Not identified,Aleppo,2/7/14,Shelling,0,0,24,0
Syrian government and affiliated militias,Daraa,3/7/14,Warplane shelling,12,6,24,0
Syrian government and affiliated militias,Homs,4/3/14,Warplane shelling,3,6,24,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/13/14,Field Execution,0,0,24,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,3/11/14,Explosion,9,0,24,0
Armed opposition groups,Idlib,6/15/14,Shelling,6,12,22,0
Armed opposition groups,Lattakia,4/29/14,Shooting,0,0,22,0
Armed opposition groups,Tartous,2/2/14,Shooting,0,0,22,0
Armed opposition groups,Tartous,4/29/14,Shooting,0,0,22,0
Armed opposition groups,Tartous,5/3/14,Shooting,0,0,22,0
Armed opposition groups,Tartous,7/19/14,Shooting,0,0,22,0
Armed opposition groups,Unknown,3/21/14,Shooting,0,0,22,0
Armed opposition groups,Unknown,5/25/14,Explosion,0,0,22,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/11/14,Kidnapping - Torture - Execution,0,0,21,40
Syrian government and affiliated militias,Damascus Suburbs,6/24/14,Shooting,0,12,21,12
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/20/14,Shooting,9,0,21,12
Syrian government and affiliated militias,Damascus Suburbs,4/20/14,Shelling,0,0,21,6
Syrian government and affiliated militias,Damascus Suburbs,3/21/14,Shooting,3,15,21,3
Syrian government and affiliated militias,Damascus Suburbs,6/25/14,Shooting,0,6,21,3
Not identified,Idlib,2/6/14,Warplane shelling,6,3,21,0
Syrian government and affiliated militias,Damascus Suburbs,6/22/14,Warplane shelling,0,9,21,0
Syrian government and affiliated militias,Daraa,12/31/14,Warplane shelling,9,6,21,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/8/14,Kidnapping - Torture - Execution,0,0,21,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/11/14,Shelling,0,8,20,6
Armed opposition groups,Damascus,9/7/14,Shelling,0,0,20,0
Armed opposition groups,Hama,9/8/14,Shooting,0,0,20,0
Armed opposition groups,Quneitra,4/7/14,Shooting,0,0,20,0
Armed opposition groups,Tartous,2/17/14,Shooting,0,0,20,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/18/14,Shooting,1,3,19,45
Syrian government and affiliated militias,Daraa,5/11/14,Warplane shelling,3,3,19,3
Syrian government and affiliated militias,Idlib,3/20/14,Shelling,0,0,19,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/10/14,Shooting,0,0,18,87
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,7/19/14,Shooting,0,0,18,82
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/30/14,Shooting,0,0,18,18
International coalition forces,Idlib,9/23/14,Warplane shelling,4,10,18,14
Syrian government and affiliated militias,Damascus Suburbs,6/10/14,Warplane shelling,3,12,18,3
Syrian government and affiliated militias,Damascus Suburbs,12/4/14,Warplane shelling,3,9,18,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/11/14,Field Execution,0,3,18,3
Armed opposition groups,Aleppo,4/1/14,Shooting,4,4,18,0
Armed opposition groups,Aleppo,5/6/14,Shelling,6,2,18,0
Armed opposition groups,Damascus,8/3/14,Shelling,2,2,18,0
Armed opposition groups,Hama,7/29/14,Shooting,0,0,18,0
Armed opposition groups,Lattakia,3/3/14,Shooting,0,0,18,0
Armed opposition groups,Lattakia,3/24/14,Shelling,4,0,18,0
Armed opposition groups,Lattakia,4/8/14,Shooting,0,0,18,0
Armed opposition groups,Lattakia,8/2/14,Shooting,0,0,18,0
Armed opposition groups,Lattakia,10/4/14,Shooting,0,0,18,0
Armed opposition groups,Other Nationalities,3/8/14,Shooting,0,0,18,0
Armed opposition groups,Other Nationalities,10/12/14,Shooting,0,0,18,0
Armed opposition groups,Tartous,2/8/14,Shooting,0,0,18,0
Armed opposition groups,Tartous,4/27/14,Shooting,0,0,18,0
Armed opposition groups,Tartous,4/28/14,Shooting,0,0,18,0
Armed opposition groups,Tartous,5/19/14,Shooting,0,0,18,0
Armed opposition groups,Tartous,8/27/14,Shooting,0,0,18,0
Armed opposition groups,Tartous,9/2/14,Shooting,0,0,18,0
Armed opposition groups,Unknown,4/18/14,Shooting,0,0,18,0
Armed opposition groups,Unknown,5/16/14,Shooting,0,0,18,0
Armed opposition groups,Unknown,9/9/14,Shooting,0,0,18,0
Armed opposition groups,Unknown,12/16/14,Shooting,0,0,18,0
Not identified,Aleppo,1/3/14,Shooting,0,0,18,0
Not identified,Aleppo,1/28/14,Shooting,6,6,18,0
Not identified,Aleppo,2/26/14,Shelling,0,0,18,0
Syrian government and affiliated militias,Damascus Suburbs,11/17/14,Warplane shelling,0,9,18,0
Syrian government and affiliated militias,Damascus Suburbs,12/23/14,Shooting,0,9,18,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/3/14,Kidnapping - Execution,0,0,18,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/18/14,Shooting,0,0,18,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,11/16/14,Field Execution,0,0,18,0
Syrian government and affiliated militias,Daraa,5/12/14,Shooting,11,0,17,3
Syrian government and affiliated militias,Damascus Suburbs,6/11/14,Shelling,6,6,16,3
Armed opposition groups,Aleppo,3/20/14,Shelling,4,2,16,0
Armed opposition groups,Aleppo,6/27/14,Field Execution,0,0,16,0
Armed opposition groups,Aleppo,11/11/14,Shelling,0,6,16,0
Armed opposition groups,Hama,1/10/14,Shelling,6,10,16,0
Armed opposition groups,Homs,8/26/14,Shooting,0,0,16,0
Armed opposition groups,Lattakia,1/20/14,Explosion,0,0,16,0
Armed opposition groups,Lattakia,3/29/14,Shooting,0,0,16,0
Armed opposition groups,Lattakia,4/12/14,Shooting,0,0,16,0
Armed opposition groups,Lattakia,5/6/14,Shooting,0,0,16,0
Armed opposition groups,Other Nationalities,8/3/14,Shooting,0,0,16,0
Armed opposition groups,Raqqa,11/16/14,Field Execution,0,0,16,0
Armed opposition groups,Tartous,2/18/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,2/28/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,4/8/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,4/17/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,4/18/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,5/9/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,5/16/14,Shooting,0,0,16,0
Armed opposition groups,Tartous,9/8/14,Shooting,0,0,16,0
Armed opposition groups,Unknown,8/2/14,Shooting,0,0,16,0
Armed opposition groups,Unknown,12/19/14,Shooting,0,0,16,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,1/4/14,Field Execution,3,0,15,28
Syrian government and affiliated militias,Daraa,3/16/14,Shooting,3,6,15,22
Syrian government and affiliated militias,Damascus Suburbs,6/14/14,Shelling,0,3,15,9
Not identified,Deir Ezzor,3/17/14,Shooting,0,0,15,3
Syrian government and affiliated militias,Damascus Suburbs,10/20/14,Warplane shelling,0,3,15,3
Syrian government and affiliated militias,Idlib,3/24/14,Warplane shelling,3,6,15,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/9/14,Kidnapping - Execution,12,0,15,3
Not identified,Aleppo,1/25/14,Shooting,3,0,15,0
Not identified,Deir Ezzor,5/7/14,Shooting,6,3,15,0
Syrian government and affiliated militias,Aleppo,3/23/14,Warplane shelling,3,3,15,0
Syrian government and affiliated militias,Damascus Suburbs,6/29/14,Other,0,6,15,0
Syrian government and affiliated militias,Deir Ezzor,6/26/14,Shooting,0,0,15,0
Syrian government and affiliated militias,Homs,4/10/14,Shelling,0,15,15,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/6/14,Kidnapping - Execution,0,0,15,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/17/14,Kidnapping - Execution,0,0,15,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/22/14,Kidnapping - Execution,0,0,15,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,4/29/14,Field Execution,0,9,15,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/22/14,Shooting,0,2,14,21
Armed opposition groups,Aleppo,11/9/14,Shelling,0,6,14,0
Armed opposition groups,Damascus Suburbs,10/4/14,Chemical and toxic gases,0,0,14,0
Armed opposition groups,Hama,5/19/14,Shooting,0,0,14,0
Armed opposition groups,Lattakia,2/17/14,Shooting,2,0,14,0
Armed opposition groups,Lattakia,2/26/14,Shooting,0,0,14,0
Armed opposition groups,Lattakia,3/13/14,Shooting,0,0,14,0
Armed opposition groups,Lattakia,7/17/14,Shooting,0,0,14,0
Armed opposition groups,Lattakia,10/7/14,Shooting,0,2,14,0
Armed opposition groups,Other Nationalities,1/7/14,Shooting,0,0,14,0
Armed opposition groups,Other Nationalities,4/9/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,1/13/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,1/26/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,2/11/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,2/12/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,4/3/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,4/5/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,4/25/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,5/7/14,Shooting,0,0,14,0
Armed opposition groups,Tartous,5/26/14,Shooting,0,0,14,0
Armed opposition groups,Unknown,5/28/14,Shooting,2,0,14,0
Armed opposition groups,Unknown,6/11/14,Shelling,0,0,14,0
Armed opposition groups,Unknown,8/10/14,Shooting,0,0,14,0
Armed opposition groups,Unknown,8/24/14,Shooting,0,0,14,0
Armed opposition groups,Unknown,9/2/14,Shooting,0,0,14,0
Not identified,Aleppo,1/22/14,Shooting,0,6,13,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/15/14,Explosion,0,0,12,42
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,1/17/14,Field Execution,0,0,12,27
Armed opposition groups,Aleppo,11/3/14,Shooting,3,0,12,9
Syrian government and affiliated militias,Aleppo,3/21/14,Shooting,0,0,12,6
Syrian government and affiliated militias,Damascus Suburbs,5/7/14,Detention - Torture,0,0,12,6
Syrian government and affiliated militias,Damascus Suburbs,11/19/14,Shooting,0,0,12,6
Not identified,Aleppo,2/16/14,Shooting,0,0,12,3
Syrian government and affiliated militias,Daraa,12/5/14,Warplane shelling,6,6,12,3
Syrian government and affiliated militias,Homs,12/30/14,Warplane shelling,0,3,12,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/20/14,Shooting,0,0,12,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/7/14,Field Execution,0,0,12,3
Armed opposition groups,Aleppo,4/3/14,Shooting,4,0,12,0
Armed opposition groups,Aleppo,5/15/14,Shelling,2,8,12,0
Armed opposition groups,Aleppo,7/28/14,Shelling,2,6,12,0
Armed opposition groups,Aleppo,10/3/14,Shooting,0,0,12,0
Armed opposition groups,Aleppo,10/27/14,Shelling,0,12,12,0
Armed opposition groups,Aleppo,11/29/14,Shelling,3,9,12,0
Armed opposition groups,Aleppo,12/28/14,Explosion,4,0,12,0
Armed opposition groups,Damascus,6/4/14,Shelling,4,0,12,0
Armed opposition groups,Damascus,9/10/14,Shooting,4,2,12,0
Armed opposition groups,Damascus Suburbs,4/23/14,Shelling,4,4,12,0
Armed opposition groups,Damascus Suburbs,4/27/14,Shelling,0,0,12,0
Armed opposition groups,Damascus Suburbs,11/7/14,Shooting,0,0,12,0
Armed opposition groups,Daraa,7/16/14,Shooting,0,0,12,0
Armed opposition groups,Idlib,8/9/14,Shelling,2,10,12,0
Armed opposition groups,Lattakia,1/1/14,Shooting,0,0,12,0
Armed opposition groups,Lattakia,1/27/14,Shooting,0,0,12,0
Armed opposition groups,Lattakia,3/20/14,Shooting,0,0,12,0
Armed opposition groups,Lattakia,7/29/14,Shooting,0,0,12,0
Armed opposition groups,Lattakia,8/27/14,Shooting,0,0,12,0
Armed opposition groups,Lattakia,10/1/14,Shooting,0,0,12,0
Armed opposition groups,Lattakia,11/8/14,Shooting,2,0,12,0
Armed opposition groups,Other Nationalities,1/1/14,Shooting,0,0,12,0
Armed opposition groups,Other Nationalities,2/20/14,Shooting,0,0,12,0
Armed opposition groups,Other Nationalities,8/19/14,Shooting,0,0,12,0
Armed opposition groups,Other Nationalities,10/13/14,Shooting,0,0,12,0
Armed opposition groups,Other Nationalities,12/3/14,Shooting,0,0,12,0
Armed opposition groups,Sweida,4/5/14,Shooting,0,0,12,0
Armed opposition groups,Sweida,4/15/14,Shelling,2,0,12,0
Armed opposition groups,Sweida,8/7/14,Shooting,0,0,12,0
Armed opposition groups,Sweida,9/9/14,Shelling,2,0,12,0
Armed opposition groups,Tartous,1/3/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,1/8/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,1/17/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,1/20/14,Explosion,0,0,12,0
Armed opposition groups,Tartous,1/21/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,2/3/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,3/3/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,3/11/14,Explosion,0,0,12,0
Armed opposition groups,Tartous,3/19/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,3/26/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,3/29/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,4/14/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,4/16/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,5/2/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,5/5/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,5/6/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,6/2/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,6/6/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,8/12/14,Field Execution,0,0,12,0
Armed opposition groups,Tartous,8/16/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,10/28/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,11/7/14,Shooting,0,0,12,0
Armed opposition groups,Tartous,12/19/14,Shooting,0,0,12,0
Armed opposition groups,Unknown,1/30/14,Shooting,0,0,12,0
Armed opposition groups,Unknown,3/28/14,Shooting,0,0,12,0
Armed opposition groups,Unknown,4/3/14,Shooting,0,0,12,0
Armed opposition groups,Unknown,8/25/14,Field Execution,0,0,12,0
Armed opposition groups,Unknown,9/11/14,Shooting,0,0,12,0
Not identified,Aleppo,1/6/14,Shooting,3,0,12,0
Not identified,Aleppo,1/17/14,Explosion,0,0,12,0
Not identified,Aleppo,3/22/14,Shooting,3,0,12,0
Not identified,Aleppo,12/11/14,Kidnapping - Torture - Execution,0,3,12,0
Not identified,Idlib,2/18/14,Kidnapping - Execution,0,0,12,0
Syrian government and affiliated militias,Aleppo,4/11/14,Warplane shelling,3,3,12,0
Syrian government and affiliated militias,Damascus,12/8/14,Warplane shelling,3,0,12,0
Syrian government and affiliated militias,Damascus Suburbs,4/25/14,Shelling,3,6,12,0
Syrian government and affiliated militias,Damascus Suburbs,6/23/14,Other,0,9,12,0
Syrian government and affiliated militias,Daraa,12/2/14,Field Execution,3,9,12,0
Syrian government and affiliated militias,Deir Ezzor,9/14/14,Warplane shelling,3,3,12,0
Syrian government and affiliated militias,Hama,3/17/14,Warplane shelling,0,9,12,0
Syrian government and affiliated militias,Homs,3/16/14,Kidnapping - Torture - Execution,3,6,12,0
Syrian government and affiliated militias,Homs,6/29/14,Detention - Torture,0,9,12,0
Syrian government and affiliated militias,Homs,7/8/14,Shelling,0,6,12,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/18/14,Explosion,0,0,12,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/26/14,Kidnapping - Execution,0,0,12,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/5/14,Kidnapping - Torture,0,0,12,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/20/14,Shooting,0,0,12,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/16/14,Shooting,0,0,11,27
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/2/14,Shooting,0,0,11,9
Armed opposition groups,Damascus Suburbs,8/1/14,Field Execution,0,0,11,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/18/14,Shooting,0,2,11,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/9/14,Kidnapping - Execution,0,0,11,0
Armed opposition groups,Homs,5/16/14,Shooting,0,0,10,3
Armed opposition groups,Aleppo,8/25/14,Shelling,2,4,10,0
Armed opposition groups,Damascus,8/14/14,Shelling,0,2,10,0
Armed opposition groups,Damascus Suburbs,5/30/14,Shelling,0,2,10,0
Armed opposition groups,Damascus Suburbs,11/16/14,Shelling,0,0,10,0
Armed opposition groups,Hama,8/19/14,Shooting,0,2,10,0
Armed opposition groups,Hasakeh,5/28/14,Shooting,0,0,10,0
Armed opposition groups,Homs,3/17/14,Shooting,2,0,10,0
Armed opposition groups,Idlib,8/16/14,Shelling,0,4,10,0
Armed opposition groups,Lattakia,4/3/14,Shooting,0,0,10,0
Armed opposition groups,Lattakia,5/19/14,Shooting,0,0,10,0
Armed opposition groups,Lattakia,5/21/14,Shooting,0,0,10,0
Armed opposition groups,Lattakia,6/14/14,Shooting,0,0,10,0
Armed opposition groups,Lattakia,9/7/14,Shooting,0,0,10,0
Armed opposition groups,Lattakia,9/23/14,Shooting,0,0,10,0
Armed opposition groups,Lattakia,12/25/14,Shooting,0,0,10,0
Armed opposition groups,Other Nationalities,1/21/14,Shooting,0,0,10,0
Armed opposition groups,Other Nationalities,7/21/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,1/5/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,1/9/14,Shooting,0,2,10,0
Armed opposition groups,Tartous,1/19/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,2/10/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,2/24/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,3/21/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,3/28/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,4/19/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,4/22/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,4/23/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,5/1/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,5/8/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,5/10/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,5/11/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,5/13/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,6/3/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,7/16/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,8/15/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,9/18/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,11/5/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,12/20/14,Shooting,0,0,10,0
Armed opposition groups,Tartous,12/24/14,Shooting,2,0,10,0
Armed opposition groups,Unknown,1/4/14,Field Execution,0,0,10,0
Armed opposition groups,Unknown,3/22/14,Shooting,0,0,10,0
