actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Aleppo,2015-06-07,Shelling,2,0,2,0
Armed opposition groups,Aleppo,2015-06-08,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-06-15,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2015-06-19,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2015-07-06,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-07-10,Explosion,0,0,2,0
Armed opposition groups,Aleppo,2015-07-24,Shelling,0,2,2,0
Armed opposition groups,Aleppo,2015-07-29,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-08-02,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-08-03,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2015-09-07,Chemical and toxic gases,0,2,2,0
Armed opposition groups,Aleppo,2015-10-09,Shelling,0,2,2,0
Armed opposition groups,Aleppo,2015-10-10,Shelling,0,2,2,0
Armed opposition groups,Aleppo,2015-10-18,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-10-27,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-10-28,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-11-10,Shelling,0,0,2,0
Armed opposition groups,Aleppo,2015-11-17,Shooting,0,2,2,0
Armed opposition groups,Aleppo,2015-11-20,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-12-06,Shooting,0,0,2,0
Armed opposition groups,Aleppo,2015-12-13,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-01-01,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-01-02,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-01-19,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-01-20,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-02-01,Explosion,0,0,2,0
Armed opposition groups,Damascus,2015-02-05,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-02-24,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-03-23,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-04-09,Explosion,0,0,2,0
Armed opposition groups,Damascus,2015-05-04,Shooting,2,0,2,0
Armed opposition groups,Damascus,2015-05-17,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-05-19,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-05-20,Shelling,2,0,2,0
Armed opposition groups,Damascus,2015-05-21,Explosion,0,0,2,0
Armed opposition groups,Damascus,2015-05-28,Shelling,0,2,2,0
Armed opposition groups,Damascus,2015-06-16,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-06-23,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-07-04,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-07-05,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-07-27,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-07-28,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-07-31,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-08-09,Shelling,0,2,2,0
Armed opposition groups,Damascus,2015-08-13,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-08-19,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-09-02,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-09-13,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-09-15,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-09-16,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-09-27,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-10-10,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-10-17,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-10-27,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-10-31,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-11-04,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-11-10,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-11-12,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-11-13,Shooting,0,0,2,0
Armed opposition groups,Damascus,2015-11-20,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-11-22,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-11-23,Shelling,0,0,2,0
Armed opposition groups,Damascus,2015-12-15,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-02-03,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-02-10,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-03-01,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-03-02,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-03-15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-03-16,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-05-15,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-05-16,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-05-20,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-06-14,Shelling,0,2,2,0
Armed opposition groups,Damascus Suburbs,2015-06-20,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-06-21,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-07-04,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-07-11,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-08-02,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-08-31,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-09-26,Shooting,0,2,2,0
Armed opposition groups,Damascus Suburbs,2015-09-29,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-10-03,Explosion,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-10-08,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-10-10,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-10-11,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-10-23,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-10-29,Shelling,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-11-02,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-11-04,Shooting,0,0,2,0
Armed opposition groups,Damascus Suburbs,2015-11-07,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-01-24,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-04-12,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-04-30,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-05-26,Shooting,0,2,2,0
Armed opposition groups,Daraa,2015-06-06,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-06-25,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-06-27,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-07-08,Shelling,0,2,2,0
Armed opposition groups,Daraa,2015-07-09,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-07-14,Shooting,0,0,2,0
Armed opposition groups,Daraa,2015-07-29,Shelling,0,2,2,0
Armed opposition groups,Daraa,2015-08-14,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-09-02,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-10-24,Shooting,0,0,2,0
Armed opposition groups,Daraa,2015-11-10,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-11-12,Shelling,0,0,2,0
Armed opposition groups,Daraa,2015-12-09,Shelling,2,0,2,0
Armed opposition groups,Daraa,2015-12-13,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-03-08,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-03-22,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-06-17,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-06-29,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-07-14,Shooting,0,2,2,0
Armed opposition groups,Deir Ezzor,2015-07-25,Shooting,2,0,2,0
Armed opposition groups,Deir Ezzor,2015-07-28,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,2015-08-05,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-10-06,Other,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-10-13,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-11-01,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-11-02,Other,0,2,2,0
Armed opposition groups,Deir Ezzor,2015-11-03,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,2015-11-06,Shooting,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-11-10,Shelling,0,0,2,0
Armed opposition groups,Deir Ezzor,2015-12-14,Shelling,2,0,2,0
Armed opposition groups,Deir Ezzor,2015-12-28,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-04,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-11,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-13,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-17,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-20,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-25,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-27,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-01-29,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-02-14,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-02-18,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-02-25,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-03-01,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-03-03,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-03-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-03-18,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-03-27,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-03-31,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-04-10,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-04-29,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-05-01,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-05-03,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-05-10,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-05-25,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-06-02,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-06-26,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-06-30,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-07-07,Shelling,0,0,2,0
Armed opposition groups,Hama,2015-07-09,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-07-13,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-07-15,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-07-24,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-08-09,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-08-10,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-08-22,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-09-06,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-09-11,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-09-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-09-27,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-10-08,Shelling,0,0,2,0
Armed opposition groups,Hama,2015-10-10,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-10-13,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-10-15,Shelling,0,0,2,0
Armed opposition groups,Hama,2015-10-17,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-10-26,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-11-16,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-11-17,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-11-23,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-12-06,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-12-14,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-12-18,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-12-24,Shooting,0,0,2,0
Armed opposition groups,Hama,2015-12-28,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-01-19,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-01-21,Explosion,0,0,2,0
Armed opposition groups,Hasakeh,2015-01-27,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-01-30,Shooting,2,0,2,0
Armed opposition groups,Hasakeh,2015-02-26,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-03-03,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-03-04,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-03-06,Shooting,0,2,2,0
Armed opposition groups,Hasakeh,2015-03-29,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-04-11,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-05-30,Shelling,0,0,2,0
Armed opposition groups,Hasakeh,2015-06-30,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-07-01,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-07-02,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-11-09,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-11-13,Shooting,0,0,2,0
Armed opposition groups,Hasakeh,2015-11-24,Explosion,0,2,2,0
Armed opposition groups,Homs,2015-01-06,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-08,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-11,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-14,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-18,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-19,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-20,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-22,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-01-25,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-02-19,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-02-21,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-03-01,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-04-01,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-04-14,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-04-25,Explosion,0,0,2,0
Armed opposition groups,Homs,2015-04-28,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-05-01,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-06-09,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-06-18,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-06-19,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-06-23,Explosion,0,0,2,0
Armed opposition groups,Homs,2015-07-04,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-07-05,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-07-27,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-08-01,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-08-07,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-08-17,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-08-23,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-09-09,Shelling,0,0,2,0
Armed opposition groups,Homs,2015-09-22,Explosion,0,0,2,0
Armed opposition groups,Homs,2015-09-26,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-09-28,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-09-29,Explosion,0,0,2,0
Armed opposition groups,Homs,2015-10-22,Shelling,0,2,2,0
Armed opposition groups,Homs,2015-10-26,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-03,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-05,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-06,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-08,Explosion,0,2,2,0
Armed opposition groups,Homs,2015-11-09,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-19,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-20,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-22,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-11-26,Shooting,0,0,2,0
Armed opposition groups,Homs,2015-12-12,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-01-04,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-01-29,Shelling,2,0,2,0
Armed opposition groups,Idlib,2015-03-03,Shooting,2,0,2,0
Armed opposition groups,Idlib,2015-05-30,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-06-03,Field Execution,0,0,2,0
Armed opposition groups,Idlib,2015-06-06,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-08-25,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-09-02,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-09-25,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-10-23,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-11-01,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-11-07,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-11-29,Shooting,0,0,2,0
Armed opposition groups,Idlib,2015-12-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-09,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-12,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-13,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-19,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-30,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-01-31,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-02-10,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-02-22,Explosion,2,0,2,0
Armed opposition groups,Lattakia,2015-03-13,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-03-17,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-03-24,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-03-25,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-03-29,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-04-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-04-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-04-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-04-30,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-05-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-06-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-12,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-19,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-20,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-24,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-25,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-07-29,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-08-02,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-08-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-08-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-08-21,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-08-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-08-28,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-09-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-09-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-09-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-03,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-04,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-11,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-10-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-27,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-11-28,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-01,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-13,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-19,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-21,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-30,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2015-12-31,Shelling,0,0,2,0
Armed opposition groups,Other Nationalities,2015-01-02,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-01-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-01-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-01-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-02-04,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-02-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-02-21,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-02-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-02-23,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-03-02,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-03-11,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-03-20,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-03-26,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-04-14,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-04-21,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-04-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-05-13,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-05-15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-05-30,Field Execution,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-04,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-05,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-07,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-10,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-23,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-24,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-06-30,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-01,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-02,Shooting,0,2,2,0
Armed opposition groups,Other Nationalities,2015-07-03,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-14,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-19,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-21,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-24,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-27,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-07-30,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-08-01,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-08-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-08-07,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-08-08,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-08-15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-08-30,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-03,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-06,Explosion,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-10,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-12,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-13,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-17,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-19,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-09-26,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-08,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-09,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-12,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-16,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-23,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-26,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-28,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-10-29,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-11-05,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-11-07,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-11-13,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-11-14,Shooting,0,2,2,0
Armed opposition groups,Other Nationalities,2015-11-15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-11-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-11-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-01,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-04,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-07,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-08,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-23,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2015-12-28,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-02-09,Shooting,0,0,2,0
