date,demand,civilians_rank,distance,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2014-07-08,8,1,137,0,1,0,0,1,0,0
2014-07-15,7,2,140,0,1,0,0,1,0,0
2014-07-22,15,3,156,0,1,0,0,1,0,0
2014-07-29,10,2,298,0,1,0,0,1,0,0
2014-08-05,1,3,140,0,1,0,0,1,0,0
2014-08-12,13,1,161,0,1,0,0,1,0,0
2014-08-19,13,4,179,0,1,0,0,1,0,0
2014-08-26,7,2,163,0,1,0,0,1,0,0
2014-09-02,12,1,159,0,1,0,0,1,0,0
2014-09-09,4,2,227,0,1,0,0,1,0,0
2014-09-16,22,2,146,0,1,0,0,1,0,0
2014-09-23,6,1,180,0,1,0,0,1,0,0
2014-09-30,21,1,276,0,1,0,0,1,0,0
2014-10-07,13,3,139,0,1,0,0,1,0,0
2014-10-14,6,1,152,0,1,0,0,1,0,0
2014-10-21,28,2,247,0,1,0,0,1,0,0
2014-10-28,28,1,136,0,1,0,0,1,0,0
2014-11-04,22,1,253,0,1,0,0,1,0,0
2014-11-11,11,2,258,0,1,0,0,1,0,0
2014-11-18,29,3,187,0,1,0,0,1,0,0
2014-11-25,24,1,275,0,1,0,0,1,0,0
2014-12-02,27,3,137,0,1,0,0,1,0,0
2014-12-09,10,1,172,0,1,0,0,1,0,0
2014-12-16,30,2,286,0,1,0,0,1,0,0
2014-12-23,14,2,495,0,1,0,0,1,0,0
2014-12-30,12,4,332,0,1,0,0,1,0,0
2015-01-06,6,2,248,0,1,0,0,1,0,0
2015-01-13,1,1,561,0,1,0,0,1,0,0
2015-01-20,7,1,420,0,1,0,0,1,0,0
2015-01-27,20,1,374,0,1,0,0,1,0,0
2015-02-03,11,2,258,0,1,0,0,1,0,0
2015-02-10,21,3,327,0,1,0,0,1,0,0
2015-02-17,1,1,150,0,1,0,0,1,0,0
2015-02-24,9,2,440,0,1,0,0,1,0,0
2015-03-03,15,2,554,0,1,0,0,1,0,0
2015-03-10,12,1,682,0,1,0,0,1,0,0
2015-03-17,12,1,304,0,1,0,0,1,0,0
2015-03-24,3,3,298,0,1,0,0,1,0,0
2015-03-31,17,2,423,0,1,0,0,1,0,0
2015-04-07,16,1,246,0,1,0,0,1,0,0
2015-04-14,14,1,342,0,1,0,0,1,0,0
2015-04-21,17,2,234,0,1,0,0,1,0,0
2015-04-28,8,3,333,0,1,0,0,1,0,0
2015-05-05,9,3,149,0,1,0,0,1,0,0
2015-05-12,13,3,266,0,1,0,0,1,0,0
2015-05-19,17,1,166,0,1,0,0,1,0,0
2015-05-26,7,3,424,0,1,0,0,1,0,0
2015-06-02,9,1,521,0,1,0,0,1,0,0
2015-06-09,23,2,154,0,1,0,0,1,0,0
2015-06-16,96,3,255,0,1,0,0,1,0,0
2015-06-23,71,1,290,0,1,0,0,1,0,0
2015-06-30,47,4,366,0,1,0,0,1,0,0
2015-07-07,84,1,395,0,1,0,0,1,0,0
2015-07-14,67,1,256,0,1,0,0,1,0,0
2015-07-21,28,1,170,0,1,0,0,1,0,0
2015-07-28,91,2,167,0,1,0,0,1,0,0
2015-08-04,96,3,236,0,1,0,0,1,0,0
2015-08-11,73,2,346,0,1,0,0,1,0,0
2015-08-18,78,3,250,0,1,0,0,1,0,0
2015-08-25,69,2,184,0,1,0,0,1,0,0
2015-09-01,71,1,158,0,1,0,0,1,0,0
2015-09-08,68,1,159,0,1,0,0,1,0,0
2015-09-15,56,1,110,0,1,0,0,1,0,0
2015-09-22,79,2,114,0,1,0,0,1,0,0
2015-09-29,23,1,112,0,1,0,0,1,0,0
2015-10-06,87,2,179,0,1,0,0,1,0,0
2015-10-13,88,2,161,0,1,0,0,1,0,0
2015-10-20,79,3,163,0,1,0,0,1,0,0
2015-10-27,100,2,169,0,1,0,0,1,0,0
2015-11-03,78,3,291,0,1,0,0,1,0,0
2015-11-10,54,4,285,0,1,0,0,1,0,0
2015-11-17,88,3,326,0,1,0,0,1,0,0
2015-11-24,64,3,241,0,1,0,0,1,0,0
2015-12-01,73,3,193,0,1,0,0,1,0,0
2015-12-08,90,2,279,0,1,0,0,1,0,0
2015-12-15,93,4,253,0,1,0,0,1,0,0
2015-12-22,89,3,313,0,1,0,0,1,0,0
2015-12-29,82,2,261,0,1,0,0,1,0,0
2016-01-05,52,1,225,0,1,0,0,1,0,0
2016-01-12,81,3,273,0,1,0,0,1,0,0
2016-01-19,71,1,315,0,1,0,0,1,0,0
2016-01-26,38,2,262,0,1,0,0,1,0,0
2016-02-02,55,3,574,0,1,0,0,1,0,0
2016-02-09,91,3,341,0,1,0,0,1,0,0
2016-02-16,66,2,267,0,1,0,0,1,0,0
2016-02-23,70,2,361,0,1,0,0,1,0,0
2016-03-01,70,3,338,0,1,0,0,1,0,0
2016-03-08,67,1,330,0,1,0,0,1,0,0
2016-03-15,66,1,196,0,1,0,0,1,0,0
2016-03-22,55,1,384,0,1,0,0,1,0,0
2016-03-29,57,1,345,0,1,0,0,1,0,0
2016-04-05,59,1,449,0,1,0,0,1,0,0
2016-04-12,56,1,218,0,1,0,0,1,0,0
2016-04-19,48,4,315,0,1,0,0,1,0,0
2016-04-26,54,4,309,0,1,0,0,1,0,0
2016-05-03,49,4,289,0,1,0,0,1,0,0
2016-05-10,46,3,348,0,1,0,0,1,0,0
2016-05-17,57,3,265,0,1,0,0,1,0,0
2016-05-24,68,4,321,0,1,0,0,1,0,0
2016-05-31,72,4,195,0,1,0,0,1,0,0
2016-06-07,37,4,328,0,1,0,0,1,0,0
2014-03-11,33,3,248,0,1,0,0,0,1,0
2014-03-18,51,2,158,0,1,0,0,0,1,0
2014-03-25,47,4,258,0,1,0,0,0,1,0
2014-04-01,58,2,329,0,1,0,0,0,1,0
2014-04-08,44,4,286,0,1,0,0,0,1,0
2014-04-15,52,4,156,0,1,0,0,0,1,0
2014-04-22,60,2,211,0,1,0,0,0,1,0
2014-04-29,61,3,145,0,1,0,0,0,1,0
2014-05-06,42,3,180,0,1,0,0,0,1,0
2014-05-13,48,3,230,0,1,0,0,0,1,0
2014-05-20,60,3,170,0,1,0,0,0,1,0
2014-05-27,51,1,177,0,1,0,0,0,1,0
2014-06-03,61,2,232,0,1,0,0,0,1,0
2014-06-10,56,2,398,0,1,0,0,0,1,0
2014-06-17,62,3,208,0,1,0,0,0,1,0
2014-06-24,61,1,152,0,1,0,0,0,1,0
2014-07-01,36,2,163,0,1,0,0,0,1,0
2014-07-08,50,1,142,0,1,0,0,0,1,0
2014-07-15,26,2,140,0,1,0,0,0,1,0
2014-07-22,40,3,148,0,1,0,0,0,1,0
2014-07-29,18,2,294,0,1,0,0,0,1,0
2014-08-05,51,3,140,0,1,0,0,0,1,0
2014-08-12,38,1,148,0,1,0,0,0,1,0
2014-08-19,41,4,165,0,1,0,0,0,1,0
2014-08-26,48,2,152,0,1,0,0,0,1,0
2014-09-02,32,1,149,0,1,0,0,0,1,0
2014-09-09,51,2,217,0,1,0,0,0,1,0
2014-09-16,36,2,135,0,1,0,0,0,1,0
2014-09-23,36,1,170,0,1,0,0,0,1,0
2014-09-30,42,1,264,0,1,0,0,0,1,0
2014-10-07,23,3,129,0,1,0,0,0,1,0
2014-10-14,60,1,147,0,1,0,0,0,1,0
2014-10-21,47,2,244,0,1,0,0,0,1,0
2014-10-28,37,1,128,0,1,0,0,0,1,0
2014-11-04,50,1,245,0,1,0,0,0,1,0
2014-11-11,50,2,247,0,1,0,0,0,1,0
2014-11-18,87,3,183,0,1,0,0,0,1,0
2014-11-25,43,1,270,0,1,0,0,0,1,0
2014-12-02,53,3,137,0,1,0,0,0,1,0
2014-12-09,28,1,172,0,1,0,0,0,1,0
2014-12-16,44,2,274,0,1,0,0,0,1,0
2014-12-23,28,2,496,0,1,0,0,0,1,0
2014-12-30,44,4,327,0,1,0,0,0,1,0
2015-01-06,10,2,243,0,1,0,0,0,1,0
2015-01-13,38,1,533,0,1,0,0,0,1,0
2015-01-20,29,1,398,0,1,0,0,0,1,0
2015-01-27,48,1,357,0,1,0,0,0,1,0
2015-02-03,40,2,248,0,1,0,0,0,1,0
2015-02-10,36,3,330,0,1,0,0,0,1,0
2015-02-17,34,1,143,0,1,0,0,0,1,0
2015-02-24,48,2,438,0,1,0,0,0,1,0
2015-03-03,44,2,544,0,1,0,0,0,1,0
2015-03-10,16,1,676,0,1,0,0,0,1,0
2015-03-17,66,1,289,0,1,0,0,0,1,0
2015-03-24,51,3,294,0,1,0,0,0,1,0
2015-03-31,30,2,406,0,1,0,0,0,1,0
2015-04-07,65,1,250,0,1,0,0,0,1,0
2015-04-14,67,1,339,0,1,0,0,0,1,0
2015-04-21,38,2,236,0,1,0,0,0,1,0
2015-04-28,35,3,335,0,1,0,0,0,1,0
2015-05-05,65,3,148,0,1,0,0,0,1,0
2015-05-12,54,3,261,0,1,0,0,0,1,0
2015-05-19,44,1,161,0,1,0,0,0,1,0
2015-05-26,47,3,416,0,1,0,0,0,1,0
2015-06-02,50,1,505,0,1,0,0,0,1,0
2015-06-09,64,2,148,0,1,0,0,0,1,0
2015-06-16,74,3,248,0,1,0,0,0,1,0
2015-06-23,39,1,285,0,1,0,0,0,1,0
2015-06-30,40,4,366,0,1,0,0,0,1,0
2015-07-07,29,1,399,0,1,0,0,0,1,0
2015-07-14,11,1,255,0,1,0,0,0,1,0
2015-07-21,24,1,164,0,1,0,0,0,1,0
2015-07-28,68,2,165,0,1,0,0,0,1,0
2015-08-04,58,3,226,0,1,0,0,0,1,0
2015-08-11,37,2,338,0,1,0,0,0,1,0
2015-08-18,60,3,242,0,1,0,0,0,1,0
2015-08-25,41,2,167,0,1,0,0,0,1,0
2015-09-01,47,1,156,0,1,0,0,0,1,0
2015-09-08,56,1,150,0,1,0,0,0,1,0
2015-09-15,51,1,120,0,1,0,0,0,1,0
2015-09-22,62,2,118,0,1,0,0,0,1,0
2015-09-29,22,1,120,0,1,0,0,0,1,0
2015-10-06,63,2,167,0,1,0,0,0,1,0
2015-10-13,53,2,154,0,1,0,0,0,1,0
2015-10-20,67,3,149,0,1,0,0,0,1,0
2015-10-27,74,2,157,0,1,0,0,0,1,0
2015-11-03,64,3,283,0,1,0,0,0,1,0
2015-11-10,68,4,275,0,1,0,0,0,1,0
2015-11-17,54,3,319,0,1,0,0,0,1,0
2015-11-24,53,3,234,0,1,0,0,0,1,0
2015-12-01,60,3,178,0,1,0,0,0,1,0
2015-12-08,67,2,264,0,1,0,0,0,1,0
2015-12-15,74,4,236,0,1,0,0,0,1,0
2015-12-22,55,3,288,0,1,0,0,0,1,0
2015-12-29,52,2,245,0,1,0,0,0,1,0
2016-01-05,49,1,207,0,1,0,0,0,1,0
2016-01-12,45,3,261,0,1,0,0,0,1,0
2016-01-19,62,1,287,0,1,0,0,0,1,0
2016-01-26,71,2,235,0,1,0,0,0,1,0
2016-02-02,63,3,552,0,1,0,0,0,1,0
2016-02-09,36,3,329,0,1,0,0,0,1,0
2016-02-16,23,2,250,0,1,0,0,0,1,0
2016-02-23,19,2,345,0,1,0,0,0,1,0
2016-03-01,22,3,329,0,1,0,0,0,1,0
2016-03-08,32,1,315,0,1,0,0,0,1,0
2016-03-15,38,1,188,0,1,0,0,0,1,0
2016-03-22,64,1,392,0,1,0,0,0,1,0
2016-03-29,54,1,350,0,1,0,0,0,1,0
2016-04-05,54,1,441,0,1,0,0,0,1,0
2016-04-12,76,1,204,0,1,0,0,0,1,0
2016-04-19,74,4,298,0,1,0,0,0,1,0
2016-04-26,74,4,287,0,1,0,0,0,1,0
2016-05-03,79,4,269,0,1,0,0,0,1,0
2016-05-10,57,3,337,0,1,0,0,0,1,0
2016-05-17,80,3,246,0,1,0,0,0,1,0
2016-05-24,88,4,304,0,1,0,0,0,1,0
2016-05-31,75,4,186,0,1,0,0,0,1,0
2016-06-07,78,4,299,0,1,0,0,0,1,0
2014-02-11,62,2,160,0,0,1,0,0,0,1
2014-02-18,106,3,163,0,0,1,0,0,0,1
2014-02-25,60,1,246,0,0,1,0,0,0,1
2014-03-04,49,2,264,0,0,1,0,0,0,1
2014-03-11,82,3,231,0,0,1,0,0,0,1
2014-03-18,106,2,144,0,0,1,0,0,0,1
2014-03-25,61,4,245,0,0,1,0,0,0,1
2014-04-01,89,2,317,0,0,1,0,0,0,1
2014-04-08,80,4,278,0,0,1,0,0,0,1
2014-04-15,68,4,151,0,0,1,0,0,0,1
2014-04-22,70,2,204,0,0,1,0,0,0,1
2014-04-29,58,3,135,0,0,1,0,0,0,1
2014-05-06,65,3,171,0,0,1,0,0,0,1
2014-05-13,114,3,225,0,0,1,0,0,0,1
2014-05-20,94,3,155,0,0,1,0,0,0,1
2014-05-27,103,1,158,0,0,1,0,0,0,1
2014-06-03,95,2,222,0,0,1,0,0,0,1
2014-06-10,114,2,389,0,0,1,0,0,0,1
2014-06-17,67,3,204,0,0,1,0,0,0,1
2014-06-24,51,1,151,0,0,1,0,0,0,1
2014-07-01,58,2,157,0,0,1,0,0,0,1
2014-07-08,86,1,142,0,0,1,0,0,0,1
2014-07-15,50,2,139,0,0,1,0,0,0,1
2014-07-22,44,3,140,0,0,1,0,0,0,1
2014-07-29,38,2,288,0,0,1,0,0,0,1
2014-08-05,39,3,139,0,0,1,0,0,0,1
2014-08-12,39,1,139,0,0,1,0,0,0,1
2014-08-19,60,4,152,0,0,1,0,0,0,1
2014-08-26,68,2,140,0,0,1,0,0,0,1
2014-09-02,78,1,141,0,0,1,0,0,0,1
2014-09-09,61,2,210,0,0,1,0,0,0,1
2014-09-16,62,2,128,0,0,1,0,0,0,1
2014-09-23,51,1,159,0,0,1,0,0,0,1
2014-09-30,52,1,252,0,0,1,0,0,0,1
2014-10-07,16,3,120,0,0,1,0,0,0,1
2014-10-14,63,1,142,0,0,1,0,0,0,1
2014-10-21,64,2,241,0,0,1,0,0,0,1
2014-10-28,75,1,121,0,0,1,0,0,0,1
2014-11-04,50,1,234,0,0,1,0,0,0,1
2014-11-11,73,2,237,0,0,1,0,0,0,1
2014-11-18,88,3,176,0,0,1,0,0,0,1
2014-11-25,51,1,262,0,0,1,0,0,0,1
2014-12-02,67,3,134,0,0,1,0,0,0,1
2014-12-09,68,1,168,0,0,1,0,0,0,1
2014-12-16,74,2,261,0,0,1,0,0,0,1
2014-12-23,56,2,491,0,0,1,0,0,0,1
2014-12-30,64,4,319,0,0,1,0,0,0,1
2015-01-06,64,2,237,0,0,1,0,0,0,1
2015-01-13,64,1,512,0,0,1,0,0,0,1
2015-01-20,85,1,378,0,0,1,0,0,0,1
2015-01-27,95,1,342,0,0,1,0,0,0,1
2015-02-03,102,2,238,0,0,1,0,0,0,1
2015-02-10,63,3,328,0,0,1,0,0,0,1
2015-02-17,88,1,138,0,0,1,0,0,0,1
2015-02-24,73,2,435,0,0,1,0,0,0,1
2015-03-03,107,2,529,0,0,1,0,0,0,1
2015-03-10,93,1,669,0,0,1,0,0,0,1
2015-03-17,73,1,278,0,0,1,0,0,0,1
2015-03-24,72,3,287,0,0,1,0,0,0,1
2015-03-31,66,2,393,0,0,1,0,0,0,1
2015-04-07,57,1,250,0,0,1,0,0,0,1
2015-04-14,71,1,333,0,0,1,0,0,0,1
2015-04-21,77,2,235,0,0,1,0,0,0,1
2015-04-28,56,3,333,0,0,1,0,0,0,1
2015-05-05,60,3,145,0,0,1,0,0,0,1
2015-05-12,60,3,252,0,0,1,0,0,0,1
2015-05-19,60,1,155,0,0,1,0,0,0,1
2015-05-26,77,3,406,0,0,1,0,0,0,1
2015-06-02,71,1,488,0,0,1,0,0,0,1
2015-06-09,94,2,141,0,0,1,0,0,0,1
2015-06-16,80,3,239,0,0,1,0,0,0,1
2015-06-23,78,1,274,0,0,1,0,0,0,1
2015-06-30,56,4,360,0,0,1,0,0,0,1
2015-07-07,55,1,396,0,0,1,0,0,0,1
2015-07-14,30,1,252,0,0,1,0,0,0,1
2015-07-21,38,1,159,0,0,1,0,0,0,1
2015-07-28,34,2,160,0,0,1,0,0,0,1
2015-08-04,44,3,215,0,0,1,0,0,0,1
2015-08-11,46,2,328,0,0,1,0,0,0,1
2015-08-18,65,3,234,0,0,1,0,0,0,1
2015-08-25,39,2,152,0,0,1,0,0,0,1
2015-09-01,46,1,153,0,0,1,0,0,0,1
2015-09-08,73,1,143,0,0,1,0,0,0,1
2015-09-15,60,1,125,0,0,1,0,0,0,1
2015-09-22,70,2,120,0,0,1,0,0,0,1
2015-09-29,47,1,124,0,0,1,0,0,0,1
2015-10-06,64,2,154,0,0,1,0,0,0,1
2015-10-13,68,2,145,0,0,1,0,0,0,1
2015-10-20,66,3,136,0,0,1,0,0,0,1
2015-10-27,64,2,145,0,0,1,0,0,0,1
2015-11-03,82,3,271,0,0,1,0,0,0,1
2015-11-10,88,4,263,0,0,1,0,0,0,1
2015-11-17,64,3,310,0,0,1,0,0,0,1
2015-11-24,69,3,224,0,0,1,0,0,0,1
2015-12-01,63,3,162,0,0,1,0,0,0,1
2015-12-08,89,2,246,0,0,1,0,0,0,1
2015-12-15,71,4,217,0,0,1,0,0,0,1
2015-12-22,66,3,265,0,0,1,0,0,0,1
2015-12-29,60,2,228,0,0,1,0,0,0,1
2016-01-05,46,1,188,0,0,1,0,0,0,1
2016-01-12,58,3,248,0,0,1,0,0,0,1
2016-01-19,82,1,261,0,0,1,0,0,0,1
2016-01-26,73,2,208,0,0,1,0,0,0,1
2016-02-02,97,3,529,0,0,1,0,0,0,1
2016-02-09,110,3,317,0,0,1,0,0,0,1
2016-02-16,125,2,233,0,0,1,0,0,0,1
2016-02-23,98,2,326,0,0,1,0,0,0,1
2016-03-01,115,3,316,0,0,1,0,0,0,1
2016-03-08,77,1,298,0,0,1,0,0,0,1
2016-03-15,90,1,177,0,0,1,0,0,0,1
2016-03-22,86,1,389,0,0,1,0,0,0,1
2016-03-29,81,1,346,0,0,1,0,0,0,1
2016-04-05,67,1,427,0,0,1,0,0,0,1
2016-04-12,91,1,186,0,0,1,0,0,0,1
2016-04-19,95,4,279,0,0,1,0,0,0,1
2016-04-26,78,4,265,0,0,1,0,0,0,1
2016-05-03,93,4,248,0,0,1,0,0,0,1
2016-05-10,85,3,322,0,0,1,0,0,0,1
2016-05-17,84,3,225,0,0,1,0,0,0,1
2016-05-24,86,4,284,0,0,1,0,0,0,1
2016-05-31,59,4,173,0,0,1,0,0,0,1
2016-06-07,64,4,271,0,0,1,0,0,0,1
2014-02-11,12,2,219,0,0,1,0,1,0,0
2014-02-18,5,3,205,0,0,1,0,1,0,0
2014-02-25,19,1,286,0,0,1,0,1,0,0
2014-03-04,9,2,294,0,0,1,0,1,0,0
2014-03-11,8,3,265,0,0,1,0,1,0,0
2014-03-18,29,2,174,0,0,1,0,1,0,0
2014-03-25,9,4,272,0,0,1,0,1,0,0
2014-04-01,7,2,344,0,0,1,0,1,0,0
2014-04-08,3,4,291,0,0,1,0,1,0,0
2014-04-15,4,4,159,0,0,1,0,1,0,0
2014-04-22,12,2,217,0,0,1,0,1,0,0
2014-04-29,4,3,155,0,0,1,0,1,0,0
2014-05-06,7,3,187,0,0,1,0,1,0,0
2014-05-13,3,3,233,0,0,1,0,1,0,0
2014-05-20,8,3,187,0,0,1,0,1,0,0
2014-05-27,10,1,197,0,0,1,0,1,0,0
2014-06-03,11,2,243,0,0,1,0,1,0,0
2014-06-10,12,2,405,0,0,1,0,1,0,0
2014-06-17,10,3,209,0,0,1,0,1,0,0
2014-06-24,4,1,147,0,0,1,0,1,0,0
2014-07-01,7,2,167,0,0,1,0,1,0,0
2014-07-08,7,1,137,0,0,1,0,1,0,0
2014-07-15,3,2,140,0,0,1,0,1,0,0
2014-07-22,12,3,156,0,0,1,0,1,0,0
2014-07-29,7,2,298,0,0,1,0,1,0,0
2014-08-05,9,3,140,0,0,1,0,1,0,0
2014-08-12,2,1,161,0,0,1,0,1,0,0
2014-08-19,14,4,179,0,0,1,0,1,0,0
2014-08-26,8,2,163,0,0,1,0,1,0,0
2014-09-02,2,1,159,0,0,1,0,1,0,0
2014-09-09,7,2,227,0,0,1,0,1,0,0
2014-09-16,18,2,146,0,0,1,0,1,0,0
2014-09-23,20,1,180,0,0,1,0,1,0,0
2014-09-30,1,1,276,0,0,1,0,1,0,0
2014-10-07,3,3,139,0,0,1,0,1,0,0
2014-10-14,11,1,152,0,0,1,0,1,0,0
2014-10-21,13,2,247,0,0,1,0,1,0,0
2014-10-28,14,1,136,0,0,1,0,1,0,0
2014-11-04,4,1,253,0,0,1,0,1,0,0
2014-11-11,10,2,258,0,0,1,0,1,0,0
2014-11-18,24,3,187,0,0,1,0,1,0,0
2014-11-25,12,1,275,0,0,1,0,1,0,0
2014-12-02,5,3,137,0,0,1,0,1,0,0
2014-12-09,20,1,172,0,0,1,0,1,0,0
2014-12-16,9,2,286,0,0,1,0,1,0,0
2014-12-23,7,2,495,0,0,1,0,1,0,0
2014-12-30,13,4,332,0,0,1,0,1,0,0
2015-01-06,7,2,248,0,0,1,0,1,0,0
2015-01-13,1,1,561,0,0,1,0,1,0,0
2015-01-20,2,1,420,0,0,1,0,1,0,0
2015-01-27,24,1,374,0,0,1,0,1,0,0
2015-02-03,2,2,258,0,0,1,0,1,0,0
2015-02-10,12,3,327,0,0,1,0,1,0,0
2015-02-17,2,1,150,0,0,1,0,1,0,0
2015-02-24,14,2,440,0,0,1,0,1,0,0
2015-03-03,19,2,554,0,0,1,0,1,0,0
2015-03-10,17,1,682,0,0,1,0,1,0,0
2015-03-17,20,1,304,0,0,1,0,1,0,0
2015-03-24,3,3,298,0,0,1,0,1,0,0
2015-03-31,16,2,423,0,0,1,0,1,0,0
2015-04-07,15,1,246,0,0,1,0,1,0,0
2015-04-14,5,1,342,0,0,1,0,1,0,0
2015-04-21,14,2,234,0,0,1,0,1,0,0
2015-04-28,5,3,333,0,0,1,0,1,0,0
2015-05-05,5,3,149,0,0,1,0,1,0,0
2015-05-12,1,3,266,0,0,1,0,1,0,0
2015-05-19,4,1,166,0,0,1,0,1,0,0
2015-05-26,8,3,424,0,0,1,0,1,0,0
2015-06-02,12,1,521,0,0,1,0,1,0,0
2015-06-09,6,2,154,0,0,1,0,1,0,0
2015-06-16,111,3,255,0,0,1,0,1,0,0
2015-06-23,86,1,290,0,0,1,0,1,0,0
2015-06-30,88,4,366,0,0,1,0,1,0,0
2015-07-07,89,1,395,0,0,1,0,1,0,0
2015-07-14,81,1,256,0,0,1,0,1,0,0
2015-07-21,39,1,170,0,0,1,0,1,0,0
2015-07-28,118,2,167,0,0,1,0,1,0,0
2015-08-04,100,3,236,0,0,1,0,1,0,0
2015-08-11,94,2,346,0,0,1,0,1,0,0
2015-08-18,79,3,250,0,0,1,0,1,0,0
2015-08-25,81,2,184,0,0,1,0,1,0,0
2015-09-01,69,1,158,0,0,1,0,1,0,0
2015-09-08,81,1,159,0,0,1,0,1,0,0
2015-09-15,80,1,110,0,0,1,0,1,0,0
2015-09-22,97,2,114,0,0,1,0,1,0,0
2015-09-29,36,1,112,0,0,1,0,1,0,0
2015-10-06,89,2,179,0,0,1,0,1,0,0
2015-10-13,110,2,161,0,0,1,0,1,0,0
2015-10-20,109,3,163,0,0,1,0,1,0,0
2015-10-27,117,2,169,0,0,1,0,1,0,0
2015-11-03,124,3,291,0,0,1,0,1,0,0
2015-11-10,111,4,285,0,0,1,0,1,0,0
2015-11-17,90,3,326,0,0,1,0,1,0,0
2015-11-24,103,3,241,0,0,1,0,1,0,0
2015-12-01,92,3,193,0,0,1,0,1,0,0
2015-12-08,91,2,279,0,0,1,0,1,0,0
2015-12-15,94,4,253,0,0,1,0,1,0,0
2015-12-22,89,3,313,0,0,1,0,1,0,0
2015-12-29,96,2,261,0,0,1,0,1,0,0
2016-01-05,62,1,225,0,0,1,0,1,0,0
2016-01-12,111,3,273,0,0,1,0,1,0,0
2016-01-19,84,1,315,0,0,1,0,1,0,0
2016-01-26,56,2,262,0,0,1,0,1,0,0
2016-02-02,57,3,574,0,0,1,0,1,0,0
2016-02-09,85,3,341,0,0,1,0,1,0,0
2016-02-16,94,2,267,0,0,1,0,1,0,0
2016-02-23,64,2,361,0,0,1,0,1,0,0
2016-03-01,78,3,338,0,0,1,0,1,0,0
2016-03-08,96,1,330,0,0,1,0,1,0,0
2016-03-15,64,1,196,0,0,1,0,1,0,0
2016-03-22,59,1,384,0,0,1,0,1,0,0
2016-03-29,57,1,345,0,0,1,0,1,0,0
2016-04-05,61,1,449,0,0,1,0,1,0,0
2016-04-12,72,1,218,0,0,1,0,1,0,0
2016-04-19,65,4,315,0,0,1,0,1,0,0
2016-04-26,64,4,309,0,0,1,0,1,0,0
2016-05-03,74,4,289,0,0,1,0,1,0,0
2016-05-10,70,3,348,0,0,1,0,1,0,0
2016-05-17,83,3,265,0,0,1,0,1,0,0
2016-05-24,78,4,321,0,0,1,0,1,0,0
2016-05-31,70,4,195,0,0,1,0,1,0,0
2016-06-07,93,4,328,0,0,1,0,1,0,0
2014-02-11,45,2,186,0,0,1,0,0,1,0
2014-02-18,59,3,182,0,0,1,0,0,1,0
2014-02-25,54,1,263,0,0,1,0,0,1,0
2014-03-04,34,2,277,0,0,1,0,0,1,0
2014-03-11,54,3,248,0,0,1,0,0,1,0
2014-03-18,48,2,158,0,0,1,0,0,1,0
2014-03-25,76,4,258,0,0,1,0,0,1,0
2014-04-01,45,2,329,0,0,1,0,0,1,0
2014-04-08,59,4,286,0,0,1,0,0,1,0
2014-04-15,46,4,156,0,0,1,0,0,1,0
2014-04-22,66,2,211,0,0,1,0,0,1,0
2014-04-29,45,3,145,0,0,1,0,0,1,0
2014-05-06,35,3,180,0,0,1,0,0,1,0
2014-05-13,42,3,230,0,0,1,0,0,1,0
2014-05-20,62,3,170,0,0,1,0,0,1,0
2014-05-27,42,1,177,0,0,1,0,0,1,0
2014-06-03,49,2,232,0,0,1,0,0,1,0
2014-06-10,41,2,398,0,0,1,0,0,1,0
2014-06-17,37,3,208,0,0,1,0,0,1,0
2014-06-24,44,1,152,0,0,1,0,0,1,0
2014-07-01,48,2,163,0,0,1,0,0,1,0
2014-07-08,40,1,142,0,0,1,0,0,1,0
2014-07-15,39,2,140,0,0,1,0,0,1,0
2014-07-22,35,3,148,0,0,1,0,0,1,0
2014-07-29,29,2,294,0,0,1,0,0,1,0
2014-08-05,30,3,140,0,0,1,0,0,1,0
2014-08-12,66,1,148,0,0,1,0,0,1,0
2014-08-19,48,4,165,0,0,1,0,0,1,0
2014-08-26,44,2,152,0,0,1,0,0,1,0
2014-09-02,45,1,149,0,0,1,0,0,1,0
2014-09-09,31,2,217,0,0,1,0,0,1,0
2014-09-16,41,2,135,0,0,1,0,0,1,0
2014-09-23,29,1,170,0,0,1,0,0,1,0
2014-09-30,48,1,264,0,0,1,0,0,1,0
2014-10-07,21,3,129,0,0,1,0,0,1,0
2014-10-14,45,1,147,0,0,1,0,0,1,0
2014-10-21,23,2,244,0,0,1,0,0,1,0
2014-10-28,39,1,128,0,0,1,0,0,1,0
2014-11-04,30,1,245,0,0,1,0,0,1,0
2014-11-11,35,2,247,0,0,1,0,0,1,0
2014-11-18,39,3,183,0,0,1,0,0,1,0
2014-11-25,46,1,270,0,0,1,0,0,1,0
2014-12-02,30,3,137,0,0,1,0,0,1,0
2014-12-09,24,1,172,0,0,1,0,0,1,0
2014-12-16,27,2,274,0,0,1,0,0,1,0
2014-12-23,32,2,496,0,0,1,0,0,1,0
2014-12-30,37,4,327,0,0,1,0,0,1,0
2015-01-06,20,2,243,0,0,1,0,0,1,0
2015-01-13,13,1,533,0,0,1,0,0,1,0
2015-01-20,39,1,398,0,0,1,0,0,1,0
2015-01-27,43,1,357,0,0,1,0,0,1,0
2015-02-03,48,2,248,0,0,1,0,0,1,0
