demand,civilians_rank,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
107,2,97.0,97.0,92.0,91.0,75.0,98.42307692307692,4.414785367507466
84,2,107.0,97.0,97.0,92.0,91.0,100.11538461538464,-2.0428646903944347
73,1,84.0,107.0,97.0,97.0,92.0,101.86538461538464,-21.032566030347635
85,1,73.0,84.0,107.0,97.0,97.0,103.6538461538462,-30.342780190813674
37,3,85.0,73.0,84.0,107.0,97.0,105.20192307692308,-17.239532812818133
77,1,37.0,85.0,73.0,84.0,107.0,106.98076923076924,-16.78051620405338
100,2,77.0,37.0,85.0,73.0,84.0,108.34615384615385,-19.27662780041684
80,1,100.0,77.0,37.0,85.0,73.0,109.125,24.59585034680946
101,1,80.0,100.0,77.0,37.0,85.0,110.22115384615385,27.340123365830607
122,2,101.0,80.0,100.0,77.0,37.0,111.3846153846154,-24.65598823053284
151,3,122.0,101.0,80.0,100.0,77.0,112.29807692307692,12.453669403872945
124,1,151.0,122.0,101.0,80.0,100.0,112.81730769230771,-0.6129550130033453
104,3,124.0,151.0,122.0,101.0,80.0,113.26923076923076,18.46144621114604
101,1,104.0,124.0,151.0,122.0,101.0,113.78846153846152,6.599949999397963
141,2,101.0,104.0,124.0,151.0,122.0,114.26923076923076,-2.2679564687603664
114,2,141.0,101.0,104.0,124.0,151.0,115.09615384615385,27.941060140004385
134,4,114.0,141.0,101.0,104.0,124.0,115.7403846153846,30.23982033851272
82,2,134.0,114.0,141.0,101.0,104.0,116.07692307692308,37.522554895995405
102,1,82.0,134.0,114.0,141.0,101.0,116.53846153846158,-8.622907793937024
118,1,102.0,82.0,134.0,114.0,141.0,116.65384615384615,9.66074605221683
167,1,118.0,102.0,82.0,134.0,114.0,116.625,12.670361436832211
177,2,167.0,118.0,102.0,82.0,134.0,117.79807692307692,64.92036143683221
145,3,177.0,167.0,118.0,102.0,82.0,119.81730769230772,22.846163389297924
98,1,145.0,177.0,167.0,118.0,102.0,120.90384615384615,-10.465397346417603
164,2,98.0,145.0,177.0,167.0,118.0,121.25,-21.770547825722872
177,2,164.0,98.0,145.0,177.0,167.0,121.81730769230772,-13.646211125540946
162,1,177.0,164.0,98.0,145.0,177.0,122.69230769230771,10.096715318230704
186,1,162.0,177.0,164.0,98.0,145.0,123.44230769230772,-16.31099926363866
165,3,186.0,162.0,177.0,164.0,98.0,124.29807692307695,0.44154256474838216
176,2,165.0,186.0,162.0,177.0,164.0,125.375,16.88318695723799
165,1,176.0,165.0,186.0,162.0,177.0,125.5,32.64534417024041
130,1,165.0,176.0,165.0,186.0,162.0,126.08653846153848,-2.919421693680227
137,2,130.0,165.0,176.0,165.0,186.0,127.25961538461536,8.983761160347846
143,3,137.0,130.0,165.0,176.0,165.0,128.73076923076923,4.858097860529762
110,3,143.0,137.0,130.0,165.0,176.0,131.18269230769232,12.302947381224485
111,3,110.0,143.0,137.0,130.0,165.0,132.98076923076923,-19.992587713465397
111,1,111.0,110.0,143.0,137.0,130.0,134.17307692307696,-13.61504588507836
123,3,111.0,111.0,110.0,143.0,137.0,134.7019230769231,-7.878529697716953
122,1,123.0,111.0,111.0,110.0,143.0,135.28846153846158,-11.494577612919645
127,2,122.0,123.0,111.0,111.0,110.0,136.35576923076923,26.19386165136484
128,3,127.0,122.0,123.0,111.0,111.0,137.30769230769232,-4.848468315119918
114,1,128.0,127.0,122.0,123.0,111.0,138.31730769230768,-0.3907982816046615
134,4,114.0,128.0,127.0,122.0,123.0,139.61538461538458,-15.026076966038131
114,1,134.0,114.0,128.0,127.0,122.0,141.47115384615387,-6.6325094966254605
66,1,114.0,134.0,114.0,128.0,127.0,143.11538461538458,-27.74197147947603
76,1,66.0,114.0,134.0,114.0,128.0,144.38461538461542,-58.66823355514478
164,2,76.0,66.0,114.0,134.0,114.0,145.3653846153846,-37.83167511799296
174,3,164.0,76.0,66.0,114.0,134.0,146.17307692307696,7.729242293517808
105,2,174.0,164.0,76.0,66.0,114.0,146.05769230769232,26.655642009371533
114,3,105.0,174.0,164.0,76.0,66.0,144.8269230769231,-28.27316189468422
134,2,114.0,105.0,174.0,164.0,76.0,143.72115384615384,-16.94555554232972
151,1,134.0,114.0,105.0,174.0,164.0,142.0769230769231,10.869230297204261
131,1,151.0,134.0,114.0,105.0,174.0,140.1730769230769,4.414785367507466
149,1,131.0,151.0,134.0,114.0,105.0,138.27884615384613,-2.0428646903944347
120,2,149.0,131.0,151.0,134.0,114.0,135.9230769230769,-21.032566030347635
51,1,120.0,149.0,131.0,151.0,134.0,134.49038461538464,-30.342780190813674
132,2,51.0,120.0,149.0,131.0,151.0,134.05769230769232,-17.239532812818133
104,2,132.0,51.0,120.0,149.0,131.0,133.3269230769231,-16.78051620405338
226,3,104.0,132.0,51.0,120.0,149.0,132.875,-19.27662780041684
209,2,226.0,104.0,132.0,51.0,120.0,132.90384615384613,24.59585034680946
159,3,209.0,226.0,104.0,132.0,51.0,133.0,27.340123365830607
188,4,159.0,209.0,226.0,104.0,132.0,133.25,-24.65598823053284
140,3,188.0,159.0,209.0,226.0,104.0,133.4326923076923,12.453669403872945
196,3,140.0,188.0,159.0,209.0,226.0,133.53846153846158,-0.6129550130033453
143,3,196.0,140.0,188.0,159.0,209.0,133.28846153846152,18.46144621114604
161,2,143.0,196.0,140.0,188.0,159.0,133.77884615384616,6.599949999397963
186,4,161.0,143.0,196.0,140.0,188.0,134.3269230769231,-2.2679564687603664
204,3,186.0,161.0,143.0,196.0,140.0,134.2980769230769,27.941060140004385
237,2,204.0,186.0,161.0,143.0,196.0,134.18269230769232,30.23982033851272
150,1,237.0,204.0,186.0,161.0,143.0,133.42307692307696,37.522554895995405
166,3,150.0,237.0,204.0,186.0,161.0,132.51923076923077,-8.622907793937024
156,1,166.0,150.0,237.0,204.0,186.0,131.83653846153842,9.66074605221683
213,2,156.0,166.0,150.0,237.0,204.0,131.84615384615384,12.670361436832211
119,3,213.0,156.0,166.0,150.0,237.0,132.1730769230769,64.92036143683221
75,3,119.0,213.0,156.0,166.0,150.0,132.375,22.846163389297924
53,2,75.0,119.0,213.0,156.0,166.0,132.28846153846158,-10.465397346417603
38,2,53.0,75.0,119.0,213.0,156.0,131.9230769230769,-21.770547825722872
105,3,38.0,53.0,75.0,119.0,213.0,132.0480769230769,-13.646211125540946
37,1,105.0,38.0,53.0,75.0,119.0,132.00961538461542,10.096715318230704
66,1,37.0,105.0,38.0,53.0,75.0,131.5480769230769,-16.31099926363866
136,1,66.0,37.0,105.0,38.0,53.0,130.5,0.44154256474838216
160,1,136.0,66.0,37.0,105.0,38.0,129.16346153846158,16.88318695723799
105,1,160.0,136.0,66.0,37.0,105.0,129.8173076923077,32.64534417024041
143,1,105.0,160.0,136.0,66.0,37.0,130.99038461538458,-2.919421693680227
127,4,143.0,105.0,160.0,136.0,66.0,131.1730769230769,8.983761160347846
163,4,127.0,143.0,105.0,160.0,136.0,130.14423076923077,4.858097860529762
116,4,163.0,127.0,143.0,105.0,160.0,128.4230769230769,12.302947381224485
124,3,116.0,163.0,127.0,143.0,105.0,126.57692307692308,-19.992587713465397
109,3,124.0,116.0,163.0,127.0,143.0,124.31730769230772,-13.61504588507836
99,4,109.0,124.0,116.0,163.0,127.0,122.6442307692308,-7.878529697716953
197,4,99.0,109.0,124.0,116.0,163.0,120.97115384615385,-11.494577612919645
109,4,197.0,99.0,109.0,124.0,116.0,119.90384615384615,26.19386165136484
143,4,109.0,197.0,99.0,109.0,124.0,119.14423076923076,-4.848468315119918
87,4,143.0,109.0,197.0,99.0,109.0,117.82692307692308,-0.3907982816046615
82,4,87.0,143.0,109.0,197.0,99.0,116.5,-15.026076966038131
72,4,82.0,87.0,143.0,109.0,197.0,114.52884615384615,-6.6325094966254605
37,4,72.0,82.0,87.0,143.0,109.0,121.27831912602056,-27.74197147947603
106,4,37.0,72.0,82.0,87.0,143.0,120.8531923766494,-58.66823355514478
168,4,106.0,37.0,72.0,82.0,87.0,120.4280656272782,-37.83167511799296
191,4,168.0,106.0,37.0,72.0,82.0,120.00293887790701,7.729242293517808
79,4,191.0,168.0,106.0,37.0,72.0,119.57781212853584,26.655642009371533
102,4,79.0,191.0,168.0,106.0,37.0,119.1526853791647,-28.27316189468422
159,4,102.0,79.0,191.0,168.0,106.0,118.72755862979349,-16.94555554232972
122,4,159.0,102.0,79.0,191.0,168.0,118.3024318804223,10.869230297204261
112,4,122.0,159.0,102.0,79.0,191.0,117.87730513105114,4.414785367507466
59,4,112.0,122.0,159.0,102.0,79.0,117.45217838167996,-2.0428646903944347
71,4,59.0,112.0,122.0,159.0,102.0,117.02705163230878,-21.032566030347635
168,4,71.0,59.0,112.0,122.0,159.0,116.60192488293761,-30.342780190813674
137,4,168.0,71.0,59.0,112.0,122.0,116.17679813356642,-17.239532812818133
118,4,137.0,168.0,71.0,59.0,112.0,115.75167138419523,-16.78051620405338
105,4,118.0,137.0,168.0,71.0,59.0,115.32654463482409,-19.27662780041684
151,3,105.0,118.0,137.0,168.0,71.0,114.9014178854529,24.59585034680946
25,3,151.0,105.0,118.0,137.0,168.0,114.47629113608171,27.340123365830607
87,4,25.0,151.0,105.0,118.0,137.0,114.05116438671055,-24.65598823053284
67,4,87.0,25.0,151.0,105.0,118.0,113.62603763733937,12.453669403872945
95,4,67.0,87.0,25.0,151.0,105.0,113.20091088796819,-0.6129550130033453
133,4,95.0,67.0,87.0,25.0,151.0,112.77578413859699,18.46144621114604
92,4,133.0,95.0,67.0,87.0,25.0,112.35065738922584,6.599949999397963
118,4,92.0,133.0,95.0,67.0,87.0,111.92553063985466,-2.2679564687603664
134,1,118.0,92.0,133.0,95.0,67.0,111.5004038904835,27.941060140004385
102,3,134.0,118.0,92.0,133.0,95.0,111.07527714111231,30.23982033851272
52,2,102.0,134.0,118.0,92.0,133.0,110.65015039174112,37.522554895995405
