date,demand,civilians_rank,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2015-09-01,17,1,29,15,28,12,22,32,2,0,0,1,0,0,1,0
2015-09-08,17,1,17,29,15,28,12,31,-5,0,0,1,0,0,1,0
2015-09-15,7,1,17,17,29,15,28,31,-12,0,0,1,0,0,1,0
2015-09-22,23,2,7,17,17,29,15,30,-10,0,0,1,0,0,1,0
2015-09-29,4,1,23,7,17,17,29,30,-8,0,0,1,0,0,1,0
2015-10-06,28,2,4,23,7,17,17,30,3,0,0,1,0,0,1,0
2015-10-13,51,2,28,4,23,7,17,30,-3,0,0,1,0,0,1,0
2015-10-20,27,3,51,28,4,23,7,30,16,0,0,1,0,0,1,0
2015-10-27,32,2,27,51,28,4,23,30,-2,0,0,1,0,0,1,0
2015-11-03,21,3,32,27,51,28,4,30,4,0,0,1,0,0,1,0
2015-11-10,44,4,21,32,27,51,28,30,-8,0,0,1,0,0,1,0
2015-11-17,50,3,44,21,32,27,51,31,2,0,0,1,0,0,1,0
2015-11-24,46,3,50,44,21,32,27,31,2,0,0,1,0,0,1,0
2015-12-01,36,3,46,50,44,21,32,31,8,0,0,1,0,0,1,0
2015-12-08,54,2,36,46,50,44,21,31,3,0,0,1,0,0,1,0
2015-12-15,37,4,54,36,46,50,44,31,3,0,0,1,0,0,1,0
2015-12-22,56,3,37,54,36,46,50,31,-3,0,0,1,0,0,1,0
2015-12-29,74,2,56,37,54,36,46,31,8,0,0,1,0,0,1,0
2016-01-05,54,1,74,56,37,54,36,31,16,0,0,1,0,0,1,0
2016-01-12,35,3,54,74,56,37,54,32,4,0,0,1,0,0,1,0
2016-01-19,64,1,35,54,74,56,37,32,-9,0,0,1,0,0,1,0
2016-01-26,47,2,64,35,54,74,56,32,19,0,0,1,0,0,1,0
2016-02-02,53,3,47,64,35,54,74,33,12,0,0,1,0,0,1,0
2016-02-09,31,3,53,47,64,35,54,33,8,0,0,1,0,0,1,0
2016-02-16,21,2,31,53,47,64,35,34,5,0,0,1,0,0,1,0
2016-02-23,27,2,21,31,53,47,64,34,-8,0,0,1,0,0,1,0
2016-03-01,16,3,27,21,31,53,47,34,2,0,0,1,0,0,1,0
2016-03-08,12,1,16,27,21,31,53,35,-7,0,0,1,0,0,1,0
2016-03-15,18,1,12,16,27,21,31,35,-1,0,0,1,0,0,1,0
2016-03-22,29,1,18,12,16,27,21,35,-2,0,0,1,0,0,1,0
2016-03-29,35,1,29,18,12,16,27,36,11,0,0,1,0,0,1,0
2016-04-05,32,1,35,29,18,12,16,36,3,0,0,1,0,0,1,0
2016-04-12,49,1,32,35,29,18,12,37,4,0,0,1,0,0,1,0
2016-04-19,25,4,49,32,35,29,18,38,8,0,0,1,0,0,1,0
2016-04-26,35,4,25,49,32,35,29,38,10,0,0,1,0,0,1,0
2016-05-03,53,4,35,25,49,32,35,38,0,0,0,1,0,0,1,0
2016-05-10,24,3,53,35,25,49,32,39,-3,0,0,1,0,0,1,0
2016-05-17,40,3,24,53,35,25,49,39,-8,0,0,1,0,0,1,0
2016-05-24,31,4,40,24,53,35,25,38,11,0,0,1,0,0,1,0
2016-05-31,39,4,31,40,24,53,35,38,-4,0,0,1,0,0,1,0
2016-06-07,41,4,39,31,40,24,53,38,3,0,0,1,0,0,1,0
2014-02-11,11,2,1,18,9,7,11,-112,31,0,0,0,1,0,0,1
2014-02-18,8,3,11,1,18,9,7,-107,37,0,0,0,1,0,0,1
2014-02-25,15,1,8,11,1,18,9,-103,35,0,0,0,1,0,0,1
2014-03-04,18,2,15,8,11,1,18,-98,35,0,0,0,1,0,0,1
2014-03-11,24,3,18,15,8,11,1,-93,20,0,0,0,1,0,0,1
2014-03-18,15,2,24,18,15,8,11,-88,28,0,0,0,1,0,0,1
2014-03-25,19,4,15,24,18,15,8,-84,26,0,0,0,1,0,0,1
2014-04-01,7,2,19,15,24,18,15,-79,38,0,0,0,1,0,0,1
2014-04-08,19,4,7,19,15,24,18,-74,22,0,0,0,1,0,0,1
2014-04-15,14,4,19,7,19,15,24,-69,7,0,0,0,1,0,0,1
2014-04-22,6,2,14,19,7,19,15,-65,24,0,0,0,1,0,0,1
2014-04-29,4,3,6,14,19,7,19,-60,56,0,0,0,1,0,0,1
2014-05-06,15,3,4,6,14,19,7,-55,75,0,0,0,1,0,0,1
2014-05-13,13,3,15,4,6,14,19,-51,29,0,0,0,1,0,0,1
2014-05-20,48,3,13,15,4,6,14,-46,42,0,0,0,1,0,0,1
2014-05-27,34,1,48,13,15,4,6,-41,68,0,0,0,1,0,0,1
2014-06-03,7,2,34,48,13,15,4,-36,52,0,0,0,1,0,0,1
2014-06-10,33,2,7,34,48,13,15,-32,14,0,0,0,1,0,0,1
2014-06-17,33,3,33,7,34,48,13,-27,32,0,0,0,1,0,0,1
2014-06-24,28,1,33,33,7,34,48,-22,50,0,0,0,1,0,0,1
2014-07-01,17,2,28,33,33,7,34,-18,14,0,0,0,1,0,0,1
2014-07-08,34,1,17,28,33,33,7,-13,3,0,0,0,1,0,0,1
2014-07-15,49,2,34,17,28,33,33,-8,-18,0,0,0,1,0,0,1
2014-07-22,19,3,49,34,17,28,33,-3,-45,0,0,0,1,0,0,1
2014-07-29,18,2,19,49,34,17,28,1,-2,0,0,0,1,0,0,1
2014-08-05,14,3,18,19,49,34,17,6,28,0,0,0,1,0,0,1
2014-08-12,45,1,14,18,19,49,34,25,9,0,0,0,1,0,0,1
2014-08-19,33,4,45,14,18,19,49,28,16,0,0,0,1,0,0,1
2014-08-26,26,2,33,45,14,18,19,30,12,0,0,0,1,0,0,1
2014-09-02,22,1,26,33,45,14,18,33,-42,0,0,0,1,0,0,1
2014-09-09,34,2,22,26,33,45,14,35,38,0,0,0,1,0,0,1
2014-09-16,50,2,34,22,26,33,45,38,-28,0,0,0,1,0,0,1
2014-09-23,66,1,50,34,22,26,33,40,-20,0,0,0,1,0,0,1
2014-09-30,8,1,66,50,34,22,26,43,16,0,0,0,1,0,0,1
2014-10-07,20,3,8,66,50,34,22,46,-42,0,0,0,1,0,0,1
2014-10-14,43,1,20,8,66,50,34,49,1,0,0,0,1,0,0,1
2014-10-21,43,2,43,20,8,66,50,52,2,0,0,0,1,0,0,1
2014-10-28,13,1,43,43,20,8,66,55,-7,0,0,0,1,0,0,1
2014-11-04,11,1,13,43,43,20,8,61,-10,0,0,0,1,0,0,1
2014-11-11,17,2,11,13,43,43,20,66,-50,0,0,0,1,0,0,1
2014-11-18,44,3,17,11,13,43,43,71,-32,0,0,0,1,0,0,1
2014-11-25,39,1,44,17,11,13,43,76,-79,0,0,0,1,0,0,1
2014-12-02,9,3,39,44,17,11,13,81,-39,0,0,0,1,0,0,1
2014-12-09,17,1,9,39,44,17,11,86,-53,0,0,0,1,0,0,1
2014-12-16,47,2,17,9,39,44,17,92,-51,0,0,0,1,0,0,1
2014-12-23,17,2,47,17,9,39,44,98,5,0,0,0,1,0,0,1
2014-12-30,33,4,17,47,17,9,39,103,-21,0,0,0,1,0,0,1
2015-01-06,10,2,33,17,47,17,9,108,-59,0,0,0,1,0,0,1
2015-01-13,36,1,10,33,17,47,17,113,-119,0,0,0,1,0,0,1
2015-01-20,26,1,36,10,33,17,47,117,-37,0,0,0,1,0,0,1
2015-01-27,26,1,26,36,10,33,17,120,-59,0,0,0,1,0,0,1
2015-02-03,107,2,26,26,36,10,33,126,-47,0,0,0,1,0,0,1
2015-02-10,163,3,107,26,26,36,10,131,31,0,0,0,1,0,0,1
2015-02-17,133,1,163,107,26,26,36,136,37,0,0,0,1,0,0,1
2015-02-24,158,2,133,163,107,26,26,142,35,0,0,0,1,0,0,1
2015-03-03,132,2,158,133,163,107,26,147,35,0,0,0,1,0,0,1
2015-03-10,142,1,132,158,133,163,107,152,20,0,0,0,1,0,0,1
2015-03-17,129,1,142,132,158,133,163,157,28,0,0,0,1,0,0,1
2015-03-24,186,3,129,142,132,158,133,161,26,0,0,0,1,0,0,1
2015-03-31,149,2,186,129,142,132,158,167,38,0,0,0,1,0,0,1
2015-04-07,189,1,149,186,129,142,132,172,22,0,0,0,1,0,0,1
2015-04-14,167,1,189,149,186,129,142,176,7,0,0,0,1,0,0,1
2015-04-21,235,2,167,189,149,186,129,181,24,0,0,0,1,0,0,1
2015-04-28,343,3,235,167,189,149,186,186,56,0,0,0,1,0,0,1
2015-05-05,244,3,343,235,167,189,149,191,75,0,0,0,1,0,0,1
2015-05-12,255,3,244,343,235,167,189,196,29,0,0,0,1,0,0,1
2015-05-19,316,1,255,244,343,235,167,201,42,0,0,0,1,0,0,1
2015-05-26,287,3,316,255,244,343,235,206,68,0,0,0,1,0,0,1
2015-06-02,312,1,287,316,255,244,343,210,52,0,0,0,1,0,0,1
2015-06-09,353,2,312,287,316,255,244,215,14,0,0,0,1,0,0,1
2015-06-16,325,3,353,312,287,316,255,219,32,0,0,0,1,0,0,1
2015-06-23,302,1,325,353,312,287,316,224,50,0,0,0,1,0,0,1
2015-06-30,249,4,302,325,353,312,287,230,14,0,0,0,1,0,0,1
2015-07-07,267,1,249,302,325,353,312,235,3,0,0,0,1,0,0,1
2015-07-14,236,1,267,249,302,325,353,239,-18,0,0,0,1,0,0,1
2015-07-21,206,1,236,267,249,302,325,243,-45,0,0,0,1,0,0,1
2015-07-28,376,2,206,236,267,249,302,249,-2,0,0,0,1,0,0,1
2015-08-04,253,3,376,206,236,267,249,254,28,0,0,0,1,0,0,1
2015-08-11,313,2,253,376,206,236,267,259,9,0,0,0,1,0,0,1
2015-08-18,328,3,313,253,376,206,236,263,16,0,0,0,1,0,0,1
2015-08-25,264,2,328,313,253,376,206,266,12,0,0,0,1,0,0,1
2015-09-01,339,1,264,328,313,253,376,269,-42,0,0,0,1,0,0,1
2015-09-08,234,1,339,264,328,313,253,272,38,0,0,0,1,0,0,1
2015-09-15,287,1,234,339,264,328,313,276,-28,0,0,0,1,0,0,1
2015-09-22,433,2,287,234,339,264,328,280,-20,0,0,0,1,0,0,1
2015-09-29,161,1,433,287,234,339,264,283,16,0,0,0,1,0,0,1
2015-10-06,296,2,161,433,287,234,339,286,-42,0,0,0,1,0,0,1
2015-10-13,290,2,296,161,433,287,234,289,1,0,0,0,1,0,0,1
2015-10-20,286,3,290,296,161,433,287,291,2,0,0,0,1,0,0,1
2015-10-27,291,2,286,290,296,161,433,294,-7,0,0,0,1,0,0,1
2015-11-03,275,3,291,286,290,296,161,296,-10,0,0,0,1,0,0,1
2015-11-10,307,4,275,291,286,290,296,297,-50,0,0,0,1,0,0,1
2015-11-17,236,3,307,275,291,286,290,299,-32,0,0,0,1,0,0,1
2015-11-24,279,3,236,307,275,291,286,300,-79,0,0,0,1,0,0,1
2015-12-01,256,3,279,236,307,275,291,301,-39,0,0,0,1,0,0,1
2015-12-08,232,2,256,279,236,307,275,301,-53,0,0,0,1,0,0,1
2015-12-15,331,4,232,256,279,236,307,300,-51,0,0,0,1,0,0,1
2015-12-22,317,3,331,232,256,279,236,299,5,0,0,0,1,0,0,1
2015-12-29,263,2,317,331,232,256,279,299,-21,0,0,0,1,0,0,1
2016-01-05,182,1,263,317,331,232,256,299,-59,0,0,0,1,0,0,1
2016-01-12,324,3,182,263,317,331,232,300,-119,0,0,0,1,0,0,1
2016-01-19,294,1,324,182,263,317,331,299,-37,0,0,0,1,0,0,1
2016-01-26,325,2,294,324,182,263,317,300,-59,0,0,0,1,0,0,1
2016-02-02,336,3,325,294,324,182,263,301,-47,0,0,0,1,0,0,1
2016-02-09,297,3,336,325,294,324,182,302,31,0,0,0,1,0,0,1
2016-02-16,334,2,297,336,325,294,324,304,37,0,0,0,1,0,0,1
2016-02-23,312,2,334,297,336,325,294,305,35,0,0,0,1,0,0,1
2016-03-01,302,3,312,334,297,336,325,305,35,0,0,0,1,0,0,1
2016-03-08,322,1,302,312,334,297,336,305,20,0,0,0,1,0,0,1
2016-03-15,347,1,322,302,312,334,297,307,28,0,0,0,1,0,0,1
2016-03-22,330,1,347,322,302,312,334,308,26,0,0,0,1,0,0,1
2016-03-29,343,1,330,347,322,302,312,307,38,0,0,0,1,0,0,1
2016-04-05,259,1,343,330,347,322,302,307,22,0,0,0,1,0,0,1
2016-04-12,348,1,259,343,330,347,322,311,7,0,0,0,1,0,0,1
2016-04-19,394,4,348,259,343,330,347,313,24,0,0,0,1,0,0,1
2016-04-26,357,4,394,348,259,343,330,315,56,0,0,0,1,0,0,1
2016-05-03,320,4,357,394,348,259,343,317,75,0,0,0,1,0,0,1
2016-05-10,359,3,320,357,394,348,259,319,29,0,0,0,1,0,0,1
2016-05-17,352,3,359,320,357,394,348,319,42,0,0,0,1,0,0,1
2016-05-24,356,4,352,359,320,357,394,320,68,0,0,0,1,0,0,1
2016-05-31,254,4,356,352,359,320,357,320,52,0,0,0,1,0,0,1
2016-06-07,255,4,254,356,352,359,320,322,14,0,0,0,1,0,0,1
2015-04-14,6,1,4,7,2,3,1,30,1,0,0,0,1,1,0,0
2015-04-21,4,2,6,4,7,2,3,31,3,0,0,0,1,1,0,0
2015-04-28,3,3,4,6,4,7,2,32,7,0,0,0,1,1,0,0
2015-05-05,3,3,3,4,6,4,7,34,12,0,0,0,1,1,0,0
2015-05-12,3,3,3,3,4,6,4,35,5,0,0,0,1,1,0,0
2015-05-19,3,1,3,3,3,4,6,36,-13,0,0,0,1,1,0,0
2015-05-26,7,3,3,3,3,3,4,37,1,0,0,0,1,1,0,0
2015-06-02,1,1,7,3,3,3,3,39,8,0,0,0,1,1,0,0
2015-06-09,5,2,1,7,3,3,3,40,12,0,0,0,1,1,0,0
2015-06-16,20,3,5,1,7,3,3,41,22,0,0,0,1,1,0,0
2015-06-23,29,1,20,5,1,7,3,42,5,0,0,0,1,1,0,0
2015-06-30,27,4,29,20,5,1,7,44,-5,0,0,0,1,1,0,0
2015-07-07,37,1,27,29,20,5,1,45,-11,0,0,0,1,1,0,0
2015-07-14,28,1,37,27,29,20,5,46,-15,0,0,0,1,1,0,0
2015-07-21,15,1,28,37,27,29,20,47,-34,0,0,0,1,1,0,0
2015-07-28,39,2,15,28,37,27,29,49,-19,0,0,0,1,1,0,0
2015-08-04,35,3,39,15,28,37,27,50,-16,0,0,0,1,1,0,0
2015-08-11,28,2,35,39,15,28,37,51,-26,0,0,0,1,1,0,0
2015-08-18,37,3,28,35,39,15,28,53,-14,0,0,0,1,1,0,0
2015-08-25,28,2,37,28,35,39,15,54,-20,0,0,0,1,1,0,0
2015-09-01,39,1,28,37,28,35,39,55,39,0,0,0,1,1,0,0
2015-09-08,30,1,39,28,37,28,35,56,7,0,0,0,1,1,0,0
2015-09-15,28,1,30,39,28,37,28,58,-6,0,0,0,1,1,0,0
2015-09-22,37,2,28,30,39,28,37,59,-34,0,0,0,1,1,0,0
2015-09-29,12,1,37,28,30,39,28,60,-1,0,0,0,1,1,0,0
2015-10-06,56,2,12,37,28,30,39,61,-18,0,0,0,1,1,0,0
2015-10-13,56,2,56,12,37,28,30,56,13,0,0,0,1,1,0,0
2015-10-20,89,3,56,56,12,37,28,58,2,0,0,0,1,1,0,0
2015-10-27,139,2,89,56,56,12,37,60,26,0,0,0,1,1,0,0
2015-11-03,136,3,139,89,56,56,12,62,54,0,0,0,1,1,0,0
2015-11-10,130,4,136,139,89,56,56,65,35,0,0,0,1,1,0,0
2015-11-17,124,3,130,136,139,89,56,67,15,0,0,0,1,1,0,0
2015-11-24,105,3,124,130,136,139,89,69,21,0,0,0,1,1,0,0
2015-12-01,103,3,105,124,130,136,139,71,-1,0,0,0,1,1,0,0
2015-12-08,116,2,103,105,124,130,136,74,-14,0,0,0,1,1,0,0
2015-12-15,109,4,116,103,105,124,130,77,-7,0,0,0,1,1,0,0
2015-12-22,89,3,109,116,103,105,124,79,-13,0,0,0,1,1,0,0
2015-12-29,85,2,89,109,116,103,105,80,11,0,0,0,1,1,0,0
2016-01-05,32,1,85,89,109,116,103,81,20,0,0,0,1,1,0,0
2016-01-12,91,3,32,85,89,109,116,82,-41,0,0,0,1,1,0,0
2016-01-19,65,1,91,32,85,89,109,83,17,0,0,0,1,1,0,0
2016-01-26,43,2,65,91,32,85,89,84,-10,0,0,0,1,1,0,0
2016-02-02,65,3,43,65,91,32,85,85,-33,0,0,0,1,1,0,0
2016-02-09,63,3,65,43,65,91,32,85,-11,0,0,0,1,1,0,0
2016-02-16,85,2,63,65,43,65,91,86,-14,0,0,0,1,1,0,0
2016-02-23,81,2,85,63,65,43,65,87,7,0,0,0,1,1,0,0
2016-03-01,67,3,81,85,63,65,43,89,1,0,0,0,1,1,0,0
2016-03-08,73,1,67,81,85,63,65,92,-16,0,0,0,1,1,0,0
2016-03-15,84,1,73,67,81,85,63,94,-12,0,0,0,1,1,0,0
2016-03-22,109,1,84,73,67,81,85,95,-2,0,0,0,1,1,0,0
2016-03-29,130,1,109,84,73,67,81,96,22,0,0,0,1,1,0,0
2016-04-05,110,1,130,109,84,73,67,98,41,0,0,0,1,1,0,0
2016-04-12,114,1,110,130,109,84,73,100,1,0,0,0,1,1,0,0
2016-04-19,127,4,114,110,130,109,84,102,3,0,0,0,1,1,0,0
2016-04-26,139,4,127,114,110,130,109,103,7,0,0,0,1,1,0,0
2016-05-03,127,4,139,127,114,110,130,103,12,0,0,0,1,1,0,0
2016-05-10,92,3,127,139,127,114,110,103,5,0,0,0,1,1,0,0
2016-05-17,119,3,92,127,139,127,114,102,-13,0,0,0,1,1,0,0
2016-05-24,131,4,119,92,127,139,127,102,1,0,0,0,1,1,0,0
2016-05-31,145,4,131,119,92,127,139,101,8,0,0,0,1,1,0,0
2016-06-07,161,4,145,131,119,92,127,101,12,0,0,0,1,1,0,0
2016-06-14,113,4,161,145,131,119,92,100,22,0,0,0,1,1,0,0
2016-06-21,85,4,113,161,145,131,119,99,5,0,0,0,1,1,0,0
2016-06-28,78,4,85,113,161,145,131,99,-5,0,0,0,1,1,0,0
2016-07-05,72,4,78,85,113,161,145,100,-11,0,0,0,1,1,0,0
2016-07-12,47,4,72,78,85,113,161,112,-15,0,0,0,1,1,0,0
2016-07-19,91,4,47,72,78,85,113,113,-34,0,0,0,1,1,0,0
2016-07-26,77,4,91,47,72,78,85,115,-19,0,0,0,1,1,0,0
2016-08-02,63,4,77,91,47,72,78,116,-16,0,0,0,1,1,0,0
2016-08-09,96,4,63,77,91,47,72,117,-26,0,0,0,1,1,0,0
2016-08-16,78,4,96,63,77,91,47,118,-14,0,0,0,1,1,0,0
2016-08-23,207,4,78,96,63,77,91,120,-20,0,0,0,1,1,0,0
2016-08-30,135,4,207,78,96,63,77,121,39,0,0,0,1,1,0,0
2014-02-11,75,2,97,82,105,51,32,72,23,0,0,0,1,0,1,0
2014-02-18,111,3,75,97,82,105,51,73,-10,0,0,0,1,0,1,0
2014-02-25,86,1,111,75,97,82,105,74,-22,0,0,0,1,0,1,0
2014-03-04,79,2,86,111,75,97,82,75,-14,0,0,0,1,0,1,0
2014-03-11,84,3,79,86,111,75,97,76,10,0,0,0,1,0,1,0
2014-03-18,82,2,84,79,86,111,75,77,-16,0,0,0,1,0,1,0
2014-03-25,83,4,82,84,79,86,111,78,0,0,0,0,1,0,1,0
2014-04-01,97,2,83,82,84,79,86,79,17,0,0,0,1,0,1,0
2014-04-08,59,4,97,83,82,84,79,79,33,0,0,0,1,0,1,0
2014-04-15,94,4,59,97,83,82,84,80,-3,0,0,0,1,0,1,0
2014-04-22,92,2,94,59,97,83,82,81,9,0,0,0,1,0,1,0
2014-04-29,74,3,92,94,59,97,83,82,5,0,0,0,1,0,1,0
2014-05-06,58,3,74,92,94,59,97,83,12,0,0,0,1,0,1,0
2014-05-13,68,3,58,74,92,94,59,84,-20,0,0,0,1,0,1,0
2014-05-20,100,3,68,58,74,92,94,85,-14,0,0,0,1,0,1,0
2014-05-27,87,1,100,68,58,74,92,86,-8,0,0,0,1,0,1,0
2014-06-03,104,2,87,100,68,58,74,87,-11,0,0,0,1,0,1,0
2014-06-10,95,2,104,87,100,68,58,88,26,0,0,0,1,0,1,0
2014-06-17,74,3,95,104,87,100,68,89,-5,0,0,0,1,0,1,0
2014-06-24,101,1,74,95,104,87,100,90,0,0,0,0,1,0,1,0
2014-07-01,112,2,101,74,95,104,87,91,-15,0,0,0,1,0,1,0
2014-07-08,88,1,112,101,74,95,104,92,-7,0,0,0,1,0,1,0
2014-07-15,80,2,88,112,101,74,95,93,-28,0,0,0,1,0,1,0
2014-07-22,65,3,80,88,112,101,74,93,-59,0,0,0,1,0,1,0
2014-07-29,53,2,65,80,88,112,101,94,-38,0,0,0,1,0,1,0
2014-08-05,75,3,53,65,80,88,112,95,8,0,0,0,1,0,1,0
2014-08-12,91,1,75,53,65,80,88,94,27,0,0,0,1,0,1,0
2014-08-19,92,4,91,75,53,65,80,96,-28,0,0,0,1,0,1,0
2014-08-26,97,2,92,91,75,53,65,96,-17,0,0,0,1,0,1,0
2014-09-02,97,1,97,92,91,75,53,97,11,0,0,0,1,0,1,0
2014-09-09,107,2,97,97,92,91,75,98,4,0,0,0,1,0,1,0
2014-09-16,84,2,107,97,97,92,91,100,-2,0,0,0,1,0,1,0
2014-09-23,73,1,84,107,97,97,92,102,-21,0,0,0,1,0,1,0
2014-09-30,85,1,73,84,107,97,97,104,-30,0,0,0,1,0,1,0
2014-10-07,37,3,85,73,84,107,97,105,-17,0,0,0,1,0,1,0
2014-10-14,77,1,37,85,73,84,107,107,-17,0,0,0,1,0,1,0
2014-10-21,100,2,77,37,85,73,84,108,-19,0,0,0,1,0,1,0
2014-10-28,80,1,100,77,37,85,73,109,25,0,0,0,1,0,1,0
2014-11-04,101,1,80,100,77,37,85,110,27,0,0,0,1,0,1,0
2014-11-11,122,2,101,80,100,77,37,111,-25,0,0,0,1,0,1,0
2014-11-18,151,3,122,101,80,100,77,112,12,0,0,0,1,0,1,0
2014-11-25,124,1,151,122,101,80,100,113,-1,0,0,0,1,0,1,0
2014-12-02,104,3,124,151,122,101,80,113,18,0,0,0,1,0,1,0
2014-12-09,101,1,104,124,151,122,101,114,7,0,0,0,1,0,1,0
2014-12-16,141,2,101,104,124,151,122,114,-2,0,0,0,1,0,1,0
2014-12-23,114,2,141,101,104,124,151,115,28,0,0,0,1,0,1,0
2014-12-30,134,4,114,141,101,104,124,116,30,0,0,0,1,0,1,0
2015-01-06,82,2,134,114,141,101,104,116,38,0,0,0,1,0,1,0
2015-01-13,102,1,82,134,114,141,101,117,-9,0,0,0,1,0,1,0
2015-01-20,118,1,102,82,134,114,141,117,10,0,0,0,1,0,1,0
2015-01-27,167,1,118,102,82,134,114,117,13,0,0,0,1,0,1,0
2015-02-03,177,2,167,118,102,82,134,118,65,0,0,0,1,0,1,0
2015-02-10,145,3,177,167,118,102,82,120,23,0,0,0,1,0,1,0
2015-02-17,98,1,145,177,167,118,102,121,-10,0,0,0,1,0,1,0
2015-02-24,164,2,98,145,177,167,118,121,-22,0,0,0,1,0,1,0
2015-03-03,177,2,164,98,145,177,167,122,-14,0,0,0,1,0,1,0
2015-03-10,162,1,177,164,98,145,177,123,10,0,0,0,1,0,1,0
2015-03-17,186,1,162,177,164,98,145,123,-16,0,0,0,1,0,1,0
2015-03-24,165,3,186,162,177,164,98,124,0,0,0,0,1,0,1,0
2015-03-31,176,2,165,186,162,177,164,125,17,0,0,0,1,0,1,0
2015-04-07,165,1,176,165,186,162,177,126,33,0,0,0,1,0,1,0
2015-04-14,130,1,165,176,165,186,162,126,-3,0,0,0,1,0,1,0
2015-04-21,137,2,130,165,176,165,186,127,9,0,0,0,1,0,1,0
2015-04-28,143,3,137,130,165,176,165,129,5,0,0,0,1,0,1,0
2015-05-05,110,3,143,137,130,165,176,131,12,0,0,0,1,0,1,0
2015-05-12,111,3,110,143,137,130,165,133,-20,0,0,0,1,0,1,0
2015-05-19,111,1,111,110,143,137,130,134,-14,0,0,0,1,0,1,0
2015-05-26,123,3,111,111,110,143,137,135,-8,0,0,0,1,0,1,0
2015-06-02,122,1,123,111,111,110,143,135,-11,0,0,0,1,0,1,0
2015-06-09,127,2,122,123,111,111,110,136,26,0,0,0,1,0,1,0
2015-06-16,128,3,127,122,123,111,111,137,-5,0,0,0,1,0,1,0
2015-06-23,114,1,128,127,122,123,111,138,0,0,0,0,1,0,1,0
2015-06-30,134,4,114,128,127,122,123,140,-15,0,0,0,1,0,1,0
2015-07-07,114,1,134,114,128,127,122,141,-7,0,0,0,1,0,1,0
2015-07-14,66,1,114,134,114,128,127,143,-28,0,0,0,1,0,1,0
2015-07-21,76,1,66,114,134,114,128,144,-59,0,0,0,1,0,1,0
2015-07-28,164,2,76,66,114,134,114,145,-38,0,0,0,1,0,1,0
2015-08-04,174,3,164,76,66,114,134,146,8,0,0,0,1,0,1,0
2015-08-11,105,2,174,164,76,66,114,146,27,0,0,0,1,0,1,0
2015-08-18,114,3,105,174,164,76,66,145,-28,0,0,0,1,0,1,0
2015-08-25,134,2,114,105,174,164,76,144,-17,0,0,0,1,0,1,0
2015-09-01,151,1,134,114,105,174,164,142,11,0,0,0,1,0,1,0
2015-09-08,131,1,151,134,114,105,174,140,4,0,0,0,1,0,1,0
2015-09-15,149,1,131,151,134,114,105,138,-2,0,0,0,1,0,1,0
2015-09-22,120,2,149,131,151,134,114,136,-21,0,0,0,1,0,1,0
2015-09-29,51,1,120,149,131,151,134,134,-30,0,0,0,1,0,1,0
2015-10-06,132,2,51,120,149,131,151,134,-17,0,0,0,1,0,1,0
2015-10-13,104,2,132,51,120,149,131,133,-17,0,0,0,1,0,1,0
2015-10-20,226,3,104,132,51,120,149,133,-19,0,0,0,1,0,1,0
2015-10-27,209,2,226,104,132,51,120,133,25,0,0,0,1,0,1,0
2015-11-03,159,3,209,226,104,132,51,133,27,0,0,0,1,0,1,0
2015-11-10,188,4,159,209,226,104,132,133,-25,0,0,0,1,0,1,0
2015-11-17,140,3,188,159,209,226,104,133,12,0,0,0,1,0,1,0
2015-11-24,196,3,140,188,159,209,226,134,-1,0,0,0,1,0,1,0
2015-12-01,143,3,196,140,188,159,209,133,18,0,0,0,1,0,1,0
2015-12-08,161,2,143,196,140,188,159,134,7,0,0,0,1,0,1,0
2015-12-15,186,4,161,143,196,140,188,134,-2,0,0,0,1,0,1,0
2015-12-22,204,3,186,161,143,196,140,134,28,0,0,0,1,0,1,0
2015-12-29,237,2,204,186,161,143,196,134,30,0,0,0,1,0,1,0
2016-01-05,150,1,237,204,186,161,143,133,38,0,0,0,1,0,1,0
2016-01-12,166,3,150,237,204,186,161,133,-9,0,0,0,1,0,1,0
2016-01-19,156,1,166,150,237,204,186,132,10,0,0,0,1,0,1,0
2016-01-26,213,2,156,166,150,237,204,132,13,0,0,0,1,0,1,0
2016-02-02,119,3,213,156,166,150,237,132,65,0,0,0,1,0,1,0
2016-02-09,75,3,119,213,156,166,150,132,23,0,0,0,1,0,1,0
2016-02-16,53,2,75,119,213,156,166,132,-10,0,0,0,1,0,1,0
2016-02-23,38,2,53,75,119,213,156,132,-22,0,0,0,1,0,1,0
2016-03-01,105,3,38,53,75,119,213,132,-14,0,0,0,1,0,1,0
2016-03-08,37,1,105,38,53,75,119,132,10,0,0,0,1,0,1,0
2016-03-15,66,1,37,105,38,53,75,132,-16,0,0,0,1,0,1,0
2016-03-22,136,1,66,37,105,38,53,130,0,0,0,0,1,0,1,0
2016-03-29,160,1,136,66,37,105,38,129,17,0,0,0,1,0,1,0
2016-04-05,105,1,160,136,66,37,105,130,33,0,0,0,1,0,1,0
2016-04-12,143,1,105,160,136,66,37,131,-3,0,0,0,1,0,1,0
2016-04-19,127,4,143,105,160,136,66,131,9,0,0,0,1,0,1,0
