demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
4,1,166.10572139187138,1.0,5.0,5.0,14.0,5.0,43.105769230769226,-19.624464284150623
8,3,424.21587223399627,4.0,1.0,5.0,5.0,14.0,44.71153846153847,-13.847479009187676
12,1,521.205637585472,8.0,4.0,1.0,5.0,5.0,46.22115384615386,-14.807673221404213
6,2,153.58090466533105,12.0,8.0,4.0,1.0,5.0,47.93269230769232,-17.049918715672042
111,3,255.08887156713573,6.0,12.0,8.0,4.0,1.0,49.451923076923094,-12.074215491991145
86,1,289.82086896348864,111.0,6.0,12.0,8.0,4.0,50.95192307692307,18.789308244510273
88,4,366.22390840471627,86.0,111.0,6.0,12.0,8.0,52.55769230769232,3.774626852806552
89,1,395.0797204133365,88.0,86.0,111.0,6.0,12.0,54.144230769230774,8.163791614948988
81,1,256.33725884144656,89.0,88.0,86.0,111.0,6.0,55.471153846153854,-0.6613619783628613
39,1,170.05455882654155,81.0,89.0,88.0,86.0,111.0,57.06730769230769,-13.423979314568305
118,2,167.40125553286424,39.0,81.0,89.0,88.0,86.0,58.92307692307693,-2.6064684456455467
100,3,235.92941842583141,118.0,39.0,81.0,89.0,88.0,60.01923076923079,16.797580884815673
94,2,346.22682005880586,100.0,118.0,39.0,81.0,89.0,60.85576923076924,0.5097621232818108
79,3,250.10940562030984,94.0,100.0,118.0,39.0,81.0,62.086538461538474,-12.077917410963506
81,2,184.16361515872,79.0,94.0,100.0,118.0,39.0,63.67307692307693,-3.4668789964908715
69,1,158.09857216652804,81.0,79.0,94.0,100.0,118.0,65.03846153846155,-6.432763658941318
81,1,159.48634255670626,69.0,81.0,79.0,94.0,100.0,66.08653846153847,-8.00121242395586
80,1,109.51373860244844,81.0,69.0,81.0,79.0,94.0,67.41346153846153,-6.04081503512425
97,2,113.74050490935385,80.0,81.0,69.0,81.0,79.0,68.59615384615384,-12.30477662065162
36,1,111.98832726397829,97.0,80.0,81.0,69.0,81.0,69.55769230769229,5.886389998949222
89,2,179.33014961084587,36.0,97.0,80.0,81.0,69.0,70.4903846153846,-22.303853637860197
110,2,160.8471932462714,89.0,36.0,97.0,80.0,81.0,71.32692307692307,3.813595033022692
109,3,163.4515018239031,110.0,89.0,36.0,97.0,80.0,72.41346153846153,14.87335139621327
117,2,168.615227660215,109.0,110.0,89.0,36.0,97.0,73.54807692307692,20.282466733762824
124,3,291.1016957598875,117.0,109.0,110.0,89.0,36.0,74.60576923076921,18.050556430286747
111,4,285.3556267215885,124.0,117.0,109.0,110.0,89.0,75.83653846153847,21.107107665272192
90,3,326.24725053629464,111.0,124.0,117.0,109.0,110.0,77.16346153846153,17.807889669488418
103,3,240.7493585719894,90.0,111.0,124.0,117.0,109.0,78.58653846153845,20.48303064806361
92,3,192.87500703128867,103.0,90.0,111.0,124.0,117.0,80.01923076923076,22.48829983176702
91,2,279.0021568963129,92.0,103.0,90.0,111.0,124.0,81.24999999999999,1.8781844000858052
94,4,252.95216505675717,91.0,92.0,103.0,90.0,111.0,82.64423076923076,-0.10693103159541197
89,3,312.95432888928326,94.0,91.0,92.0,103.0,90.0,83.2403846153846,15.520133023902867
96,2,260.96747248340944,89.0,94.0,91.0,92.0,103.0,82.90384615384616,11.176043233247292
62,1,224.60387261386262,96.0,89.0,94.0,91.0,92.0,82.82692307692307,79.4761842118225
111,3,272.53554929695355,62.0,96.0,89.0,94.0,91.0,82.60576923076924,-20.77936805094929
84,1,314.76692150716383,111.0,62.0,96.0,89.0,94.0,81.98076923076924,-0.23609882018006798
56,2,261.72855514677786,84.0,111.0,62.0,96.0,89.0,82.27884615384616,-13.389944974026214
57,3,573.9611911012443,56.0,84.0,111.0,62.0,96.0,82.75961538461537,-17.293791127872367
85,3,341.07581848222117,57.0,56.0,84.0,111.0,62.0,82.34615384615383,-7.777899159272933
94,2,267.3044494316712,85.0,57.0,56.0,84.0,111.0,81.75961538461539,4.8035732951771895
64,2,361.3467327149136,94.0,85.0,57.0,56.0,84.0,81.45192307692307,1.3754303650119404
78,3,337.9712768425143,64.0,94.0,85.0,57.0,56.0,81.53846153846155,-0.7898920523328109
96,1,329.79149330207736,78.0,64.0,94.0,85.0,57.0,81.83653846153847,1.3011957867327022
64,1,195.8279900957951,96.0,78.0,64.0,94.0,85.0,82.19230769230771,5.369847728362322
59,1,384.22284560928114,64.0,96.0,78.0,64.0,94.0,82.09615384615384,1.9384996699919324
57,1,345.47184813590286,59.0,64.0,96.0,78.0,64.0,81.94230769230771,-12.816566337096393
61,1,448.5169734055944,57.0,59.0,64.0,96.0,78.0,82.54807692307693,-10.741504139056527
72,1,217.9044497232859,61.0,57.0,59.0,64.0,96.0,83.44230769230771,-12.124775274349986
65,4,314.6206340298981,72.0,61.0,57.0,59.0,64.0,83.91346153846155,-12.568943845540886
64,4,308.9577462080223,65.0,72.0,61.0,57.0,59.0,84.41346153846155,-10.38811241673178
74,4,289.07492072540987,64.0,65.0,72.0,61.0,57.0,84.875,-17.540614321256008
70,3,348.24398694294007,74.0,64.0,65.0,72.0,61.0,85.19230769230771,-14.388629046293065
83,3,264.59467390634916,70.0,74.0,64.0,65.0,72.0,85.69230769230771,-19.624464284150623
78,4,321.2955316157468,83.0,70.0,74.0,64.0,65.0,86.67307692307693,-13.847479009187676
70,4,195.23944951432773,78.0,83.0,70.0,74.0,64.0,87.96153846153847,-14.807673221404213
93,4,328.10393951807947,70.0,78.0,83.0,70.0,74.0,88.8942307692308,-17.049918715672042
86,4,338.76437156629817,93.0,70.0,78.0,83.0,70.0,89.36538461538464,-12.074215491991145
76,4,277.4739780266264,86.0,93.0,70.0,78.0,83.0,90.19230769230772,18.789308244510273
90,4,212.83331656493192,76.0,86.0,93.0,70.0,78.0,91.54807692307695,3.774626852806552
64,4,262.7702987481591,90.0,76.0,86.0,93.0,70.0,94.71153846153851,8.163791614948988
41,4,224.11951389030293,64.0,90.0,76.0,86.0,93.0,93.77757045097827,-0.6613619783628613
110,4,221.61372138524345,41.0,64.0,90.0,76.0,86.0,94.38676289986807,-13.423979314568305
97,4,208.5502390934947,110.0,41.0,64.0,90.0,76.0,94.99595534875786,-2.6064684456455467
78,4,218.1098352535269,97.0,110.0,41.0,64.0,90.0,95.60514779764765,16.797580884815673
55,4,217.88368021716698,78.0,97.0,110.0,41.0,64.0,96.21434024653743,0.5097621232818108
86,4,234.58807799522208,55.0,78.0,97.0,110.0,41.0,96.82353269542723,-12.077917410963506
83,4,384.43834261652916,86.0,55.0,78.0,97.0,110.0,97.43272514431706,-3.4668789964908715
98,4,190.3855949728634,83.0,86.0,55.0,78.0,97.0,98.04191759320685,-6.432763658941318
89,4,198.59322042197448,98.0,83.0,86.0,55.0,78.0,98.65111004209663,-8.00121242395586
62,4,191.15147551030282,89.0,98.0,83.0,86.0,55.0,99.26030249098642,-6.04081503512425
99,4,309.67532553171526,62.0,89.0,98.0,83.0,86.0,99.86949493987622,-12.30477662065162
97,4,330.978505754656,99.0,62.0,89.0,98.0,83.0,100.478687388766,5.886389998949222
121,4,206.3915172718752,97.0,99.0,62.0,89.0,98.0,101.08787983765579,-22.303853637860197
127,4,204.11149601297438,121.0,97.0,99.0,62.0,89.0,101.6970722865456,3.813595033022692
144,4,192.49537575924742,127.0,121.0,97.0,99.0,62.0,102.3062647354354,14.87335139621327
130,3,214.1571776622539,144.0,127.0,121.0,97.0,99.0,102.9154571843252,20.282466733762824
144,3,191.9029872474057,130.0,144.0,127.0,121.0,97.0,103.52464963321499,18.050556430286747
143,4,255.05908044557157,144.0,130.0,144.0,127.0,121.0,104.13384208210478,21.107107665272192
160,4,195.82804893534302,143.0,144.0,130.0,144.0,127.0,104.74303453099456,17.807889669488418
167,4,196.2342392420316,160.0,143.0,144.0,130.0,144.0,105.35222697988436,20.48303064806361
125,4,193.42508526477852,167.0,160.0,143.0,144.0,130.0,105.96141942877415,22.48829983176702
107,4,211.41133222677692,125.0,167.0,160.0,143.0,144.0,106.57061187766395,1.8781844000858052
164,4,220.8052436386959,107.0,125.0,167.0,160.0,143.0,107.17980432655376,-0.10693103159541197
160,1,205.84777209139344,164.0,107.0,125.0,167.0,160.0,107.78899677544355,15.520133023902867
354,3,166.34208095923196,160.0,164.0,107.0,125.0,167.0,108.39818922433335,11.176043233247292
170,2,202.69176400416455,354.0,160.0,164.0,107.0,125.0,109.00738167322314,79.4761842118225
