demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
45,1,284.6151630807675,45.0,48.0,40.0,46.0,41.0,60.028846153846146,-23.07170886036114
53,4,366.3959753678413,45.0,45.0,48.0,40.0,46.0,60.69230769230769,-20.156870920049368
54,1,398.784088038704,53.0,45.0,45.0,48.0,40.0,61.44230769230769,-14.87664836435298
44,1,255.43835894038497,54.0,53.0,45.0,45.0,48.0,62.23076923076921,-16.984433900695485
35,1,164.44523865453291,44.0,54.0,53.0,45.0,45.0,63.019230769230774,-25.631986231329645
68,2,165.34012215829915,35.0,44.0,54.0,53.0,45.0,63.52884615384616,-22.51992317734843
69,3,226.20350221911065,68.0,35.0,44.0,54.0,53.0,63.64423076923079,-13.276449866956954
39,2,338.1664309546827,69.0,68.0,35.0,44.0,54.0,63.55769230769232,-14.605866475064984
53,3,241.9945633346221,39.0,69.0,68.0,35.0,44.0,63.45192307692307,-21.626590079344243
59,2,166.71196639574237,53.0,39.0,69.0,68.0,35.0,63.15384615384616,-18.602441888751727
57,1,155.89001013322988,59.0,53.0,39.0,69.0,68.0,62.65384615384616,-7.190473185338679
60,1,150.36836691986392,57.0,59.0,53.0,39.0,69.0,62.02884615384617,-8.707991661412821
73,1,119.73695048369845,60.0,57.0,59.0,53.0,39.0,61.153846153846146,0.9796180676412418
64,2,117.56951795130188,73.0,60.0,57.0,59.0,53.0,60.12500000000001,-3.3263619468944383
31,1,119.9405160641516,64.0,73.0,60.0,57.0,59.0,59.48076923076924,9.10483752574937
85,2,166.95558448410063,31.0,64.0,73.0,60.0,57.0,59.10576923076924,-6.8165271041709286
60,2,153.81295664374167,85.0,31.0,64.0,73.0,60.0,58.51923076923079,-0.11609686229635095
73,3,148.7848177555266,60.0,85.0,31.0,64.0,73.0,57.836538461538474,9.225359020603863
62,2,156.9651965226074,73.0,60.0,85.0,31.0,64.0,57.40384615384616,14.666173877863054
78,3,282.84526519091037,62.0,73.0,60.0,85.0,31.0,57.259615384615394,5.965963094096612
78,4,274.86205506012084,78.0,62.0,73.0,60.0,85.0,57.28846153846154,10.45485487443273
76,3,319.4314017725323,78.0,78.0,62.0,73.0,60.0,57.47115384615386,19.616823577845768
69,3,233.7686641936492,76.0,78.0,78.0,62.0,73.0,57.68269230769232,11.256356383822913
87,3,177.95138626393563,69.0,76.0,78.0,78.0,62.0,57.605769230769226,11.046530215441077
91,2,263.5010994303953,87.0,69.0,76.0,78.0,78.0,57.32692307692307,17.884780970136163
79,4,235.7568737112083,91.0,87.0,69.0,76.0,78.0,56.96153846153847,21.082006083805613
107,3,287.8915796600832,79.0,91.0,87.0,69.0,76.0,56.47115384615384,22.891410684654552
91,2,245.01578608483214,107.0,79.0,91.0,87.0,69.0,55.99038461538462,45.00209733678554
82,1,206.63900622114681,91.0,107.0,79.0,91.0,87.0,55.44230769230769,25.833937835070376
76,3,261.3550678200407,82.0,91.0,107.0,79.0,91.0,54.74999999999999,3.3794591110140835
72,1,287.03585469537586,76.0,82.0,91.0,107.0,79.0,54.05769230769231,6.490036034091004
57,2,235.13062609889855,72.0,76.0,82.0,91.0,107.0,53.62499999999999,8.04292064947562
66,3,552.1806749254147,57.0,72.0,76.0,82.0,91.0,53.23076923076921,7.893882187937157
38,3,329.1364949280054,66.0,57.0,72.0,76.0,82.0,52.49038461538462,12.309190786535687
28,2,250.36485208349444,38.0,66.0,57.0,72.0,76.0,51.82692307692307,-8.497125119306387
26,2,345.0780772957265,28.0,38.0,66.0,57.0,72.0,51.32692307692307,-14.630364102071535
21,3,328.67799948553056,26.0,28.0,38.0,66.0,57.0,50.91346153846154,-8.209115905349508
18,1,314.8217189645772,21.0,26.0,28.0,38.0,66.0,50.59615384615386,-10.464149759909537
33,1,187.83679965065738,18.0,21.0,26.0,28.0,38.0,50.17307692307693,13.415431770145831
46,1,391.95256049918856,33.0,18.0,21.0,26.0,28.0,49.5673076923077,7.307833813021704
51,1,350.38261901263513,46.0,33.0,18.0,21.0,26.0,49.230769230769226,0.3893384200001484
45,1,440.6501573233557,51.0,46.0,33.0,18.0,21.0,49.471153846153854,13.454817385952945
32,1,203.54175381900436,45.0,51.0,46.0,33.0,18.0,49.403846153846146,1.4337578903672834
46,4,298.41944566876236,32.0,45.0,51.0,46.0,33.0,49.240384615384606,-5.648199041115816
65,4,286.86605323058114,46.0,32.0,45.0,51.0,46.0,49.28846153846153,3.3852286427856995
65,4,269.4393617719913,65.0,46.0,32.0,45.0,51.0,49.30769230769231,2.0532717113026018
69,3,337.28538930397275,65.0,65.0,46.0,32.0,45.0,49.04807692307693,0.8206737541784768
48,3,246.00093016376846,69.0,65.0,65.0,46.0,32.0,48.644230769230774,0.9983322073107636
31,4,304.03056532028864,48.0,69.0,65.0,65.0,46.0,48.40384615384616,-2.570804211351824
26,4,186.44626581374862,31.0,48.0,69.0,65.0,65.0,48.23076923076924,-11.848273963347745
24,4,299.4909135289364,26.0,31.0,48.0,69.0,65.0,48.09615384615386,-13.196256535856485
18,4,311.05292367801707,24.0,26.0,31.0,48.0,69.0,47.68269230769232,-13.810264749390864
22,4,250.21719197175858,18.0,24.0,26.0,31.0,48.0,47.42307692307693,-23.07170886036114
19,4,190.6607217977681,22.0,18.0,24.0,26.0,31.0,47.509615384615394,-20.156870920049368
16,4,248.1869542884468,19.0,22.0,18.0,24.0,26.0,47.41346153846154,-14.87664836435298
10,4,203.85807397795867,16.0,19.0,22.0,18.0,24.0,45.44287042996285,-16.984433900695485
24,4,203.1415835957333,10.0,16.0,19.0,22.0,18.0,45.09157970433911,-25.631986231329645
38,4,188.1946382345801,24.0,10.0,16.0,19.0,22.0,44.74028897871537,-22.51992317734843
22,4,198.84217082760918,38.0,24.0,10.0,16.0,19.0,44.38899825309165,-13.276449866956954
17,4,195.35900217049183,22.0,38.0,24.0,10.0,16.0,44.037707527467916,-14.605866475064984
23,4,206.70080320383812,17.0,22.0,38.0,24.0,10.0,43.68641680184419,-21.626590079344243
46,4,366.03849416869264,23.0,17.0,22.0,38.0,24.0,43.33512607622046,-18.602441888751727
37,4,175.79121628399915,46.0,23.0,17.0,22.0,38.0,42.98383535059672,-7.190473185338679
36,4,176.49892546568225,37.0,46.0,23.0,17.0,22.0,42.632544624972994,-8.707991661412821
34,4,179.12926643453048,36.0,37.0,46.0,23.0,17.0,42.281253899349274,0.9796180676412418
68,4,289.3895129962328,34.0,36.0,37.0,46.0,23.0,41.92996317372553,-3.3263619468944383
52,4,307.54904020174666,68.0,34.0,36.0,37.0,46.0,41.57867244810181,9.10483752574937
57,4,185.25333005055265,52.0,68.0,34.0,36.0,37.0,41.22738172247807,-6.8165271041709286
71,4,186.942618383218,57.0,52.0,68.0,34.0,36.0,40.876090996854344,-0.11609686229635095
67,4,176.60183126047497,71.0,57.0,52.0,68.0,34.0,40.52480027123061,9.225359020603863
70,3,186.56891136829518,67.0,71.0,57.0,52.0,68.0,40.17350954560688,14.666173877863054
43,3,174.81304200561692,70.0,67.0,71.0,57.0,52.0,39.82221881998315,5.965963094096612
71,4,237.25247938910383,43.0,70.0,67.0,71.0,57.0,39.470928094359415,10.45485487443273
58,4,173.01701033691631,71.0,43.0,70.0,67.0,71.0,39.11963736873568,19.616823577845768
69,4,173.6872849994055,58.0,71.0,43.0,70.0,67.0,38.768346643111954,11.256356383822913
73,4,172.73441365359787,69.0,58.0,71.0,43.0,70.0,38.41705591748822,11.046530215441077
62,4,190.5660568249821,73.0,69.0,58.0,71.0,43.0,38.06576519186449,17.884780970136163
81,4,196.6425361804014,62.0,73.0,69.0,58.0,71.0,37.71447446624076,21.082006083805613
114,1,198.64353819461132,81.0,62.0,73.0,69.0,58.0,37.36318374061703,22.891410684654552
74,3,163.31881767666232,114.0,81.0,62.0,73.0,69.0,37.0118930149933,45.00209733678554
54,2,194.8470083057963,74.0,114.0,81.0,62.0,73.0,36.66060228936957,25.833937835070376
