demand,civilians_rank,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
22,2,186.43526517277485,39.0,34.0,48.0,28.0,21.0,24.177151127281324,12.309190786535687
15,3,181.55742689909763,22.0,39.0,34.0,48.0,28.0,24.682637306346003,-8.497125119306387
27,1,263.392347974706,15.0,22.0,39.0,34.0,48.0,25.18812348541068,-14.630364102071535
30,2,277.10359385370367,27.0,15.0,22.0,39.0,34.0,25.69360966447536,-8.209115905349508
83,3,248.01479352285432,30.0,27.0,15.0,22.0,39.0,26.19909584354005,-10.464149759909537
44,2,157.92623268711583,83.0,30.0,27.0,15.0,22.0,26.70458202260473,13.415431770145831
29,4,257.817279482238,44.0,83.0,30.0,27.0,15.0,27.210068201669408,7.307833813021704
56,2,329.26301704747834,29.0,44.0,83.0,30.0,27.0,27.71555438073409,0.3893384200001484
14,4,285.5165397063073,56.0,29.0,44.0,83.0,30.0,28.22104055979877,13.454817385952945
29,4,156.34774483563137,14.0,56.0,29.0,44.0,83.0,28.72652673886345,1.4337578903672834
46,2,211.09091637462063,29.0,14.0,56.0,29.0,44.0,29.232012917928127,-5.648199041115816
18,3,144.512714366764,46.0,29.0,14.0,56.0,29.0,29.737499096992806,3.3852286427856995
20,3,180.22726773569332,18.0,46.0,29.0,14.0,56.0,30.242985276057485,2.0532717113026018
24,3,230.27464388098664,20.0,18.0,46.0,29.0,14.0,30.74847145512217,0.8206737541784768
48,3,169.8745938593517,24.0,20.0,18.0,46.0,29.0,31.25395763418685,0.9983322073107636
33,1,176.8631885734666,48.0,24.0,20.0,18.0,46.0,31.759443813251533,-2.570804211351824
41,2,232.11952042456716,33.0,48.0,24.0,20.0,18.0,32.26492999231622,-11.848273963347745
34,2,398.12420355153574,41.0,33.0,48.0,24.0,20.0,32.770416171380894,-13.196256535856485
16,3,208.4436685556848,34.0,41.0,33.0,48.0,24.0,33.275902350445584,-13.810264749390864
22,1,151.89446655709568,16.0,34.0,41.0,33.0,48.0,33.78138852951027,-23.07170886036114
34,2,162.8816983486657,22.0,16.0,34.0,41.0,33.0,34.28687470857494,-20.156870920049368
29,1,141.9443609098556,34.0,22.0,16.0,34.0,41.0,34.792360887639624,-14.87664836435298
20,2,140.420895478268,29.0,34.0,22.0,16.0,34.0,35.297847066704314,-16.984433900695485
25,3,147.52670643127001,20.0,29.0,34.0,22.0,16.0,35.80333324576899,-25.631986231329645
6,2,294.0767818932507,25.0,20.0,29.0,34.0,22.0,36.30881942483367,-22.51992317734843
17,3,140.30938835006742,6.0,25.0,20.0,29.0,34.0,36.814305603898354,-13.276449866956954
31,1,147.72537301503448,17.0,6.0,25.0,20.0,29.0,37.24038461538462,-14.605866475064984
20,4,164.92997875385663,31.0,17.0,6.0,25.0,20.0,37.759615384615394,-21.626590079344243
25,2,151.93731121128332,20.0,31.0,17.0,6.0,25.0,38.33653846153846,-18.602441888751727
31,1,149.16119185994813,25.0,20.0,31.0,17.0,6.0,38.95192307692307,-7.190473185338679
57,2,216.67776898409556,31.0,25.0,20.0,31.0,17.0,39.480769230769226,-8.707991661412821
32,2,135.32577063195959,57.0,31.0,25.0,20.0,31.0,39.644230769230774,0.9796180676412418
44,1,169.62627738948876,32.0,57.0,31.0,25.0,20.0,39.942307692307686,-3.3263619468944383
45,1,263.89250020465084,44.0,32.0,57.0,31.0,25.0,40.644230769230774,9.10483752574937
6,3,128.52077614999587,45.0,44.0,32.0,57.0,31.0,41.134615384615394,-6.8165271041709286
45,1,147.3543433336823,6.0,45.0,44.0,32.0,57.0,41.971153846153854,-0.11609686229635095
52,2,244.44156065939887,45.0,6.0,45.0,44.0,32.0,42.980769230769255,9.225359020603863
34,1,127.80122864757334,52.0,45.0,6.0,45.0,44.0,43.44230769230771,14.666173877863054
59,1,244.582438204952,34.0,52.0,45.0,6.0,45.0,44.03846153846154,5.965963094096612
59,2,247.29137080029238,59.0,34.0,52.0,45.0,6.0,44.894230769230774,10.45485487443273
49,3,183.148415771314,59.0,59.0,34.0,52.0,45.0,45.576923076923066,19.616823577845768
44,1,269.54253763020483,49.0,59.0,59.0,34.0,52.0,45.79807692307693,11.256356383822913
42,3,137.09378685065437,44.0,49.0,59.0,59.0,34.0,45.855769230769226,11.046530215441077
58,1,172.36733261652537,42.0,44.0,49.0,59.0,59.0,45.97115384615386,17.884780970136163
56,2,274.01678826786844,58.0,42.0,44.0,49.0,59.0,46.09615384615386,21.082006083805613
61,2,495.8699226951202,56.0,58.0,42.0,44.0,49.0,46.509615384615394,22.891410684654552
59,4,327.19062223784437,61.0,56.0,58.0,42.0,44.0,47.00961538461538,45.00209733678554
32,2,243.04366444330762,59.0,61.0,56.0,58.0,42.0,47.41346153846153,25.833937835070376
44,1,532.5640666321978,32.0,59.0,61.0,56.0,58.0,47.83653846153846,3.3794591110140835
51,1,398.0549685709452,44.0,32.0,59.0,61.0,56.0,48.3076923076923,6.490036034091004
66,1,357.3140855152916,51.0,44.0,32.0,59.0,61.0,48.63461538461538,8.04292064947562
66,2,248.08535369829758,66.0,51.0,44.0,32.0,59.0,49.32692307692307,7.893882187937157
49,3,329.90649829564273,66.0,66.0,51.0,44.0,32.0,50.42307692307693,12.309190786535687
48,1,143.27778209209572,49.0,66.0,66.0,51.0,44.0,51.0,-8.497125119306387
58,2,437.928780015276,48.0,49.0,66.0,66.0,51.0,51.394230769230774,-14.630364102071535
54,2,543.890244487772,58.0,48.0,49.0,66.0,66.0,52.03846153846154,-8.209115905349508
76,1,676.429951648845,54.0,58.0,48.0,49.0,66.0,52.61538461538462,-10.464149759909537
82,1,289.4455708326017,76.0,54.0,58.0,48.0,49.0,52.894230769230774,13.415431770145831
64,3,293.8561287895166,82.0,76.0,54.0,58.0,48.0,53.3173076923077,7.307833813021704
72,2,406.24290334188566,64.0,82.0,76.0,54.0,58.0,53.903846153846146,0.3893384200001484
85,1,249.80694004045944,72.0,64.0,82.0,76.0,54.0,53.96153846153847,13.454817385952945
63,1,339.2408266600142,85.0,72.0,64.0,82.0,76.0,54.58653846153847,1.4337578903672834
60,2,235.8041949035175,63.0,85.0,72.0,64.0,82.0,55.49038461538462,-5.648199041115816
66,3,334.6220287735815,60.0,63.0,85.0,72.0,64.0,55.836538461538474,3.3852286427856995
61,3,147.7523274445889,66.0,60.0,63.0,85.0,72.0,56.30769230769232,2.0532717113026018
54,3,260.7197065295859,61.0,66.0,60.0,63.0,85.0,56.759615384615394,0.8206737541784768
41,1,160.72669000091332,54.0,61.0,66.0,60.0,63.0,57.125,0.9983322073107636
46,3,416.49747286204354,41.0,54.0,61.0,66.0,60.0,57.56730769230769,-2.570804211351824
40,1,504.73709285072374,46.0,41.0,54.0,61.0,66.0,58.06730769230769,-11.848273963347745
48,2,147.8564842497624,40.0,46.0,41.0,54.0,61.0,58.74038461538462,-13.196256535856485
45,3,248.16637839808118,48.0,40.0,46.0,41.0,54.0,59.49038461538462,-13.810264749390864
