date,demand,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality,service_General Medicine,service_Gynaecology,service_Pediatrics,service_Pharmacy,mohafaza_B,mohafaza_N,mohafaza_NE
2014-10-21,100,77,37,85,73,84,108,-19,0,0,0,1,0,1,0
2014-10-28,80,100,77,37,85,73,109,25,0,0,0,1,0,1,0
2014-11-04,101,80,100,77,37,85,110,27,0,0,0,1,0,1,0
2014-11-11,122,101,80,100,77,37,111,-25,0,0,0,1,0,1,0
2014-11-18,151,122,101,80,100,77,112,12,0,0,0,1,0,1,0
2014-11-25,124,151,122,101,80,100,113,-1,0,0,0,1,0,1,0
2014-12-02,104,124,151,122,101,80,113,18,0,0,0,1,0,1,0
2014-12-09,101,104,124,151,122,101,114,7,0,0,0,1,0,1,0
2014-12-16,141,101,104,124,151,122,114,-2,0,0,0,1,0,1,0
2014-12-23,114,141,101,104,124,151,115,28,0,0,0,1,0,1,0
2014-12-30,134,114,141,101,104,124,116,30,0,0,0,1,0,1,0
2015-01-06,82,134,114,141,101,104,116,38,0,0,0,1,0,1,0
2015-01-13,102,82,134,114,141,101,117,-9,0,0,0,1,0,1,0
2015-01-20,118,102,82,134,114,141,117,10,0,0,0,1,0,1,0
2015-01-27,167,118,102,82,134,114,117,13,0,0,0,1,0,1,0
2015-02-03,177,167,118,102,82,134,118,65,0,0,0,1,0,1,0
2015-02-10,145,177,167,118,102,82,120,23,0,0,0,1,0,1,0
2015-02-17,98,145,177,167,118,102,121,-10,0,0,0,1,0,1,0
2015-02-24,164,98,145,177,167,118,121,-22,0,0,0,1,0,1,0
2015-03-03,177,164,98,145,177,167,122,-14,0,0,0,1,0,1,0
2015-03-10,162,177,164,98,145,177,123,10,0,0,0,1,0,1,0
2015-03-17,186,162,177,164,98,145,123,-16,0,0,0,1,0,1,0
2015-03-24,165,186,162,177,164,98,124,0,0,0,0,1,0,1,0
2015-03-31,176,165,186,162,177,164,125,17,0,0,0,1,0,1,0
2015-04-07,165,176,165,186,162,177,126,33,0,0,0,1,0,1,0
2015-04-14,130,165,176,165,186,162,126,-3,0,0,0,1,0,1,0
2015-04-21,137,130,165,176,165,186,127,9,0,0,0,1,0,1,0
2015-04-28,143,137,130,165,176,165,129,5,0,0,0,1,0,1,0
2015-05-05,110,143,137,130,165,176,131,12,0,0,0,1,0,1,0
2015-05-12,111,110,143,137,130,165,133,-20,0,0,0,1,0,1,0
2015-05-19,111,111,110,143,137,130,134,-14,0,0,0,1,0,1,0
2015-05-26,123,111,111,110,143,137,135,-8,0,0,0,1,0,1,0
2015-06-02,122,123,111,111,110,143,135,-11,0,0,0,1,0,1,0
2015-06-09,127,122,123,111,111,110,136,26,0,0,0,1,0,1,0
2015-06-16,128,127,122,123,111,111,137,-5,0,0,0,1,0,1,0
2015-06-23,114,128,127,122,123,111,138,0,0,0,0,1,0,1,0
2015-06-30,134,114,128,127,122,123,140,-15,0,0,0,1,0,1,0
2015-07-07,114,134,114,128,127,122,141,-7,0,0,0,1,0,1,0
2015-07-14,66,114,134,114,128,127,143,-28,0,0,0,1,0,1,0
2015-07-21,76,66,114,134,114,128,144,-59,0,0,0,1,0,1,0
2015-07-28,164,76,66,114,134,114,145,-38,0,0,0,1,0,1,0
2015-08-04,174,164,76,66,114,134,146,8,0,0,0,1,0,1,0
2015-08-11,105,174,164,76,66,114,146,27,0,0,0,1,0,1,0
2015-08-18,114,105,174,164,76,66,145,-28,0,0,0,1,0,1,0
2015-08-25,134,114,105,174,164,76,144,-17,0,0,0,1,0,1,0
2015-09-01,151,134,114,105,174,164,142,11,0,0,0,1,0,1,0
2015-09-08,131,151,134,114,105,174,140,4,0,0,0,1,0,1,0
2015-09-15,149,131,151,134,114,105,138,-2,0,0,0,1,0,1,0
2015-09-22,120,149,131,151,134,114,136,-21,0,0,0,1,0,1,0
2015-09-29,51,120,149,131,151,134,134,-30,0,0,0,1,0,1,0
2015-10-06,132,51,120,149,131,151,134,-17,0,0,0,1,0,1,0
2015-10-13,104,132,51,120,149,131,133,-17,0,0,0,1,0,1,0
2015-10-20,226,104,132,51,120,149,133,-19,0,0,0,1,0,1,0
2015-10-27,209,226,104,132,51,120,133,25,0,0,0,1,0,1,0
2015-11-03,159,209,226,104,132,51,133,27,0,0,0,1,0,1,0
2015-11-10,188,159,209,226,104,132,133,-25,0,0,0,1,0,1,0
2015-11-17,140,188,159,209,226,104,133,12,0,0,0,1,0,1,0
2015-11-24,196,140,188,159,209,226,134,-1,0,0,0,1,0,1,0
2015-12-01,143,196,140,188,159,209,133,18,0,0,0,1,0,1,0
2015-12-08,161,143,196,140,188,159,134,7,0,0,0,1,0,1,0
2015-12-15,186,161,143,196,140,188,134,-2,0,0,0,1,0,1,0
2015-12-22,204,186,161,143,196,140,134,28,0,0,0,1,0,1,0
2015-12-29,237,204,186,161,143,196,134,30,0,0,0,1,0,1,0
2016-01-05,150,237,204,186,161,143,133,38,0,0,0,1,0,1,0
2016-01-12,166,150,237,204,186,161,133,-9,0,0,0,1,0,1,0
2016-01-19,156,166,150,237,204,186,132,10,0,0,0,1,0,1,0
2016-01-26,213,156,166,150,237,204,132,13,0,0,0,1,0,1,0
2016-02-02,119,213,156,166,150,237,132,65,0,0,0,1,0,1,0
2016-02-09,75,119,213,156,166,150,132,23,0,0,0,1,0,1,0
2016-02-16,53,75,119,213,156,166,132,-10,0,0,0,1,0,1,0
2016-02-23,38,53,75,119,213,156,132,-22,0,0,0,1,0,1,0
2016-03-01,105,38,53,75,119,213,132,-14,0,0,0,1,0,1,0
2016-03-08,37,105,38,53,75,119,132,10,0,0,0,1,0,1,0
2016-03-15,66,37,105,38,53,75,132,-16,0,0,0,1,0,1,0
2016-03-22,136,66,37,105,38,53,130,0,0,0,0,1,0,1,0
2016-03-29,160,136,66,37,105,38,129,17,0,0,0,1,0,1,0
2016-04-05,105,160,136,66,37,105,130,33,0,0,0,1,0,1,0
2016-04-12,143,105,160,136,66,37,131,-3,0,0,0,1,0,1,0
2016-04-19,127,143,105,160,136,66,131,9,0,0,0,1,0,1,0
2016-04-26,163,127,143,105,160,136,130,5,0,0,0,1,0,1,0
2016-05-03,116,163,127,143,105,160,128,12,0,0,0,1,0,1,0
2016-05-10,124,116,163,127,143,105,127,-20,0,0,0,1,0,1,0
2016-05-17,109,124,116,163,127,143,124,-14,0,0,0,1,0,1,0
2016-05-24,99,109,124,116,163,127,123,-8,0,0,0,1,0,1,0
2016-05-31,197,99,109,124,116,163,121,-11,0,0,0,1,0,1,0
2016-06-07,109,197,99,109,124,116,120,26,0,0,0,1,0,1,0
