date,demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2014-02-18,4,3,204.7022408968745,16.214285714285715,10.114285714285714,26.2,11.0,3.0,1.0,4.0,1.0,-14.138155172753487,3.230137023130124
2014-02-25,3,1,286.27106063670925,17.228571428571428,12.750000000000002,7.1,4.0,11.0,3.0,1.0,4.0,-13.567145151015641,-1.880071445654287
2014-03-04,7,2,294.488256667718,17.085714285714285,15.857142857142856,7.1,3.0,4.0,11.0,3.0,1.0,-12.996135129277796,-0.695408119566902
2014-03-11,7,3,265.30447970367806,19.285714285714285,17.585714285714285,19.1,7.0,3.0,4.0,11.0,3.0,-12.425125107539952,-0.8248473575820812
2014-03-18,2,2,174.03377815168443,15.957142857142857,16.657142857142855,22.200000000000003,7.0,7.0,3.0,4.0,11.0,-11.854115085802105,-4.521594287904951
2014-03-25,3,4,272.1721601004583,17.942857142857143,10.564285714285715,0.6,2.0,7.0,7.0,3.0,4.0,-11.283105064064259,-11.074110448997054
2014-04-01,2,2,343.7413262394232,16.585714285714285,14.578571428571431,0.0,3.0,2.0,7.0,7.0,3.0,-10.712095042326414,-9.742011225473771
2014-04-08,8,4,291.0480789590852,19.04285714285714,13.785714285714286,0.3,2.0,3.0,2.0,7.0,7.0,-10.14108502058857,-10.24965559169408
2014-04-15,12,4,159.08227711159182,18.585714285714285,14.014285714285714,17.3,8.0,2.0,3.0,2.0,7.0,-9.570074998850723,-0.17396662458105538
2014-04-22,7,2,216.76438695832738,21.185714285714283,12.871428571428572,0.3,12.0,8.0,2.0,3.0,2.0,-8.999064977112877,-5.123918683109051
2014-04-29,7,3,155.21691544524535,22.142857142857142,12.978571428571428,0.3,7.0,12.0,8.0,2.0,3.0,-8.428054955375032,-5.843101510867823
2014-05-06,4,3,187.4942119712016,23.72857142857143,14.592857142857143,0.0,7.0,7.0,12.0,8.0,2.0,-7.857044933637186,-3.886002287344534
2014-05-13,3,3,233.2570447219428,20.785714285714285,14.242857142857144,26.9,4.0,7.0,7.0,12.0,8.0,-7.286034911899341,-10.09877485869305
2014-05-20,4,3,187.29112172943826,21.599999999999998,14.714285714285714,0.3,3.0,4.0,7.0,7.0,12.0,-6.715024890161495,-11.910906404400539
2014-05-27,7,1,196.81623481867055,22.685714285714287,11.950000000000001,0.8,4.0,3.0,4.0,7.0,7.0,-6.14401486842365,-9.033935386005462
2014-06-03,4,2,243.04062536849196,24.128571428571433,15.85714285714286,0.3,7.0,4.0,3.0,4.0,7.0,-5.573004846685803,-5.557605393251411
2014-06-10,5,2,404.9188614419678,25.38571428571429,17.45,0.0,4.0,7.0,4.0,3.0,4.0,-5.001994824947959,-5.32166001588197
2014-06-17,6,3,209.32060217530034,24.82857142857143,13.092857142857143,0.0,5.0,4.0,7.0,4.0,3.0,-4.430984803210114,-0.6369966897945922
2014-06-24,6,1,147.42485303268788,25.985714285714284,16.885714285714283,0.0,6.0,5.0,4.0,7.0,4.0,-3.8599747814722676,0.3297179183440768
2014-07-01,11,2,166.79307191144676,26.91428571428571,15.285714285714286,0.0,6.0,6.0,5.0,4.0,7.0,-3.288964759734421,5.940663295713511
2014-07-08,2,1,137.37682519833885,27.314285714285713,16.428571428571427,0.0,11.0,6.0,6.0,5.0,4.0,-2.7179547379965765,4.968275339749619
2014-07-15,6,2,140.48754077511217,27.871428571428574,16.885714285714283,0.0,2.0,11.0,6.0,6.0,5.0,-2.146944716258732,-5.420824433239863
2014-07-22,1,3,155.94506986717172,28.028571428571432,19.657142857142855,0.0,6.0,2.0,11.0,6.0,6.0,-1.5759346945208854,-13.884338291390025
2014-07-29,1,2,298.2069429921869,27.942857142857147,18.15,0.0,1.0,6.0,2.0,11.0,6.0,-1.004924672783039,-5.738877790565823
2014-08-05,9,3,139.67325438478147,28.028571428571432,19.064285714285717,0.0,1.0,1.0,6.0,2.0,11.0,-0.43391465104519433,9.762351941027607
2014-08-12,6,1,160.70036123242247,28.400000000000006,16.55,0.0,9.0,1.0,1.0,6.0,2.0,0.13709537069265032,2.3629406469800123
2014-08-19,10,4,179.3079987275705,28.657142857142862,16.435714285714287,0.0,6.0,9.0,1.0,1.0,6.0,6.875,5.872641406819504
2014-08-26,4,2,163.36695528913728,28.500000000000004,11.714285714285712,0.0,10.0,6.0,9.0,1.0,1.0,6.8173076923076925,7.6090796071973426
2014-09-02,4,1,159.43086895464594,29.442857142857143,14.014285714285714,0.0,4.0,10.0,6.0,9.0,1.0,6.826923076923077,7.646799858857236
2014-09-09,12,2,226.75540812776185,28.571428571428577,11.6,0.0,4.0,4.0,10.0,6.0,9.0,6.8076923076923075,3.678109854106872
2014-09-16,5,2,146.16026314925142,28.1,15.164285714285716,0.0,12.0,4.0,4.0,10.0,6.0,6.826923076923076,5.783137798074456
2014-09-23,12,1,180.4157656082704,27.7,14.235714285714286,0.0,5.0,12.0,4.0,4.0,10.0,6.894230769230768,-12.724013745137448
2014-09-30,13,1,276.47272386661024,26.599999999999998,22.300000000000004,16.0,12.0,5.0,12.0,4.0,4.0,6.923076923076923,8.756014198830137
2014-10-07,7,3,139.14599222517793,25.342857142857138,13.192857142857141,8.9,13.0,12.0,5.0,12.0,4.0,6.961538461538461,-4.783188626433049
2014-10-14,2,1,152.04505023034338,25.171428571428574,10.678571428571429,5.8,7.0,13.0,12.0,5.0,12.0,6.971153846153846,18.607095727790938
2014-10-21,18,2,246.6772056028548,22.7,15.971428571428572,29.800000000000004,2.0,7.0,13.0,12.0,5.0,6.875000000000001,4.657636492271349
2014-10-28,11,1,136.31682277886873,23.22857142857143,10.571428571428571,0.0,18.0,2.0,7.0,13.0,12.0,6.740384615384615,7.724202897777392
2014-11-04,10,1,253.44086610736616,21.828571428571426,11.95,16.5,11.0,18.0,2.0,7.0,13.0,6.682692307692308,10.742692380206517
2014-11-11,7,2,257.6468447681421,20.628571428571426,8.735714285714286,0.0,10.0,11.0,18.0,2.0,7.0,6.673076923076923,11.774002375456147
2014-11-18,10,3,186.87088419911234,20.400000000000002,11.714285714285714,46.3,7.0,10.0,11.0,18.0,2.0,6.673076923076923,1.4976200630134726
2014-11-25,12,1,274.9478885286991,18.185714285714287,17.928571428571427,37.9,10.0,7.0,10.0,11.0,18.0,6.6730769230769225,10.195596724929779
2014-12-02,8,3,137.09312145742055,17.7,12.985714285714286,19.3,12.0,10.0,7.0,10.0,11.0,6.653846153846153,5.182034925307619
2014-12-09,10,1,172.32593577489433,20.4,9.428571428571429,13.0,8.0,12.0,10.0,7.0,10.0,6.634615384615384,-0.8828089255965932
2014-12-16,4,2,285.6871746826183,18.414285714285715,13.664285714285715,6.699999999999999,10.0,8.0,12.0,10.0,7.0,6.788461538461537,-9.970088673936703
2014-12-23,10,2,495.28821255409383,17.014285714285712,10.571428571428571,17.0,4.0,10.0,8.0,12.0,10.0,7.230769230769231,-2.675958165866555
2014-12-30,10,4,332.0903029781941,16.75714285714286,14.592857142857143,3.0,10.0,4.0,10.0,8.0,12.0,8.076923076923078,0.6854800345112819
2015-01-06,6,2,248.35054791827682,14.914285714285715,18.949999999999996,34.6,10.0,10.0,4.0,10.0,8.0,8.91346153846154,37.69755926053015
2015-01-13,0,1,561.4532172606861,10.157142857142857,15.52142857142857,17.8,6.0,10.0,10.0,4.0,10.0,9.471153846153847,-2.6107864959928286
2015-01-20,5,1,420.0155329557245,14.357142857142856,10.335714285714287,16.3,0.0,6.0,10.0,10.0,4.0,9.980769230769232,-11.562709572915908
2015-01-27,11,1,373.68156357895623,16.614285714285714,8.735714285714286,0.0,5.0,0.0,6.0,10.0,10.0,10.39423076923077,4.403636580930247
2015-02-03,11,2,257.8005248936521,15.957142857142857,14.82142857142857,16.0,11.0,5.0,0.0,6.0,10.0,10.990384615384619,-5.476171111377452
2015-02-10,6,3,326.5603594867651,16.842857142857145,19.764285714285712,9.399999999999999,11.0,11.0,5.0,0.0,6.0,11.740384615384619,-6.803094188300529
