date,demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2014-02-11,16,2,159.9861127665467,13.885714285714284,8.850000000000001,0.0,52.0,25.0,46.0,40.0,40.0,38.703960999940875,13.55999795181554
2014-02-18,46,3,163.489738777563,16.214285714285715,10.114285714285714,26.2,16.0,52.0,25.0,46.0,40.0,38.97772650703687,6.0039991930399506
2014-02-25,37,1,246.2899429166637,17.228571428571428,12.750000000000002,7.1,46.0,16.0,52.0,25.0,46.0,39.251492014132864,4.069795306059239
2014-03-04,31,2,264.1132733307715,17.085714285714285,15.857142857142856,7.1,37.0,46.0,16.0,52.0,25.0,39.52525752122886,3.7093093677964744
2014-03-11,50,3,231.33095211468572,19.285714285714285,17.585714285714285,19.1,31.0,37.0,46.0,16.0,52.0,39.799023028324854,-8.212074006363729
2014-03-18,43,2,144.4066846600613,15.957142857142857,16.657142857142855,22.200000000000003,50.0,31.0,37.0,46.0,16.0,40.07278853542085,12.61013236306581
2014-03-25,16,4,244.87548637546078,17.942857142857143,10.564285714285715,0.6,43.0,50.0,31.0,37.0,46.0,40.34655404251684,4.477210527367145
2014-04-01,55,2,316.91085895810045,16.585714285714285,14.578571428571431,0.0,16.0,43.0,50.0,31.0,37.0,40.62031954961284,-5.479429257049474
2014-04-08,59,4,278.3157747216301,19.04285714285714,13.785714285714286,0.3,55.0,16.0,43.0,50.0,31.0,40.89408505670883,-1.0995305799276303
2014-04-15,52,4,150.5467487191338,18.585714285714285,14.014285714285714,17.3,59.0,55.0,16.0,43.0,50.0,41.167850563804826,21.719470661296786
2014-04-22,65,2,203.56956705566634,21.185714285714283,12.871428571428572,0.3,52.0,59.0,55.0,16.0,43.0,41.44161607090082,-5.5480665590172595
2014-04-29,26,3,134.50350458080396,22.142857142857142,12.978571428571428,0.3,65.0,52.0,59.0,55.0,16.0,41.715381577996816,8.585037246309723
2014-05-06,53,3,171.14750310169006,23.72857142857143,14.592857142857143,0.0,26.0,65.0,52.0,59.0,55.0,41.98914708509281,-9.73057689708125
2014-05-13,44,3,224.5389332868084,20.785714285714285,14.242857142857144,26.9,53.0,26.0,65.0,52.0,59.0,42.262912592188805,-3.937216681497865
2014-05-20,52,3,155.38830661683824,21.599999999999998,14.714285714285714,0.3,44.0,53.0,26.0,65.0,52.0,42.5366780992848,0.14781020075219273
2014-05-27,36,1,158.32790812801647,22.685714285714287,11.950000000000001,0.8,52.0,44.0,53.0,26.0,65.0,42.810443606380794,20.960401185566344
2014-06-03,58,2,221.72564598648083,24.128571428571433,15.85714285714286,0.3,36.0,52.0,44.0,53.0,26.0,43.08420911347679,-12.807136034747709
2014-06-10,58,2,388.95717699631183,25.38571428571429,17.45,0.0,58.0,36.0,52.0,44.0,53.0,43.35797462057278,10.082378026989522
2014-06-17,32,3,203.91777922854143,24.82857142857143,13.092857142857143,0.0,58.0,58.0,36.0,52.0,44.0,43.63174012766878,13.824456191290858
2014-06-24,37,1,151.38852626192016,25.985714285714284,16.885714285714283,0.0,32.0,58.0,58.0,36.0,52.0,43.90550563476477,3.290893329951177
2014-07-01,50,2,156.57328905189775,26.91428571428571,15.285714285714286,0.0,37.0,32.0,58.0,58.0,36.0,44.17927114186077,-1.284336198055183
2014-07-08,55,1,142.20932151761502,27.314285714285713,16.428571428571427,0.0,50.0,37.0,32.0,58.0,58.0,44.45303664895676,-11.221745213241036
2014-07-15,22,2,138.5196039382167,27.871428571428574,16.885714285714283,0.0,55.0,50.0,37.0,32.0,58.0,44.726802156052756,-3.418666177674597
2014-07-22,47,3,139.80512555796142,28.028571428571432,19.657142857142855,0.0,22.0,55.0,50.0,37.0,32.0,45.00056766314875,-29.81148428794874
2014-07-29,15,2,287.70612039690474,27.942857142857147,18.15,0.0,47.0,22.0,55.0,50.0,37.0,45.274333170244745,2.0969796530591704
2014-08-05,49,3,138.60799647929295,28.028571428571432,19.064285714285717,0.0,15.0,47.0,22.0,55.0,50.0,45.54809867734074,-3.972120508497023
2014-08-12,32,1,138.72947912932148,28.400000000000006,16.55,0.0,49.0,15.0,47.0,22.0,55.0,45.16346153846154,11.575682776041077
2014-08-19,26,4,152.1570146606666,28.657142857142862,16.435714285714287,0.0,32.0,49.0,15.0,47.0,22.0,45.81730769230769,4.979248039927139
2014-08-26,63,2,140.35075927291882,28.500000000000004,11.714285714285712,0.0,26.0,32.0,49.0,15.0,47.0,46.41346153846154,-4.613981567981674
2014-09-02,59,1,140.51583307609846,29.442857142857143,14.014285714285714,0.0,63.0,26.0,32.0,49.0,15.0,46.78846153846155,-3.732852201531509
2014-09-09,41,2,210.15648967129673,28.571428571428577,11.6,0.0,59.0,63.0,26.0,32.0,49.0,46.95192307692307,-0.2876202709787794
2014-09-16,51,2,127.68577111437149,28.1,15.164285714285716,0.0,41.0,59.0,63.0,26.0,32.0,47.33653846153846,6.930047557009848
2014-09-23,48,1,158.59826831992697,27.7,14.235714285714286,0.0,51.0,41.0,59.0,63.0,26.0,47.76923076923077,-12.518951281668196
2014-09-30,34,1,251.96159610520382,26.599999999999998,22.300000000000004,16.0,48.0,51.0,41.0,59.0,63.0,48.36538461538461,-0.07371935111546848
2014-10-07,18,3,120.26244551510352,25.342857142857138,13.192857142857141,8.9,34.0,48.0,51.0,41.0,59.0,48.79807692307692,-2.8560515231268413
2014-10-14,59,1,141.70898315820412,25.171428571428574,10.678571428571429,5.8,18.0,34.0,48.0,51.0,41.0,48.90384615384615,9.390462458707937
2014-10-21,37,2,241.26947943879506,22.7,15.971428571428572,29.800000000000004,59.0,18.0,34.0,48.0,51.0,48.95192307692308,7.284412337978614
2014-10-28,51,1,121.2296599827298,23.22857142857143,10.571428571428571,0.0,37.0,59.0,18.0,34.0,48.0,48.86538461538462,0.9732340121210854
2014-11-04,53,1,234.01050395106336,21.828571428571426,11.95,16.5,51.0,37.0,59.0,18.0,34.0,49.16346153846153,10.235773634981507
2014-11-11,50,2,237.09754485573674,20.628571428571426,8.735714285714286,0.0,53.0,51.0,37.0,59.0,18.0,49.40384615384615,2.139338898867567
2014-11-18,34,3,176.18147371500538,20.400000000000002,11.714285714285714,46.3,50.0,53.0,51.0,37.0,59.0,49.51923076923076,17.401878521727994
2014-11-25,55,1,261.91475983677117,18.185714285714287,17.928571428571427,37.9,34.0,50.0,53.0,51.0,37.0,49.58653846153847,-20.611222881052623
2014-12-02,50,3,134.393734517519,17.7,12.985714285714286,19.3,55.0,34.0,50.0,53.0,51.0,49.61538461538461,11.067983408474467
2014-12-09,71,1,167.50560593542014,20.4,9.428571428571429,13.0,50.0,55.0,34.0,50.0,53.0,49.70192307692308,-3.0797333789215218
2014-12-16,54,2,261.457238154341,18.414285714285715,13.664285714285715,6.699999999999999,71.0,50.0,55.0,34.0,50.0,49.84615384615385,-2.2595014483688014
2014-12-23,63,2,491.394636770253,17.014285714285712,10.571428571428571,17.0,54.0,71.0,50.0,55.0,34.0,50.30769230769231,-14.855936184482735
2014-12-30,25,4,319.498671941728,16.75714285714286,14.592857142857143,3.0,63.0,54.0,71.0,50.0,55.0,50.88461538461538,4.525193181967428
2015-01-06,60,2,236.8490643520759,14.914285714285715,18.949999999999996,34.6,25.0,63.0,54.0,71.0,50.0,51.192307692307686,-35.20906206696702
2015-01-13,55,1,511.77608075477957,10.157142857142857,15.52142857142857,17.8,60.0,25.0,63.0,54.0,71.0,51.480769230769226,-0.47137402256313915
2015-01-20,47,1,378.4098319062546,14.357142857142856,10.335714285714287,16.3,55.0,60.0,25.0,63.0,54.0,52.04807692307693,6.038241362052244
2015-01-27,42,1,342.04500762797335,16.614285714285714,8.735714285714286,0.0,47.0,55.0,60.0,25.0,63.0,52.17307692307692,-8.880027868716986
2015-02-03,81,2,238.2593286643031,15.957142857142857,14.82142857142857,16.0,42.0,47.0,55.0,60.0,25.0,52.45192307692308,-11.706950945640067
2015-02-10,55,3,328.2137698966276,16.842857142857145,19.764285714285712,9.399999999999999,81.0,42.0,47.0,55.0,60.0,53.25000000000001,13.55999795181554
2015-02-17,69,1,137.89196640059237,12.371428571428572,22.071428571428573,41.199999999999996,55.0,81.0,42.0,47.0,55.0,53.807692307692314,6.0039991930399506
2015-02-24,53,2,434.52163652403084,11.828571428571431,17.571428571428573,22.0,69.0,55.0,81.0,42.0,47.0,54.46153846153847,4.069795306059239
2015-03-03,32,2,529.2205090613355,16.928571428571427,14.578571428571431,4.8,53.0,69.0,55.0,81.0,42.0,54.72115384615385,3.7093093677964744
2015-03-10,89,1,668.8810772298386,18.342857142857145,9.421428571428573,0.3,32.0,53.0,69.0,55.0,81.0,54.49999999999999,-8.212074006363729
2015-03-17,49,1,278.0753279508005,16.52857142857143,14.585714285714287,6.3,89.0,32.0,53.0,69.0,55.0,54.48076923076923,12.61013236306581
2015-03-24,72,3,287.2448691716446,16.285714285714285,20.45714285714286,6.6,49.0,89.0,32.0,53.0,69.0,54.5,4.477210527367145
2015-03-31,44,2,392.81157270007253,18.814285714285717,12.757142857142856,2.6,72.0,49.0,89.0,32.0,53.0,54.67307692307693,-5.479429257049474
