date,demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2014-02-11,22,2,186.43526517277485,13.885714285714284,8.850000000000001,0.0,39.0,34.0,48.0,28.0,21.0,24.177151127281316,12.309190786535689
2014-02-18,15,3,181.55742689909763,16.214285714285715,10.114285714285714,26.2,22.0,39.0,34.0,48.0,28.0,24.682637306346,-8.497125119306387
2014-02-25,27,1,263.39234797470596,17.228571428571428,12.750000000000002,7.1,15.0,22.0,39.0,34.0,48.0,25.188123485410678,-14.630364102071537
2014-03-04,30,2,277.10359385370367,17.085714285714285,15.857142857142856,7.1,27.0,15.0,22.0,39.0,34.0,25.69360966447536,-8.209115905349508
2014-03-11,83,3,248.0147935228543,19.285714285714285,17.585714285714285,19.1,30.0,27.0,15.0,22.0,39.0,26.199095843540043,-10.464149759909535
2014-03-18,44,2,157.9262326871158,15.957142857142857,16.657142857142855,22.200000000000003,83.0,30.0,27.0,15.0,22.0,26.704582022604725,13.41543177014583
2014-03-25,29,4,257.817279482238,17.942857142857143,10.564285714285715,0.6,44.0,83.0,30.0,27.0,15.0,27.210068201669404,7.307833813021704
2014-04-01,56,2,329.26301704747834,16.585714285714285,14.578571428571431,0.0,29.0,44.0,83.0,30.0,27.0,27.715554380734087,0.3893384200001484
2014-04-08,14,4,285.5165397063073,19.04285714285714,13.785714285714286,0.3,56.0,29.0,44.0,83.0,30.0,28.221040559798766,13.454817385952946
2014-04-15,29,4,156.34774483563135,18.585714285714285,14.014285714285714,17.3,14.0,56.0,29.0,44.0,83.0,28.72652673886345,1.4337578903672834
2014-04-22,46,2,211.09091637462066,21.185714285714283,12.871428571428572,0.3,29.0,14.0,56.0,29.0,44.0,29.23201291792813,-5.648199041115815
2014-04-29,18,3,144.51271436676396,22.142857142857142,12.978571428571428,0.3,46.0,29.0,14.0,56.0,29.0,29.737499096992813,3.3852286427856995
2014-05-06,20,3,180.22726773569335,23.72857142857143,14.592857142857143,0.0,18.0,46.0,29.0,14.0,56.0,30.242985276057492,2.0532717113026018
2014-05-13,24,3,230.27464388098664,20.785714285714285,14.242857142857144,26.9,20.0,18.0,46.0,29.0,14.0,30.748471455122175,0.8206737541784768
2014-05-20,48,3,169.87459385935168,21.599999999999998,14.714285714285714,0.3,24.0,20.0,18.0,46.0,29.0,31.253957634186854,0.9983322073107637
2014-05-27,33,1,176.8631885734666,22.685714285714287,11.950000000000001,0.8,48.0,24.0,20.0,18.0,46.0,31.759443813251536,-2.570804211351824
2014-06-03,41,2,232.11952042456713,24.128571428571433,15.85714285714286,0.3,33.0,48.0,24.0,20.0,18.0,32.26492999231622,-11.848273963347744
2014-06-10,34,2,398.12420355153574,25.38571428571429,17.45,0.0,41.0,33.0,48.0,24.0,20.0,32.7704161713809,-13.196256535856485
2014-06-17,16,3,208.4436685556848,24.82857142857143,13.092857142857143,0.0,34.0,41.0,33.0,48.0,24.0,33.275902350445584,-13.810264749390866
2014-06-24,22,1,151.8944665570957,25.985714285714284,16.885714285714283,0.0,16.0,34.0,41.0,33.0,48.0,33.78138852951027,-23.071708860361145
2014-07-01,34,2,162.8816983486657,26.91428571428571,15.285714285714286,0.0,22.0,16.0,34.0,41.0,33.0,34.28687470857494,-20.156870920049368
2014-07-08,29,1,141.9443609098556,27.314285714285713,16.428571428571427,0.0,34.0,22.0,16.0,34.0,41.0,34.792360887639624,-14.87664836435298
2014-07-15,20,2,140.420895478268,27.871428571428574,16.885714285714283,0.0,29.0,34.0,22.0,16.0,34.0,35.29784706670431,-16.984433900695485
2014-07-22,25,3,147.52670643127001,28.028571428571432,19.657142857142855,0.0,20.0,29.0,34.0,22.0,16.0,35.80333324576899,-25.631986231329655
2014-07-29,6,2,294.0767818932507,27.942857142857147,18.15,0.0,25.0,20.0,29.0,34.0,22.0,36.30881942483367,-22.519923177348435
2014-08-05,17,3,140.30938835006742,28.028571428571432,19.064285714285717,0.0,6.0,25.0,20.0,29.0,34.0,36.81430560389835,-13.276449866956952
2014-08-12,31,1,147.72537301503448,28.400000000000006,16.55,0.0,17.0,6.0,25.0,20.0,29.0,37.24038461538462,-14.605866475064982
2014-08-19,20,4,164.92997875385663,28.657142857142862,16.435714285714287,0.0,31.0,17.0,6.0,25.0,20.0,37.75961538461539,-21.626590079344247
2014-08-26,25,2,151.9373112112833,28.500000000000004,11.714285714285712,0.0,20.0,31.0,17.0,6.0,25.0,38.33653846153846,-18.602441888751724
2014-09-02,31,1,149.16119185994813,29.442857142857143,14.014285714285714,0.0,25.0,20.0,31.0,17.0,6.0,38.95192307692307,-7.19047318533868
2014-09-09,57,2,216.67776898409554,28.571428571428577,11.6,0.0,31.0,25.0,20.0,31.0,17.0,39.480769230769226,-8.707991661412823
2014-09-16,32,2,135.3257706319596,28.1,15.164285714285716,0.0,57.0,31.0,25.0,20.0,31.0,39.644230769230774,0.9796180676412418
2014-09-23,44,1,169.62627738948876,27.7,14.235714285714286,0.0,32.0,57.0,31.0,25.0,20.0,39.94230769230769,-3.326361946894438
2014-09-30,45,1,263.89250020465084,26.599999999999998,22.300000000000004,16.0,44.0,32.0,57.0,31.0,25.0,40.64423076923077,9.10483752574937
2014-10-07,6,3,128.52077614999587,25.342857142857138,13.192857142857141,8.9,45.0,44.0,32.0,57.0,31.0,41.134615384615394,-6.8165271041709286
