actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Daraa,5/24/15,Shelling,0,0,3,0
Armed opposition groups,Daraa,6/23/15,Shelling,0,0,3,0
Armed opposition groups,Daraa,7/1/15,Shooting,0,3,3,0
Armed opposition groups,Daraa,8/22/15,Shooting,0,0,3,0
Armed opposition groups,Daraa,9/27/15,Shelling,0,0,3,0
Armed opposition groups,Daraa,11/16/15,Shooting,0,0,3,0
Armed opposition groups,Daraa,11/22/15,Shooting,0,0,3,0
Armed opposition groups,Daraa,11/25/15,Kidnapping - Torture,0,0,3,0
Armed opposition groups,Daraa,12/27/15,Shooting,0,3,3,0
Not identified,Aleppo,1/7/15,Other,0,0,3,0
Not identified,Aleppo,2/24/15,Shooting,0,0,3,0
Not identified,Aleppo,3/5/15,Explosion,0,0,3,0
Not identified,Aleppo,3/17/15,Shooting,0,3,3,0
Not identified,Aleppo,3/26/15,Shooting,0,0,3,0
Not identified,Aleppo,9/3/15,Shooting,0,0,3,0
Not identified,Damascus,2/3/15,Kidnapping - Torture - Execution,0,0,3,0
Not identified,Damascus,3/2/15,Shooting,0,0,3,0
Not identified,Damascus,3/10/15,Shooting,0,0,3,0
Not identified,Damascus,3/11/15,Shooting,0,0,3,0
Not identified,Damascus,3/30/15,Shooting,0,0,3,0
Not identified,Damascus,4/1/15,Shooting,0,0,3,0
Not identified,Damascus,4/2/15,Shooting,0,0,3,0
Not identified,Damascus,4/22/15,Shooting,0,0,3,0
Not identified,Damascus,7/12/15,Shooting,0,0,3,0
Not identified,Damascus,10/27/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,1/30/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,2/15/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,2/17/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,2/23/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,3/2/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,3/4/15,Shooting,0,3,3,0
Not identified,Damascus Suburbs,3/9/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,4/3/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,4/14/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,5/26/15,Warplane shelling,0,0,3,0
Not identified,Damascus Suburbs,10/30/15,Kidnapping - Torture,0,0,3,0
Not identified,Damascus Suburbs,12/11/15,Shooting,0,0,3,0
Not identified,Damascus Suburbs,12/20/15,Shooting,0,0,3,0
Not identified,Daraa,3/1/15,Shooting,0,0,3,0
Not identified,Daraa,3/13/15,Kidnapping - Torture,0,0,3,0
Not identified,Daraa,4/28/15,Shooting,0,0,3,0
Not identified,Daraa,5/26/15,Shooting,0,0,3,0
Not identified,Daraa,6/8/15,Shelling,0,0,3,0
Not identified,Daraa,6/12/15,Shooting,0,3,3,0
Not identified,Daraa,6/20/15,Shelling,0,0,3,0
Not identified,Daraa,7/2/15,Shooting,0,0,3,0
Not identified,Daraa,8/15/15,Shooting,0,0,3,0
Not identified,Daraa,9/2/15,Shooting,0,0,3,0
Not identified,Daraa,9/7/15,Shooting,0,0,3,0
Not identified,Daraa,9/19/15,Shooting,0,0,3,0
Not identified,Daraa,10/3/15,Shooting,0,0,3,0
Not identified,Daraa,10/12/15,Shooting,0,0,3,0
Not identified,Daraa,11/25/15,Shelling,0,3,3,0
Not identified,Daraa,12/1/15,Kidnapping - Execution,0,0,3,0
Not identified,Daraa,12/5/15,Shooting,0,0,3,0
Not identified,Daraa,12/14/15,Shooting,0,0,3,0
Not identified,Daraa,12/22/15,Kidnapping - Torture,0,0,3,0
Not identified,Deir Ezzor,2/8/15,Explosion,0,3,3,0
Not identified,Deir Ezzor,11/4/15,Shooting,0,0,3,0
Not identified,Deir Ezzor,11/12/15,Other,0,0,3,0
Not identified,Deir Ezzor,12/20/15,Un-allowed to seek Medical help,0,0,3,0
Not identified,Hama,7/3/15,Shooting,0,0,3,0
Not identified,Hasakeh,3/31/15,Shooting,0,0,3,0
Not identified,Hasakeh,8/13/15,Shooting,0,0,3,0
Not identified,Homs,3/1/15,Shooting,0,0,3,0
Not identified,Homs,7/29/15,Shooting,0,0,3,0
Not identified,Homs,9/28/15,Shooting,0,0,3,0
Not identified,Idlib,1/11/15,Shooting,3,0,3,0
Not identified,Idlib,3/3/15,Shooting,3,0,3,0
Not identified,Idlib,4/18/15,Explosion,0,0,3,0
Not identified,Idlib,4/30/15,Shooting,0,0,3,0
Not identified,Idlib,6/25/15,Shooting,3,0,3,0
Not identified,Idlib,10/14/15,Shooting,0,0,3,0
Not identified,Idlib,10/22/15,Shooting,0,0,3,0
Not identified,Idlib,11/6/15,Shooting,0,0,3,0
Not identified,Idlib,11/29/15,Explosion,3,0,3,0
Not identified,Idlib,12/6/15,Shooting,0,0,3,0
Not identified,Other Nationalities,1/12/15,Other,0,0,3,0
Not identified,Quneitra,10/25/15,Shooting,0,0,3,0
Russian troops,Hama,10/28/15,Warplane shelling,0,0,3,0
Russian troops,Homs,12/18/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,3/18/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,6/16/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Aleppo,7/21/15,Shelling,0,3,3,0
Syrian government and affiliated militias,Aleppo,8/2/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,11/15/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,12/8/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Damascus,5/4/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Damascus,7/11/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus,8/1/15,Detention - Torture,0,3,3,0
Syrian government and affiliated militias,Damascus,8/12/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Damascus,12/1/15,Detention - Torture - Execution,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,2/1/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,3/9/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,3/15/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/4/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/5/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/14/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/19/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/24/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/25/15,Other,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/26/15,Shelling,3,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/28/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,5/7/15,Field Execution,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,5/8/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,5/12/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,5/17/15,Shelling,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,6/7/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,6/12/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,6/14/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,7/25/15,Shooting,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,7/30/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,8/5/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,9/4/15,Other,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,9/5/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,9/18/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,9/20/15,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,10/7/15,Unknown,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,10/9/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,10/11/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,10/14/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,11/24/15,Other,3,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,11/29/15,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,12/6/15,Other,3,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,12/8/15,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,12/13/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,12/19/15,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,12/23/15,Other,0,0,3,0
Syrian government and affiliated militias,Daraa,1/24/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,4/20/15,Shooting,0,0,3,0
Syrian government and affiliated militias,Daraa,4/29/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Daraa,5/5/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Daraa,6/4/15,Shelling,0,3,3,0
Syrian government and affiliated militias,Daraa,6/12/15,Shelling,0,3,3,0
Syrian government and affiliated militias,Daraa,6/19/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Daraa,7/21/15,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Daraa,7/29/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,8/27/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,9/1/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,4/4/15,Shooting,3,0,3,0
Syrian government and affiliated militias,Deir Ezzor,5/8/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,5/11/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,6/10/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Hama,2/27/15,Shelling,3,0,3,0
Syrian government and affiliated militias,Hama,5/27/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Hama,7/17/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Hama,7/28/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,1/21/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,5/8/15,Shelling,0,3,3,0
Syrian government and affiliated militias,Homs,6/4/15,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Homs,6/11/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Homs,6/16/15,Shelling,0,0,3,0
Syrian government and affiliated militias,Homs,7/30/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,7/31/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,11/1/15,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,11/13/15,Shooting,0,0,3,0
Syrian government and affiliated militias,Idlib,4/3/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Idlib,4/13/15,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,5/2/15,Chemical and toxic gases,0,3,3,0
Syrian government and affiliated militias,Idlib,8/10/15,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Lattakia,1/10/15,Shooting,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/11/15,Shelling,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/14/15,Field Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/19/15,Shelling,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/2/15,Kidnapping - Execution,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,2/9/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/1/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/2/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/7/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/17/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/27/15,Shelling,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/2/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/14/15,Kidnapping - Torture,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/27/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/1/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/6/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/21/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/27/15,Field Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/14/15,Shelling,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/23/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/24/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/4/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/23/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/28/15,Shooting,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/18/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/23/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/24/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/26/15,Shelling,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/27/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/27/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,5/24/15,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,6/23/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,7/25/15,Shooting,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,8/2/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,8/15/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,11/10/15,Shooting,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,3/3/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,6/16/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/3/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,12/2/15,Shooting,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,12/14/15,Shooting,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/7/15,Kidnapping - Torture,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/10/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/17/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/21/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/25/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,3/23/15,Other,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/8/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/15/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/22/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/2/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/12/15,Kidnapping - Torture - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/13/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/14/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/19/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/3/15,Kidnapping - Execution,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/7/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/15/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/19/15,Shooting,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/20/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/3/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/25/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/26/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,9/3/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/4/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/7/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/15/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/22/15,Explosion,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/27/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/30/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/4/15,Shooting,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/5/15,Kidnapping - Execution,0,3,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/6/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/11/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/17/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/19/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/20/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/30/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/1/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/3/15,Kidnapping - Execution,3,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/26/15,Kidnapping - Execution,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/31/15,Kidnapping - Torture,0,0,3,0
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,1/10/15,Kidnapping - Execution,0,0,3,0
