actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Not identified,Deir Ezzor,6/17/16,Warplane shelling,0,0,3,0
Not identified,Deir Ezzor,6/27/16,Explosion,0,0,3,0
Not identified,Deir Ezzor,7/1/16,Warplane shelling,0,3,3,0
Not identified,Deir Ezzor,7/2/16,Warplane shelling,0,0,3,0
Not identified,Deir Ezzor,7/3/16,Warplane shelling,0,0,3,0
Not identified,Deir Ezzor,7/18/16,Warplane shelling,0,0,3,0
Not identified,Deir Ezzor,8/11/16,Shelling,3,0,3,0
Not identified,Deir Ezzor,8/12/16,Explosion,0,0,3,0
Not identified,Deir Ezzor,8/16/16,Shelling,0,0,3,0
Not identified,Deir Ezzor,8/24/16,Shooting,0,3,3,0
Not identified,Deir Ezzor,8/31/16,Shelling,0,0,3,0
Not identified,Deir Ezzor,9/5/16,Shelling,0,0,3,0
Not identified,Deir Ezzor,9/20/16,Warplane shelling,0,0,3,0
Not identified,Deir Ezzor,9/29/16,Shooting,3,0,3,0
Not identified,Deir Ezzor,11/20/16,Shooting,0,0,3,0
Not identified,Deir Ezzor,11/30/16,Unknown,0,0,3,0
Not identified,Deir Ezzor,12/20/16,Warplane shelling,0,0,3,0
Not identified,Deir Ezzor,12/30/16,Warplane shelling,0,0,3,0
Not identified,Hama,7/23/16,Warplane shelling,0,0,3,0
Not identified,Hasakeh,2/8/16,Shooting,0,0,3,0
Not identified,Hasakeh,5/2/16,Explosion,0,0,3,0
Not identified,Hasakeh,8/19/16,Shooting,0,0,3,0
Not identified,Hasakeh,8/20/16,Shooting,3,0,3,0
Not identified,Homs,5/22/16,Shelling,0,0,3,0
Not identified,Homs,6/29/16,Shelling,0,0,3,0
Not identified,Homs,7/1/16,Warplane shelling,0,0,3,0
Not identified,Homs,7/7/16,Warplane shelling,0,0,3,0
Not identified,Homs,7/10/16,Shelling,0,0,3,0
Not identified,Homs,7/22/16,Shelling,0,3,3,0
Not identified,Homs,8/26/16,Unknown,0,0,3,0
Not identified,Homs,8/28/16,Unknown,0,0,3,0
Not identified,Homs,8/29/16,Shooting,0,0,3,0
Not identified,Homs,10/2/16,Unknown,0,0,3,0
Not identified,Homs,10/3/16,Shelling,3,0,3,0
Not identified,Homs,10/21/16,Shooting,0,0,3,0
Not identified,Homs,11/13/16,Unknown,0,0,3,0
Not identified,Homs,11/23/16,Shooting,0,0,3,0
Not identified,Idlib,2/5/16,Explosion,0,0,3,0
Not identified,Idlib,2/6/16,Shooting,0,0,3,0
Not identified,Idlib,2/19/16,Shooting,0,0,3,0
Not identified,Idlib,3/9/16,Shooting,0,0,3,0
Not identified,Idlib,5/2/16,Shooting,0,0,3,0
Not identified,Idlib,5/7/16,Explosion,0,0,3,0
Not identified,Idlib,6/17/16,Warplane shelling,3,0,3,0
Not identified,Idlib,6/24/16,Explosion,0,0,3,0
Not identified,Idlib,6/25/16,Warplane shelling,0,0,3,0
Not identified,Idlib,6/27/16,Warplane shelling,0,0,3,0
Not identified,Idlib,7/8/16,Shelling,0,3,3,0
Not identified,Idlib,7/27/16,Shelling,0,0,3,0
Not identified,Idlib,8/7/16,Shelling,0,0,3,0
Not identified,Idlib,8/12/16,Shooting,0,0,3,0
Not identified,Idlib,9/4/16,Shooting,0,0,3,0
Not identified,Idlib,9/15/16,Explosion,0,0,3,0
Not identified,Idlib,10/30/16,Kidnapping - Execution,0,0,3,0
Not identified,Idlib,11/2/16,Shooting,0,0,3,0
Not identified,Idlib,11/9/16,Warplane shelling,0,0,3,0
Not identified,Idlib,11/11/16,Shooting,0,0,3,0
Not identified,Idlib,11/17/16,Shooting,0,3,3,0
Not identified,Idlib,11/21/16,Warplane shelling,0,3,3,0
Not identified,Idlib,11/27/16,Shooting,0,0,3,0
Not identified,Idlib,12/4/16,Shooting,0,0,3,0
Not identified,Idlib,12/15/16,Shelling,0,0,3,0
Not identified,Idlib,12/17/16,Shooting,0,0,3,0
Not identified,Idlib,12/30/16,Shooting,0,0,3,0
Not identified,Quneitra,3/14/16,Other,0,0,3,0
Not identified,Raqqa,5/2/16,Warplane shelling,0,0,3,0
Not identified,Raqqa,5/3/16,Warplane shelling,0,0,3,0
Not identified,Raqqa,5/15/16,Warplane shelling,0,0,3,0
Not identified,Raqqa,7/20/16,Warplane shelling,0,0,3,0
Not identified,Raqqa,9/17/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,4/19/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,5/1/16,Explosion,0,3,3,0
Russian troops,Aleppo,5/8/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,5/11/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,6/1/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,6/8/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,6/9/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,6/17/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,6/21/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,6/29/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,7/8/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,7/13/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,7/20/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,7/22/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,8/3/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,8/7/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,8/9/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,8/16/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,8/29/16,Warplane shelling,0,3,3,0
Russian troops,Aleppo,9/13/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,9/30/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,10/15/16,Warplane shelling,0,0,3,0
Russian troops,Aleppo,11/21/16,Warplane shelling,0,0,3,0
Russian troops,Damascus,11/20/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,6/22/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,7/23/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,8/8/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,9/2/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,10/6/16,Warplane shelling,0,3,3,0
Russian troops,Damascus Suburbs,11/19/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,11/23/16,Warplane shelling,0,0,3,0
Russian troops,Damascus Suburbs,12/28/16,Warplane shelling,0,0,3,0
Russian troops,Daraa,12/16/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,4/14/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,4/15/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,5/29/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,6/7/16,Warplane shelling,0,3,3,0
Russian troops,Deir Ezzor,6/8/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,6/12/16,Warplane shelling,3,0,3,0
Russian troops,Deir Ezzor,7/3/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,7/6/16,Warplane shelling,0,3,3,0
Russian troops,Deir Ezzor,7/12/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,7/18/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,8/18/16,Warplane shelling,0,3,3,0
Russian troops,Deir Ezzor,8/19/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,10/23/16,Warplane shelling,0,0,3,0
Russian troops,Deir Ezzor,12/12/16,Warplane shelling,0,0,3,0
Russian troops,Hama,2/24/16,Warplane shelling,0,0,3,0
Russian troops,Hama,4/15/16,Warplane shelling,0,3,3,0
Russian troops,Hama,4/24/16,Warplane shelling,0,0,3,0
Russian troops,Hama,4/26/16,Warplane shelling,0,0,3,0
Russian troops,Hama,6/3/16,Warplane shelling,0,0,3,0
Russian troops,Hama,6/5/16,Warplane shelling,0,0,3,0
Russian troops,Hama,6/18/16,Warplane shelling,0,3,3,0
Russian troops,Hama,9/24/16,Warplane shelling,0,0,3,0
Russian troops,Hama,10/4/16,Warplane shelling,0,0,3,0
Russian troops,Hama,10/26/16,Warplane shelling,0,3,3,0
Russian troops,Hama,11/7/16,Warplane shelling,0,0,3,0
Russian troops,Hama,11/13/16,Warplane shelling,0,0,3,0
Russian troops,Hama,11/28/16,Warplane shelling,0,0,3,0
Russian troops,Hama,12/3/16,Warplane shelling,0,0,3,0
Russian troops,Hama,12/11/16,Warplane shelling,0,3,3,0
Russian troops,Hama,12/29/16,Warplane shelling,0,0,3,0
Russian troops,Homs,6/14/16,Warplane shelling,0,0,3,0
Russian troops,Homs,7/25/16,Warplane shelling,0,0,3,0
Russian troops,Homs,7/31/16,Warplane shelling,0,0,3,0
Russian troops,Homs,8/11/16,Warplane shelling,0,0,3,0
Russian troops,Homs,9/5/16,Warplane shelling,0,0,3,0
Russian troops,Homs,9/6/16,Warplane shelling,0,0,3,0
Russian troops,Homs,10/1/16,Warplane shelling,0,0,3,0
Russian troops,Homs,10/26/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,4/24/16,Explosion,0,3,3,0
Russian troops,Idlib,4/28/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,5/7/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,5/22/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,6/7/16,Warplane shelling,0,3,3,0
Russian troops,Idlib,6/11/16,Warplane shelling,0,3,3,0
Russian troops,Idlib,6/21/16,Warplane shelling,0,3,3,0
Russian troops,Idlib,6/26/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,6/27/16,Shelling,0,0,3,0
Russian troops,Idlib,7/23/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,8/2/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,8/3/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,8/13/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,8/15/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,9/1/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,9/8/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,9/9/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,9/21/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,10/10/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,10/13/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,10/14/16,Warplane shelling,0,0,3,0
Russian troops,Idlib,11/8/16,Warplane shelling,3,0,3,0
Russian troops,Idlib,11/21/16,Warplane shelling,3,0,3,0
Russian troops,Raqqa,4/14/16,Warplane shelling,0,0,3,0
Russian troops,Raqqa,6/20/16,Warplane shelling,0,0,3,0
Russian troops,Raqqa,8/11/16,Warplane shelling,0,0,3,0
Self administration forces,Aleppo,5/11/16,Shooting,0,0,3,0
Self administration forces,Aleppo,5/13/16,Shooting,3,0,3,0
Self administration forces,Aleppo,6/13/16,Shooting,0,0,3,0
Self administration forces,Aleppo,6/15/16,Field Execution,0,0,3,0
Self administration forces,Aleppo,6/23/16,Shooting,0,0,3,0
Self administration forces,Aleppo,6/24/16,Shooting,0,3,3,0
Self administration forces,Aleppo,7/6/16,Shooting,0,0,3,0
Self administration forces,Aleppo,7/18/16,Shelling,3,0,3,0
Self administration forces,Aleppo,7/20/16,Shooting,0,3,3,0
Self administration forces,Aleppo,7/23/16,Shooting,0,0,3,0
Self administration forces,Aleppo,7/27/16,Shooting,0,0,3,0
Self administration forces,Aleppo,8/6/16,Shooting,0,0,3,0
Self administration forces,Aleppo,8/12/16,Field Execution,0,0,3,0
Self administration forces,Aleppo,8/28/16,Field Execution,0,0,3,0
Self administration forces,Aleppo,9/7/16,Shooting,0,0,3,0
Self administration forces,Aleppo,10/4/16,Shooting,0,0,3,0
Self administration forces,Aleppo,12/10/16,Shooting,0,3,3,0
Self administration forces,Hama,11/22/16,Warplane shelling,0,0,3,0
Self administration forces,Hasakeh,4/2/16,Shooting,0,0,3,0
Self administration forces,Hasakeh,4/19/16,Shooting,0,0,3,0
Self administration forces,Homs,4/24/16,Unknown,0,0,3,0
Self administration forces,Raqqa,6/27/16,Kidnapping - Torture,0,0,3,0
Self administration forces,Raqqa,9/24/16,Explosion,3,0,3,0
Self administration forces,Raqqa,10/24/16,Shelling,3,0,3,0
Self administration forces,Raqqa,11/9/16,Warplane shelling,3,0,3,0
Self administration forces,Raqqa,11/22/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,4/9/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,4/22/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Aleppo,5/14/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Aleppo,7/3/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Aleppo,10/13/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Aleppo,10/20/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Aleppo,12/2/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus,4/19/16,Siege,0,0,3,0
Syrian government and affiliated militias,Damascus,4/27/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus,5/1/16,Siege,0,0,3,0
Syrian government and affiliated militias,Damascus,6/4/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus,6/6/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus,6/27/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus,6/30/16,Explosion,0,3,3,0
Syrian government and affiliated militias,Damascus,7/14/16,Shooting,0,3,3,0
Syrian government and affiliated militias,Damascus,7/19/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus,8/2/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus,8/8/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Damascus,8/29/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Damascus,9/21/16,Un-allowed to seek Medical help,0,0,3,0
Syrian government and affiliated militias,Damascus,11/4/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus,11/21/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus,11/23/16,Un-allowed to seek Medical help,0,3,3,0
Syrian government and affiliated militias,Damascus,12/17/16,Siege,0,0,3,0
Syrian government and affiliated militias,Damascus,12/23/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus,12/28/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/1/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/3/16,Shooting,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/5/16,Other,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/6/16,Other,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/7/16,Other,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/9/16,Other,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,1/29/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,3/29/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/7/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/11/16,Other,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/21/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,4/27/16,Siege,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,5/1/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,5/9/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,6/18/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,9/15/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,9/17/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,11/9/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,11/16/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,11/17/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Damascus Suburbs,11/18/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Damascus Suburbs,12/17/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,4/14/16,Shooting,3,0,3,0
Syrian government and affiliated militias,Daraa,4/18/16,Explosion,0,3,3,0
Syrian government and affiliated militias,Daraa,4/21/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,4/23/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,4/25/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,4/28/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,5/4/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,5/6/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Daraa,5/19/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Daraa,5/24/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,5/26/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,6/4/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,6/12/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,6/15/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,6/25/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,7/1/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,7/2/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,7/6/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,7/16/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,7/17/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,7/19/16,Kidnapping - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,7/23/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,8/5/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Daraa,8/23/16,Shelling,3,0,3,0
Syrian government and affiliated militias,Daraa,8/24/16,Shooting,3,0,3,0
Syrian government and affiliated militias,Daraa,8/30/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,9/4/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,9/23/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,9/25/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,10/10/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Daraa,10/16/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,10/17/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,10/20/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,10/21/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,11/1/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,12/11/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,12/12/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Daraa,12/17/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Daraa,12/20/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Daraa,12/21/16,Explosion,0,3,3,0
Syrian government and affiliated militias,Daraa,12/23/16,Field Execution,0,0,3,0
Syrian government and affiliated militias,Daraa,12/29/16,Shelling,3,0,3,0
Syrian government and affiliated militias,Deir Ezzor,4/24/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,4/27/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,4/29/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,5/10/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,5/25/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,5/27/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Deir Ezzor,6/6/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Deir Ezzor,6/10/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,6/12/16,Unknown,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,6/17/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,6/21/16,Un-allowed to seek Medical help,3,0,3,0
Syrian government and affiliated militias,Deir Ezzor,7/6/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Deir Ezzor,8/22/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,9/18/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,10/10/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,12/17/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Deir Ezzor,12/18/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Hama,4/11/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Hama,4/25/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Hama,5/2/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Hama,5/21/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Hama,5/25/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Hama,6/1/16,Shelling,3,0,3,0
Syrian government and affiliated militias,Hama,6/15/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Hama,6/21/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Hama,6/24/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Hama,7/4/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Hama,8/22/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Hama,9/3/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Hama,10/4/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Hama,10/30/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Hama,11/10/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Hama,11/14/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Hama,11/15/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Hama,11/19/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Hama,11/25/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Hama,11/29/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Hama,12/13/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Hama,12/18/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Hasakeh,4/19/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Hasakeh,5/19/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Hasakeh,6/8/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Hasakeh,11/8/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,1/17/16,Other,0,0,3,0
Syrian government and affiliated militias,Homs,3/18/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,3/26/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Homs,4/5/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Homs,4/10/16,Other,0,0,3,0
Syrian government and affiliated militias,Homs,4/14/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,4/19/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Homs,4/21/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Homs,5/11/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,6/6/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,6/11/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,6/13/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,6/28/16,Explosion,0,3,3,0
Syrian government and affiliated militias,Homs,6/30/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,7/4/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,7/25/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Homs,8/8/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Homs,8/23/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,8/26/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,9/22/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,9/26/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,9/28/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Homs,9/30/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,10/22/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Homs,11/17/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Homs,11/18/16,Shooting,0,0,3,0
Syrian government and affiliated militias,Homs,12/6/16,Shelling,3,0,3,0
Syrian government and affiliated militias,Homs,12/7/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Homs,12/21/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,2/9/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Idlib,2/10/16,Kidnapping - Execution,0,0,3,0
Syrian government and affiliated militias,Idlib,4/26/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Idlib,5/4/16,Explosion,0,3,3,0
Syrian government and affiliated militias,Idlib,5/26/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,6/8/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,9/22/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Idlib,10/14/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,10/23/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Idlib,11/22/16,Shelling,0,3,3,0
Syrian government and affiliated militias,Idlib,12/6/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,12/14/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,12/23/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Idlib,12/27/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Idlib,12/28/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Lattakia,6/1/16,Shelling,0,0,3,0
Syrian government and affiliated militias,Lattakia,10/20/16,Warplane shelling,0,3,3,0
Syrian government and affiliated militias,Other Nationalities,7/8/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Other Nationalities,8/10/16,Warplane shelling,0,0,3,0
Syrian government and affiliated militias,Other Nationalities,9/27/16,Detention - Execution,0,0,3,0
Syrian government and affiliated militias,Quneitra,6/17/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Quneitra,11/5/16,Unknown,0,0,3,0
Syrian government and affiliated militias,Raqqa,4/10/16,Warplane shelling,3,0,3,0
Syrian government and affiliated militias,Raqqa,5/6/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Raqqa,5/10/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Raqqa,5/15/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Raqqa,5/31/16,Detention - Torture,0,0,3,0
Syrian government and affiliated militias,Raqqa,6/27/16,Kidnapping - Execution,0,0,3,0
Syrian government and affiliated militias,Raqqa,7/1/16,Explosion,0,0,3,0
Syrian government and affiliated militias,Raqqa,7/3/16,Explosion,3,0,3,0
Syrian government and affiliated militias,Raqqa,7/27/16,Warplane shelling,0,0,3,0
