demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
6,1,342.4292332945135,16.52857142857143,18.95,27.800000000000004,4.0,7.0,2.0,3.0,1.0,29.78643409058392,1.133675967114721
4,2,234.14962279554803,18.885714285714286,15.75,0.6,6.0,4.0,7.0,2.0,3.0,31.05102498169303,2.82830359848324
3,3,332.71173667702703,19.428571428571427,19.29285714285714,1.3,4.0,6.0,4.0,7.0,2.0,32.31561587280214,7.181585076005612
3,3,149.19325503302005,21.04285714285714,14.242857142857144,0.6,3.0,4.0,6.0,4.0,7.0,33.58020676391125,11.794481938143365
3,3,265.90064407708246,21.814285714285717,12.064285714285715,2.3,3.0,3.0,4.0,6.0,4.0,34.84479765502036,5.243917261819576
3,1,166.10572139187138,24.74285714285714,13.442857142857143,3.1,3.0,3.0,3.0,4.0,6.0,36.10938854612947,-12.556647414504207
7,3,424.21587223399627,24.2,14.135714285714286,0.6,3.0,3.0,3.0,3.0,4.0,37.37397943723858,0.6283648322489341
1,1,521.205637585472,24.6,15.742857142857144,3.0,7.0,3.0,3.0,3.0,3.0,38.638570328347676,8.197992463617453
5,2,153.58090466533105,24.585714285714282,11.828571428571427,0.0,1.0,7.0,3.0,3.0,3.0,39.903161219456784,11.863773941139831
20,3,255.08887156713573,24.342857142857145,11.942857142857141,0.0,5.0,1.0,7.0,3.0,3.0,41.1677521105659,21.654555418662184
29,1,289.82086896348864,25.657142857142855,17.235714285714288,0.0,20.0,5.0,1.0,7.0,3.0,42.43234300167501,4.954952280799943
27,4,366.22390840471627,25.67142857142857,19.87142857142857,0.0,29.0,20.0,5.0,1.0,7.0,43.696933892784116,-5.210997010908457
37,1,395.0797204133365,26.3,13.671428571428569,0.0,27.0,29.0,20.0,5.0,1.0,44.961524783893225,-10.944253994924553
28,1,256.33725884144656,26.771428571428572,14.135714285714286,0.0,37.0,27.0,29.0,20.0,5.0,46.226115675002326,-15.443970446817115
15,1,170.05455882654155,27.314285714285713,14.478571428571426,0.0,28.0,37.0,27.0,29.0,20.0,47.49070656611145,-33.70856133792623
39,2,167.40125553286424,28.657142857142862,11.828571428571427,0.0,15.0,28.0,37.0,27.0,29.0,48.755297457220564,-19.47315222903533
35,3,235.92941842583141,29.385714285714283,12.985714285714286,0.0,39.0,15.0,28.0,37.0,27.0,50.019888348329665,-15.737743120144438
28,2,346.22682005880586,29.5,13.085714285714285,0.0,35.0,39.0,15.0,28.0,37.0,51.284479239438774,-26.002334011253552
37,3,250.10940562030984,29.985714285714284,13.428571428571427,0.0,28.0,35.0,39.0,15.0,28.0,52.54907013054789,-14.266924902362653
28,2,184.16361515872,29.271428571428572,14.935714285714289,0.0,37.0,28.0,35.0,39.0,15.0,53.813661021657,-20.03151579347177
39,1,158.09857216652804,29.357142857142858,10.564285714285717,0.0,28.0,37.0,28.0,35.0,39.0,55.078251912766106,38.703893315419116
30,1,159.48634255670626,29.21428571428571,9.535714285714286,0.0,39.0,28.0,37.0,28.0,35.0,56.342842803875214,6.939302424310014
28,1,109.51373860244844,30.4,11.02142857142857,0.0,30.0,39.0,28.0,37.0,28.0,57.60743369498432,-6.325288466799093
37,2,113.74050490935385,28.814285714285717,11.492857142857142,0.0,28.0,30.0,39.0,28.0,37.0,58.872024586093424,-33.58987935790821
12,1,111.98832726397829,28.5,12.514285714285714,0.0,37.0,28.0,30.0,39.0,28.0,60.13661547720254,-0.8544702490173179
56,2,179.33014961084587,27.87142857142857,11.142857142857142,0.0,12.0,37.0,28.0,30.0,39.0,61.401206368311655,-17.619061140126426
56,2,160.8471932462714,25.885714285714283,13.9,5.1,56.0,12.0,37.0,28.0,30.0,55.5,13.199246598474845
89,3,163.4515018239031,26.057142857142853,9.764285714285714,0.0,56.0,56.0,12.0,37.0,28.0,57.55769230769231,1.538104999074143
139,2,168.615227660215,25.085714285714282,11.95,56.6,89.0,56.0,56.0,12.0,37.0,59.77884615384616,26.295232630442648
136,3,291.1016957598875,22.371428571428577,10.571428571428571,9.9,139.0,89.0,56.0,56.0,12.0,62.269230769230774,53.917744877195794
130,4,285.3556267215885,22.214285714285715,10.335714285714284,5.8,136.0,139.0,89.0,56.0,56.0,64.76923076923076,34.53544943164125
124,3,326.24725053629464,20.7,8.85,3.0,130.0,136.0,139.0,89.0,56.0,66.81730769230771,15.379115524548233
105,3,240.7493585719894,20.45714285714286,8.392857142857142,0.0,124.0,130.0,136.0,139.0,89.0,68.78846153846155,20.761243155916745
103,3,192.87500703128867,20.15714285714285,10.007142857142854,29.9,105.0,124.0,130.0,136.0,139.0,71.09615384615384,-1.0248984434839556
116,2,279.0021568963129,14.757142857142856,12.414285714285713,4.4,103.0,105.0,124.0,130.0,136.0,73.67307692307693,-13.945655427500055
109,4,252.95216505675717,16.914285714285715,7.364285714285713,7.1,116.0,103.0,105.0,124.0,130.0,76.55769230769229,-7.02025856536229
89,3,312.95432888928326,16.84285714285714,9.314285714285717,17.3,109.0,116.0,103.0,105.0,124.0,78.95192307692308,-12.84966939553224
85,2,260.96747248340944,16.842857142857145,6.564285714285715,0.5,89.0,109.0,116.0,103.0,105.0,80.38461538461537,11.30168900506707
32,1,224.60387261386262,13.1,17.464285714285715,22.4,85.0,89.0,109.0,116.0,103.0,81.41346153846152,19.654970482589434
91,3,272.53554929695355,15.971428571428572,14.135714285714286,13.7,32.0,85.0,89.0,109.0,116.0,82.24038461538461,-41.078876218362545
65,1,314.76692150716383,15.257142857142856,16.542857142857144,14.2,91.0,32.0,85.0,89.0,109.0,82.75961538461539,17.401893012406674
43,2,261.72855514677786,12.214285714285715,14.364285714285714,9.1,65.0,91.0,32.0,85.0,89.0,83.67307692307693,-9.511568526054873
65,3,573.9611911012443,12.057142857142857,8.735714285714286,0.0,43.0,65.0,91.0,32.0,85.0,84.76923076923076,-32.60772237220871
63,3,341.07581848222117,14.585714285714285,14.935714285714289,0.0,65.0,43.0,65.0,91.0,32.0,85.40384615384616,-11.2423377568241
85,2,267.3044494316712,16.75714285714286,8.392857142857142,0.3,63.0,65.0,43.0,65.0,91.0,86.32692307692308,-14.165414679901021
81,2,361.3467327149136,18.18571428571429,12.757142857142856,25.200000000000006,85.0,63.0,65.0,43.0,65.0,87.375,6.786508397022061
67,3,337.9712768425143,18.5,8.507142857142858,0.0,81.0,85.0,63.0,65.0,43.0,89.49038461538461,0.6711237816374336
73,1,329.79149330207736,18.1,12.871428571428574,0.0,67.0,81.0,85.0,63.0,65.0,92.1346153846154,-15.973106987593324
84,1,195.8279900957951,18.428571428571427,16.314285714285713,11.4,73.0,67.0,81.0,85.0,63.0,93.92307692307692,-11.761568526054845
109,1,384.22284560928114,17.328571428571426,13.214285714285715,1.3,84.0,73.0,67.0,81.0,85.0,95.19230769230768,-2.030799295285618
130,1,345.47184813590286,18.414285714285715,14.357142857142858,0.8,109.0,84.0,73.0,67.0,81.0,96.4807692307692,21.680739166252852
110,1,448.5169734055944,19.2,8.735714285714286,0.0,130.0,109.0,84.0,73.0,67.0,98.43269230769228,40.72881608932977
114,1,217.9044497232859,21.428571428571427,10.8,21.4,110.0,130.0,109.0,84.0,73.0,100.26923076923076,1.133675967114721
127,4,314.6206340298981,19.85714285714285,10.114285714285714,7.1,114.0,110.0,130.0,109.0,84.0,101.6153846153846,2.82830359848324
139,4,308.9577462080223,23.47142857142857,10.457142857142856,0.3,127.0,114.0,110.0,130.0,109.0,102.64423076923076,7.181585076005612
127,4,289.07492072540987,22.057142857142853,12.757142857142856,0.0,139.0,127.0,114.0,110.0,130.0,103.15384615384615,11.794481938143365
92,3,348.24398694294007,21.571428571428566,12.757142857142856,1.5,127.0,139.0,127.0,114.0,110.0,102.9903846153846,5.243917261819576
119,3,264.59467390634916,25.57142857142857,10.114285714285714,0.3,92.0,127.0,139.0,127.0,114.0,102.32692307692308,-12.556647414504207
131,4,321.2955316157468,22.6,11.607142857142858,4.1,119.0,92.0,127.0,139.0,127.0,101.69230769230768,0.6283648322489341
145,4,195.23944951432773,23.4,12.192857142857143,0.8,131.0,119.0,92.0,127.0,139.0,101.28846153846152,8.197992463617453
161,4,328.10393951807947,26.114285714285717,10.0,0.0,145.0,131.0,119.0,92.0,127.0,100.69230769230766,11.863773941139831
113,4,338.76437156629817,25.62857142857143,11.828571428571427,0.0,161.0,145.0,131.0,119.0,92.0,99.84615384615385,21.654555418662184
85,4,277.4739780266264,26.6,9.878571428571428,0.0,113.0,161.0,145.0,131.0,119.0,98.98076923076924,4.954952280799943
78,4,212.83331656493192,27.557142857142857,12.178571428571427,0.8999999999999999,85.0,113.0,161.0,145.0,131.0,99.04807692307692,-5.210997010908457
72,4,262.7702987481591,27.78571428571429,12.87142857142857,0.0,78.0,85.0,113.0,161.0,145.0,100.25,-10.944253994924553
47,4,224.11951389030293,28.32857142857143,11.385714285714286,0.0,72.0,78.0,85.0,113.0,161.0,111.984842012676,-15.443970446817115
91,4,221.61372138524345,27.857142857142854,9.65,0.0,47.0,72.0,78.0,85.0,113.0,113.24943290378513,-33.70856133792623
77,4,208.5502390934947,27.800000000000004,10.335714285714287,0.0,91.0,47.0,72.0,78.0,85.0,114.51402379489424,-19.47315222903533
63,4,218.1098352535269,28.1,8.964285714285714,0.0,77.0,91.0,47.0,72.0,78.0,115.77861468600334,-15.737743120144438
96,4,217.88368021716698,28.428571428571434,11.592857142857143,0.0,63.0,77.0,91.0,47.0,72.0,117.04320557711245,-26.002334011253552
78,4,234.58807799522208,28.800000000000004,9.65,0.0,96.0,63.0,77.0,91.0,47.0,118.30779646822157,-14.266924902362653
207,4,384.43834261652916,28.414285714285718,7.707142857142857,0.0,78.0,96.0,63.0,77.0,91.0,119.57238735933065,-20.03151579347177
135,4,190.3855949728634,29.057142857142853,8.507142857142856,0.0,207.0,78.0,96.0,63.0,77.0,120.83697825043976,38.703893315419116
120,4,198.59322042197448,27.714285714285715,9.19285714285714,0.0,135.0,207.0,78.0,96.0,63.0,122.10156914154888,6.939302424310014
70,4,191.15147551030282,27.4,8.507142857142856,0.0,120.0,135.0,207.0,78.0,96.0,123.366160032658,-6.325288466799093
129,4,309.67532553171526,27.328571428571426,8.507142857142856,0.0,70.0,120.0,135.0,207.0,78.0,124.63075092376712,-33.58987935790821
123,4,330.978505754656,26.142857142857142,10.8,0.5,129.0,70.0,120.0,135.0,207.0,125.89534181487622,-0.8544702490173179
136,4,206.3915172718752,26.12857142857143,9.65,0.0,123.0,129.0,70.0,120.0,135.0,127.15993270598531,-17.619061140126426
116,4,204.11149601297438,25.17142857142857,7.135714285714287,0.0,136.0,123.0,129.0,70.0,120.0,128.42452359709443,13.199246598474845
136,4,192.49537575924742,25.071428571428577,9.992857142857146,0.0,116.0,136.0,123.0,129.0,70.0,129.6891144882035,1.538104999074143
145,3,214.1571776622539,23.78571428571429,8.507142857142858,0.0,136.0,116.0,136.0,123.0,129.0,130.95370537931265,26.295232630442648
113,3,191.9029872474057,24.37142857142857,12.985714285714286,14.0,145.0,136.0,116.0,136.0,123.0,132.21829627042177,53.917744877195794
84,4,255.05908044557157,20.8,9.771428571428572,0.0,113.0,145.0,136.0,116.0,136.0,133.48288716153087,34.53544943164125
104,4,195.82804893534302,23.0,9.421428571428573,0.0,84.0,113.0,145.0,136.0,116.0,134.74747805263996,15.379115524548233
83,4,196.2342392420316,20.47142857142857,9.428571428571429,0.0,104.0,84.0,113.0,145.0,136.0,136.01206894374909,20.761243155916745
63,4,193.42508526477852,18.585714285714285,9.192857142857145,0.0,83.0,104.0,84.0,113.0,145.0,137.27665983485818,-1.0248984434839556
68,4,211.41133222677692,17.32857142857143,16.67142857142857,0.0,63.0,83.0,104.0,84.0,113.0,138.5412507259673,-13.945655427500055
67,4,220.8052436386959,15.399999999999995,12.514285714285714,0.0,68.0,63.0,83.0,104.0,84.0,139.8058416170764,-7.02025856536229
138,1,205.84777209139344,11.814285714285711,13.664285714285713,0.0,67.0,68.0,63.0,83.0,104.0,141.07043250818555,-12.84966939553224
161,3,166.34208095923196,13.714285714285715,18.15714285714285,0.0,138.0,67.0,68.0,63.0,83.0,142.33502339929458,11.30168900506707
48,2,202.69176400416455,14.45,31.975,2.3,161.0,138.0,67.0,68.0,63.0,143.59961429040374,19.654970482589434
