demand,civilians_rank,distance,AverageTemp,AverageWindSpeed,Precipitation,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
37,1,314.8217189645772,18.1,12.871428571428574,0.0,105.0,38.0,53.0,75.0,119.0,132.00961538461542,10.096715318230704
66,1,187.83679965065738,18.428571428571427,16.314285714285713,11.4,37.0,105.0,38.0,53.0,75.0,131.5480769230769,-16.31099926363866
136,1,391.95256049918856,17.328571428571426,13.214285714285715,1.3,66.0,37.0,105.0,38.0,53.0,130.5,0.44154256474838216
160,1,350.38261901263513,18.414285714285715,14.357142857142858,0.8,136.0,66.0,37.0,105.0,38.0,129.16346153846158,16.88318695723799
105,1,440.6501573233557,19.2,8.735714285714286,0.0,160.0,136.0,66.0,37.0,105.0,129.8173076923077,32.64534417024041
143,1,203.54175381900436,21.428571428571427,10.8,21.4,105.0,160.0,136.0,66.0,37.0,130.99038461538458,-2.919421693680227
127,4,298.41944566876236,19.85714285714285,10.114285714285714,7.1,143.0,105.0,160.0,136.0,66.0,131.1730769230769,8.983761160347846
163,4,286.86605323058114,23.47142857142857,10.457142857142856,0.3,127.0,143.0,105.0,160.0,136.0,130.14423076923077,4.858097860529762
116,4,269.4393617719913,22.057142857142853,12.757142857142856,0.0,163.0,127.0,143.0,105.0,160.0,128.4230769230769,12.302947381224485
124,3,337.28538930397275,21.571428571428566,12.757142857142856,1.5,116.0,163.0,127.0,143.0,105.0,126.57692307692308,-19.992587713465397
109,3,246.00093016376846,25.57142857142857,10.114285714285714,0.3,124.0,116.0,163.0,127.0,143.0,124.31730769230772,-13.61504588507836
99,4,304.03056532028864,22.6,11.607142857142858,4.1,109.0,124.0,116.0,163.0,127.0,122.6442307692308,-7.878529697716953
197,4,186.44626581374862,23.4,12.192857142857143,0.8,99.0,109.0,124.0,116.0,163.0,120.97115384615385,-11.494577612919645
109,4,299.4909135289364,26.114285714285717,10.0,0.0,197.0,99.0,109.0,124.0,116.0,119.90384615384615,26.19386165136484
143,4,311.05292367801707,25.62857142857143,11.828571428571427,0.0,109.0,197.0,99.0,109.0,124.0,119.14423076923076,-4.848468315119918
87,4,250.21719197175858,26.6,9.878571428571428,0.0,143.0,109.0,197.0,99.0,109.0,117.82692307692308,-0.3907982816046615
82,4,190.6607217977681,27.557142857142857,12.178571428571427,0.8999999999999999,87.0,143.0,109.0,197.0,99.0,116.5,-15.026076966038131
72,4,248.1869542884468,27.78571428571429,12.87142857142857,0.0,82.0,87.0,143.0,109.0,197.0,114.52884615384615,-6.6325094966254605
37,4,203.85807397795867,28.32857142857143,11.385714285714286,0.0,72.0,82.0,87.0,143.0,109.0,121.27831912602056,-27.74197147947603
106,4,203.1415835957333,27.857142857142854,9.65,0.0,37.0,72.0,82.0,87.0,143.0,120.8531923766494,-58.66823355514478
168,4,188.1946382345801,27.800000000000004,10.335714285714287,0.0,106.0,37.0,72.0,82.0,87.0,120.4280656272782,-37.83167511799296
191,4,198.84217082760918,28.1,8.964285714285714,0.0,168.0,106.0,37.0,72.0,82.0,120.00293887790701,7.729242293517808
79,4,195.35900217049183,28.428571428571434,11.592857142857143,0.0,191.0,168.0,106.0,37.0,72.0,119.57781212853584,26.655642009371533
102,4,206.70080320383812,28.800000000000004,9.65,0.0,79.0,191.0,168.0,106.0,37.0,119.1526853791647,-28.27316189468422
159,4,366.03849416869264,28.414285714285718,7.707142857142857,0.0,102.0,79.0,191.0,168.0,106.0,118.72755862979349,-16.94555554232972
122,4,175.79121628399915,29.057142857142853,8.507142857142856,0.0,159.0,102.0,79.0,191.0,168.0,118.3024318804223,10.869230297204261
112,4,176.49892546568225,27.714285714285715,9.19285714285714,0.0,122.0,159.0,102.0,79.0,191.0,117.87730513105114,4.414785367507466
59,4,179.12926643453048,27.4,8.507142857142856,0.0,112.0,122.0,159.0,102.0,79.0,117.45217838167996,-2.0428646903944347
71,4,289.3895129962328,27.328571428571426,8.507142857142856,0.0,59.0,112.0,122.0,159.0,102.0,117.02705163230878,-21.032566030347635
168,4,307.54904020174666,26.142857142857142,10.8,0.5,71.0,59.0,112.0,122.0,159.0,116.60192488293761,-30.342780190813674
137,4,185.25333005055265,26.12857142857143,9.65,0.0,168.0,71.0,59.0,112.0,122.0,116.17679813356642,-17.239532812818133
118,4,186.942618383218,25.17142857142857,7.135714285714287,0.0,137.0,168.0,71.0,59.0,112.0,115.75167138419523,-16.78051620405338
105,4,176.60183126047497,25.071428571428577,9.992857142857146,0.0,118.0,137.0,168.0,71.0,59.0,115.32654463482409,-19.27662780041684
151,3,186.56891136829518,23.78571428571429,8.507142857142858,0.0,105.0,118.0,137.0,168.0,71.0,114.9014178854529,24.59585034680946
25,3,174.81304200561692,24.37142857142857,12.985714285714286,14.0,151.0,105.0,118.0,137.0,168.0,114.47629113608171,27.340123365830607
87,4,237.25247938910383,20.8,9.771428571428572,0.0,25.0,151.0,105.0,118.0,137.0,114.05116438671055,-24.65598823053284
67,4,173.01701033691631,23.0,9.421428571428573,0.0,87.0,25.0,151.0,105.0,118.0,113.62603763733937,12.453669403872945
95,4,173.6872849994055,20.47142857142857,9.428571428571429,0.0,67.0,87.0,25.0,151.0,105.0,113.20091088796819,-0.6129550130033453
133,4,172.73441365359787,18.585714285714285,9.192857142857145,0.0,95.0,67.0,87.0,25.0,151.0,112.77578413859699,18.46144621114604
92,4,190.5660568249821,17.32857142857143,16.67142857142857,0.0,133.0,95.0,67.0,87.0,25.0,112.35065738922584,6.599949999397963
118,4,196.6425361804014,15.399999999999995,12.514285714285714,0.0,92.0,133.0,95.0,67.0,87.0,111.92553063985466,-2.2679564687603664
134,1,198.64353819461132,11.814285714285711,13.664285714285713,0.0,118.0,92.0,133.0,95.0,67.0,111.5004038904835,27.941060140004385
102,3,163.31881767666232,13.714285714285715,18.15714285714285,0.0,134.0,118.0,92.0,133.0,95.0,111.07527714111231,30.23982033851272
52,2,194.8470083057963,14.45,31.975,2.3,102.0,134.0,118.0,92.0,133.0,110.65015039174112,37.522554895995405
