date,demand,civilians_rank,distance
2014-02-11,11,2,159.98611276654668
2014-02-18,8,3,163.489738777563
2014-02-25,15,1,246.2899429166637
2014-03-04,18,2,264.1132733307715
2014-03-11,24,3,231.33095211468566
2014-03-18,15,2,144.40668466006133
2014-03-25,19,4,244.8754863754608
2014-04-01,7,2,316.91085895810045
2014-04-08,19,4,278.3157747216301
2014-04-15,14,4,150.5467487191338
2014-04-22,6,2,203.5695670556664
2014-04-29,4,3,134.50350458080393
2014-05-06,15,3,171.14750310169006
2014-05-13,13,3,224.5389332868084
2014-05-20,48,3,155.38830661683824
2014-05-27,34,1,158.32790812801647
2014-06-03,7,2,221.72564598648083
2014-06-10,33,2,388.9571769963118
2014-06-17,33,3,203.91777922854146
2014-06-24,28,1,151.38852626192013
2014-07-01,17,2,156.57328905189775
2014-07-08,34,1,142.20932151761502
2014-07-15,49,2,138.5196039382167
2014-07-22,19,3,139.80512555796142
2014-07-29,18,2,287.70612039690474
2014-08-05,14,3,138.60799647929295
2014-08-12,45,1,138.72947912932148
2014-08-19,33,4,152.1570146606666
2014-08-26,26,2,140.35075927291882
2014-09-02,22,1,140.51583307609846
2014-09-09,34,2,210.15648967129678
2014-09-16,50,2,127.68577111437149
2014-09-23,66,1,158.59826831992697
2014-09-30,8,1,251.96159610520385
2014-10-07,20,3,120.26244551510351
2014-10-14,43,1,141.70898315820412
2014-10-21,43,2,241.269479438795
2014-10-28,13,1,121.2296599827298
2014-11-04,11,1,234.01050395106338
2014-11-11,17,2,237.09754485573674
2014-11-18,44,3,176.18147371500538
2014-11-25,39,1,261.9147598367712
2014-12-02,9,3,134.393734517519
2014-12-09,17,1,167.50560593542014
2014-12-16,47,2,261.457238154341
2014-12-23,17,2,491.394636770253
2014-12-30,33,4,319.498671941728
2015-01-06,10,2,236.8490643520759
2015-01-13,36,1,511.7760807547797
2015-01-20,26,1,378.4098319062547
2015-01-27,26,1,342.04500762797335
2015-02-03,107,2,238.2593286643031
2015-02-10,163,3,328.21376989662764
2015-02-17,133,1,137.89196640059237
2015-02-24,158,2,434.52163652403084
2015-03-03,132,2,529.2205090613355
2015-03-10,142,1,668.8810772298386
2015-03-17,129,1,278.0753279508005
2015-03-24,186,3,287.2448691716446
2015-03-31,149,2,392.8115727000725
2015-04-07,189,1,249.79011004945184
2015-04-14,167,1,333.07868317493063
2015-04-21,235,2,235.0583756769028
2015-04-28,343,3,332.6924391872425
2015-05-05,244,3,144.99572085524701
2015-05-12,255,3,251.63810573525055
2015-05-19,316,1,155.02993560344143
2015-05-26,287,3,406.1898188511355
2015-06-02,312,1,488.3615268611296
2015-06-09,353,2,141.39110247532528
2015-06-16,325,3,239.46691351095112
2015-06-23,302,1,273.94801411654163
2015-06-30,249,4,360.10442926713137
2015-07-07,267,1,396.4088883050607
2015-07-14,236,1,252.19411319528686
2015-07-21,206,1,158.61879215769974
2015-07-28,376,2,160.09739658610275
2015-08-04,253,3,214.85438926836213
2015-08-11,313,2,328.4506766388863
2015-08-18,328,3,234.23798697906426
2015-08-25,264,2,152.15397252145584
2015-09-01,339,1,152.9202433964371
2015-09-08,234,1,143.30540338989647
2015-09-15,287,1,124.90719360421714
2015-09-22,433,2,120.11121493277264
2015-09-29,161,1,123.60917788305954
2015-10-06,296,2,153.85731434366443
2015-10-13,290,2,145.04687997590838
2015-10-20,286,3,135.54905812514548
2015-10-27,291,2,145.46682493624232
2015-11-03,275,3,271.438602510306
2015-11-10,307,4,263.05949130140715
2015-11-17,236,3,310.1821045170236
2015-11-24,279,3,223.79669465417254
2015-12-01,256,3,162.39738766956145
2015-12-08,232,2,245.7364223706256
2015-12-15,331,4,217.24995999179643
2015-12-22,317,3,265.00806860189056
2015-12-29,263,2,228.00801663131847
2016-01-05,182,1,187.5912648184849
2016-01-12,324,3,247.59080064555252
2016-01-19,294,1,261.14588935713857
2016-01-26,325,2,207.6128084931577
2016-02-02,336,3,529.1215034424091
2016-02-09,297,3,316.8258414835159
2016-02-16,334,2,233.04738922160604
2016-02-23,312,2,325.65167307528577
2016-03-01,302,3,316.06531566758287
