date,demand,civilians_rank,distance
2014-02-11,16,2,159.98611276654668
2014-02-18,46,3,163.489738777563
2014-02-25,37,1,246.2899429166637
2014-03-04,31,2,264.1132733307715
2014-03-11,50,3,231.33095211468566
2014-03-18,43,2,144.40668466006133
2014-03-25,16,4,244.8754863754608
2014-04-01,55,2,316.91085895810045
2014-04-08,59,4,278.3157747216301
2014-04-15,52,4,150.5467487191338
2014-04-22,65,2,203.5695670556664
2014-04-29,26,3,134.50350458080393
2014-05-06,53,3,171.14750310169006
2014-05-13,44,3,224.5389332868084
2014-05-20,52,3,155.38830661683824
2014-05-27,36,1,158.32790812801647
2014-06-03,58,2,221.72564598648083
2014-06-10,58,2,388.9571769963118
2014-06-17,32,3,203.91777922854146
2014-06-24,37,1,151.38852626192013
2014-07-01,50,2,156.57328905189775
2014-07-08,55,1,142.20932151761502
2014-07-15,22,2,138.5196039382167
2014-07-22,47,3,139.80512555796142
2014-07-29,15,2,287.70612039690474
2014-08-05,49,3,138.60799647929295
2014-08-12,32,1,138.72947912932148
2014-08-19,26,4,152.1570146606666
2014-08-26,63,2,140.35075927291882
2014-09-02,59,1,140.51583307609846
2014-09-09,41,2,210.15648967129678
2014-09-16,51,2,127.68577111437149
2014-09-23,48,1,158.59826831992697
2014-09-30,34,1,251.96159610520385
2014-10-07,18,3,120.26244551510351
2014-10-14,59,1,141.70898315820412
2014-10-21,37,2,241.269479438795
2014-10-28,51,1,121.2296599827298
2014-11-04,53,1,234.01050395106338
2014-11-11,50,2,237.09754485573674
2014-11-18,34,3,176.18147371500538
2014-11-25,55,1,261.9147598367712
2014-12-02,50,3,134.393734517519
2014-12-09,71,1,167.50560593542014
2014-12-16,54,2,261.457238154341
2014-12-23,63,2,491.394636770253
2014-12-30,25,4,319.498671941728
2015-01-06,60,2,236.8490643520759
2015-01-13,55,1,511.7760807547797
2015-01-20,47,1,378.4098319062547
2015-01-27,42,1,342.04500762797335
2015-02-03,81,2,238.2593286643031
2015-02-10,55,3,328.21376989662764
2015-02-17,69,1,137.89196640059237
2015-02-24,53,2,434.52163652403084
2015-03-03,32,2,529.2205090613355
2015-03-10,89,1,668.8810772298386
2015-03-17,49,1,278.0753279508005
2015-03-24,72,3,287.2448691716446
2015-03-31,44,2,392.8115727000725
2015-04-07,81,1,249.79011004945184
2015-04-14,35,1,333.07868317493063
2015-04-21,73,2,235.0583756769028
2015-04-28,49,3,332.6924391872425
2015-05-05,55,3,144.99572085524701
2015-05-12,54,3,251.63810573525055
2015-05-19,49,1,155.02993560344143
2015-05-26,42,3,406.1898188511355
2015-06-02,61,1,488.3615268611296
2015-06-09,70,2,141.39110247532528
2015-06-16,68,3,239.46691351095112
2015-06-23,61,1,273.94801411654163
2015-06-30,58,4,360.10442926713137
2015-07-07,77,1,396.4088883050607
2015-07-14,59,1,252.19411319528686
2015-07-21,23,1,158.61879215769974
2015-07-28,68,2,160.09739658610275
2015-08-04,79,3,214.85438926836213
2015-08-11,60,2,328.4506766388863
2015-08-18,66,3,234.23798697906426
2015-08-25,50,2,152.15397252145584
2015-09-01,49,1,152.9202433964371
2015-09-08,49,1,143.30540338989647
