date,demand,civilians_rank,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2014-07-29,7,2,12.0,3.0,7.0,7.0,4.0,-4.154077241592187,-2.6064684456455467
2014-08-05,9,3,7.0,12.0,3.0,7.0,7.0,-3.0715715280194966,16.797580884815673
2014-08-12,2,1,9.0,7.0,12.0,3.0,7.0,9.346153846153848,0.5097621232818108
2014-08-19,14,4,2.0,9.0,7.0,12.0,3.0,9.26923076923077,-12.077917410963506
2014-08-26,8,2,14.0,2.0,9.0,7.0,12.0,9.240384615384617,-3.4668789964908715
2014-09-02,2,1,8.0,14.0,2.0,9.0,7.0,9.163461538461537,-6.432763658941318
2014-09-09,7,2,2.0,8.0,14.0,2.0,9.0,9.211538461538463,-8.00121242395586
2014-09-16,18,2,7.0,2.0,8.0,14.0,2.0,9.394230769230768,-6.04081503512425
2014-09-23,20,1,18.0,7.0,2.0,8.0,14.0,9.394230769230768,-12.30477662065162
2014-09-30,0,1,20.0,18.0,7.0,2.0,8.0,9.25,5.886389998949222
2014-10-07,3,3,0.0,20.0,18.0,7.0,2.0,9.278846153846157,-22.303853637860197
2014-10-14,11,1,3.0,0.0,20.0,18.0,7.0,9.480769230769235,3.813595033022692
2014-10-21,13,2,11.0,3.0,0.0,20.0,18.0,9.605769230769235,14.87335139621327
2014-10-28,14,1,13.0,11.0,3.0,0.0,20.0,9.634615384615387,20.282466733762824
2014-11-04,4,1,14.0,13.0,11.0,3.0,0.0,9.663461538461544,18.050556430286747
2014-11-11,10,2,4.0,14.0,13.0,11.0,3.0,9.653846153846157,21.107107665272192
2014-11-18,24,3,10.0,4.0,14.0,13.0,11.0,9.615384615384619,17.807889669488418
2014-11-25,12,1,24.0,10.0,4.0,14.0,13.0,9.557692307692312,20.48303064806361
2014-12-02,5,3,12.0,24.0,10.0,4.0,14.0,9.500000000000002,22.48829983176702
2014-12-09,20,1,5.0,12.0,24.0,10.0,4.0,9.490384615384617,1.8781844000858052
2014-12-16,9,2,20.0,5.0,12.0,24.0,10.0,9.442307692307693,-0.10693103159541197
2014-12-23,7,2,9.0,20.0,5.0,12.0,24.0,10.355769230769226,15.520133023902867
2014-12-30,13,4,7.0,9.0,20.0,5.0,12.0,12.115384615384615,11.176043233247292
2015-01-06,7,2,13.0,7.0,9.0,20.0,5.0,13.682692307692307,79.4761842118225
2015-01-13,0,1,7.0,13.0,7.0,9.0,20.0,15.25,-20.77936805094929
2015-01-20,2,1,0.0,7.0,13.0,7.0,9.0,16.78846153846154,-0.23609882018006798
2015-01-27,24,1,2.0,0.0,7.0,13.0,7.0,17.798076923076927,-13.389944974026214
2015-02-03,2,2,24.0,2.0,0.0,7.0,13.0,19.125000000000004,-17.293791127872367
2015-02-10,12,3,2.0,24.0,2.0,0.0,7.0,21.06730769230769,-7.777899159272933
2015-02-17,2,1,12.0,2.0,24.0,2.0,0.0,22.82692307692308,4.8035732951771895
2015-02-24,14,2,2.0,12.0,2.0,24.0,2.0,24.336538461538463,1.3754303650119404
2015-03-03,19,2,14.0,2.0,12.0,2.0,24.0,25.663461538461537,-0.7898920523328109
2015-03-10,17,1,19.0,14.0,2.0,12.0,2.0,27.009615384615394,1.3011957867327022
2015-03-17,20,1,17.0,19.0,14.0,2.0,12.0,28.365384615384606,5.369847728362322
2015-03-24,3,3,20.0,17.0,19.0,14.0,2.0,29.673076923076927,1.9384996699919324
2015-03-31,16,2,3.0,20.0,17.0,19.0,14.0,31.009615384615387,-12.816566337096393
2015-04-07,15,1,16.0,3.0,20.0,17.0,19.0,32.096153846153854,-10.741504139056527
2015-04-14,5,1,15.0,16.0,3.0,20.0,17.0,33.269230769230774,-12.124775274349986
2015-04-21,14,2,5.0,15.0,16.0,3.0,20.0,35.04807692307693,-12.568943845540886
2015-04-28,5,3,14.0,5.0,15.0,16.0,3.0,36.92307692307692,-10.38811241673178
2015-05-05,5,3,5.0,14.0,5.0,15.0,16.0,38.83653846153846,-17.540614321256008
2015-05-12,1,3,5.0,5.0,14.0,5.0,15.0,40.980769230769226,-14.388629046293065
2015-05-19,4,1,1.0,5.0,5.0,14.0,5.0,43.105769230769226,-19.624464284150623
2015-05-26,8,3,4.0,1.0,5.0,5.0,14.0,44.71153846153847,-13.847479009187676
2015-06-02,12,1,8.0,4.0,1.0,5.0,5.0,46.22115384615386,-14.807673221404213
2015-06-09,6,2,12.0,8.0,4.0,1.0,5.0,47.93269230769232,-17.049918715672042
2015-06-16,111,3,6.0,12.0,8.0,4.0,1.0,49.451923076923094,-12.074215491991145
2015-06-23,86,1,111.0,6.0,12.0,8.0,4.0,50.95192307692307,18.789308244510273
2015-06-30,88,4,86.0,111.0,6.0,12.0,8.0,52.55769230769232,3.774626852806552
2015-07-07,89,1,88.0,86.0,111.0,6.0,12.0,54.144230769230774,8.163791614948988
2015-07-14,81,1,89.0,88.0,86.0,111.0,6.0,55.471153846153854,-0.6613619783628613
2015-07-21,39,1,81.0,89.0,88.0,86.0,111.0,57.06730769230769,-13.423979314568305
2015-07-28,118,2,39.0,81.0,89.0,88.0,86.0,58.92307692307693,-2.6064684456455467
2015-08-04,100,3,118.0,39.0,81.0,89.0,88.0,60.01923076923079,16.797580884815673
2015-08-11,94,2,100.0,118.0,39.0,81.0,89.0,60.85576923076924,0.5097621232818108
2015-08-18,79,3,94.0,100.0,118.0,39.0,81.0,62.086538461538474,-12.077917410963506
2015-08-25,81,2,79.0,94.0,100.0,118.0,39.0,63.67307692307693,-3.4668789964908715
2015-09-01,69,1,81.0,79.0,94.0,100.0,118.0,65.03846153846155,-6.432763658941318
2015-09-08,81,1,69.0,81.0,79.0,94.0,100.0,66.08653846153847,-8.00121242395586
2015-09-15,80,1,81.0,69.0,81.0,79.0,94.0,67.41346153846153,-6.04081503512425
2015-09-22,97,2,80.0,81.0,69.0,81.0,79.0,68.59615384615384,-12.30477662065162
2015-09-29,36,1,97.0,80.0,81.0,69.0,81.0,69.55769230769229,5.886389998949222
2015-10-06,89,2,36.0,97.0,80.0,81.0,69.0,70.4903846153846,-22.303853637860197
2015-10-13,110,2,89.0,36.0,97.0,80.0,81.0,71.32692307692307,3.813595033022692
2015-10-20,109,3,110.0,89.0,36.0,97.0,80.0,72.41346153846153,14.87335139621327
2015-10-27,117,2,109.0,110.0,89.0,36.0,97.0,73.54807692307692,20.282466733762824
2015-11-03,124,3,117.0,109.0,110.0,89.0,36.0,74.60576923076921,18.050556430286747
2015-11-10,111,4,124.0,117.0,109.0,110.0,89.0,75.83653846153847,21.107107665272192
2015-11-17,90,3,111.0,124.0,117.0,109.0,110.0,77.16346153846153,17.807889669488418
2015-11-24,103,3,90.0,111.0,124.0,117.0,109.0,78.58653846153845,20.48303064806361
2015-12-01,92,3,103.0,90.0,111.0,124.0,117.0,80.01923076923076,22.48829983176702
2015-12-08,91,2,92.0,103.0,90.0,111.0,124.0,81.24999999999999,1.8781844000858052
2015-12-15,94,4,91.0,92.0,103.0,90.0,111.0,82.64423076923076,-0.10693103159541197
2015-12-22,89,3,94.0,91.0,92.0,103.0,90.0,83.2403846153846,15.520133023902867
2015-12-29,96,2,89.0,94.0,91.0,92.0,103.0,82.90384615384616,11.176043233247292
2016-01-05,62,1,96.0,89.0,94.0,91.0,92.0,82.82692307692307,79.4761842118225
2016-01-12,111,3,62.0,96.0,89.0,94.0,91.0,82.60576923076924,-20.77936805094929
2016-01-19,84,1,111.0,62.0,96.0,89.0,94.0,81.98076923076924,-0.23609882018006798
2016-01-26,56,2,84.0,111.0,62.0,96.0,89.0,82.27884615384616,-13.389944974026214
2016-02-02,57,3,56.0,84.0,111.0,62.0,96.0,82.75961538461537,-17.293791127872367
2016-02-09,85,3,57.0,56.0,84.0,111.0,62.0,82.34615384615383,-7.777899159272933
2016-02-16,94,2,85.0,57.0,56.0,84.0,111.0,81.75961538461539,4.8035732951771895
2016-02-23,64,2,94.0,85.0,57.0,56.0,84.0,81.45192307692307,1.3754303650119404
2016-03-01,78,3,64.0,94.0,85.0,57.0,56.0,81.53846153846155,-0.7898920523328109
2016-03-08,96,1,78.0,64.0,94.0,85.0,57.0,81.83653846153847,1.3011957867327022
2016-03-15,64,1,96.0,78.0,64.0,94.0,85.0,82.19230769230771,5.369847728362322
2016-03-22,59,1,64.0,96.0,78.0,64.0,94.0,82.09615384615384,1.9384996699919324
2016-03-29,57,1,59.0,64.0,96.0,78.0,64.0,81.94230769230771,-12.816566337096393
2016-04-05,61,1,57.0,59.0,64.0,96.0,78.0,82.54807692307693,-10.741504139056527
2016-04-12,72,1,61.0,57.0,59.0,64.0,96.0,83.44230769230771,-12.124775274349986
2016-04-19,65,4,72.0,61.0,57.0,59.0,64.0,83.91346153846155,-12.568943845540886
2016-04-26,64,4,65.0,72.0,61.0,57.0,59.0,84.41346153846155,-10.38811241673178
2016-05-03,74,4,64.0,65.0,72.0,61.0,57.0,84.875,-17.540614321256008
2016-05-10,70,3,74.0,64.0,65.0,72.0,61.0,85.19230769230771,-14.388629046293065
2016-05-17,83,3,70.0,74.0,64.0,65.0,72.0,85.69230769230771,-19.624464284150623
2016-05-24,78,4,83.0,70.0,74.0,64.0,65.0,86.67307692307693,-13.847479009187676
2016-05-31,70,4,78.0,83.0,70.0,74.0,64.0,87.96153846153847,-14.807673221404213
2016-06-07,93,4,70.0,78.0,83.0,70.0,74.0,88.8942307692308,-17.049918715672042
2016-06-14,86,4,93.0,70.0,78.0,83.0,70.0,89.36538461538464,-12.074215491991145
2016-06-21,76,4,86.0,93.0,70.0,78.0,83.0,90.19230769230772,18.789308244510273
2016-06-28,90,4,76.0,86.0,93.0,70.0,78.0,91.54807692307695,3.774626852806552
2016-07-05,64,4,90.0,76.0,86.0,93.0,70.0,94.71153846153851,8.163791614948988
2016-07-12,41,4,64.0,90.0,76.0,86.0,93.0,93.77757045097827,-0.6613619783628613
2016-07-19,110,4,41.0,64.0,90.0,76.0,86.0,94.38676289986807,-13.423979314568305
2016-07-26,97,4,110.0,41.0,64.0,90.0,76.0,94.99595534875786,-2.6064684456455467
2016-08-02,78,4,97.0,110.0,41.0,64.0,90.0,95.60514779764765,16.797580884815673
2016-08-09,55,4,78.0,97.0,110.0,41.0,64.0,96.21434024653743,0.5097621232818108
2016-08-16,86,4,55.0,78.0,97.0,110.0,41.0,96.82353269542723,-12.077917410963506
2016-08-23,83,4,86.0,55.0,78.0,97.0,110.0,97.43272514431706,-3.4668789964908715
2016-08-30,98,4,83.0,86.0,55.0,78.0,97.0,98.04191759320685,-6.432763658941318
2016-09-06,89,4,98.0,83.0,86.0,55.0,78.0,98.65111004209663,-8.00121242395586
2016-09-13,62,4,89.0,98.0,83.0,86.0,55.0,99.26030249098642,-6.04081503512425
2016-09-20,99,4,62.0,89.0,98.0,83.0,86.0,99.86949493987622,-12.30477662065162
2016-09-27,97,4,99.0,62.0,89.0,98.0,83.0,100.478687388766,5.886389998949222
2016-10-04,121,4,97.0,99.0,62.0,89.0,98.0,101.08787983765579,-22.303853637860197
2016-10-11,127,4,121.0,97.0,99.0,62.0,89.0,101.6970722865456,3.813595033022692
2016-10-18,144,4,127.0,121.0,97.0,99.0,62.0,102.3062647354354,14.87335139621327
2016-10-25,130,3,144.0,127.0,121.0,97.0,99.0,102.9154571843252,20.282466733762824
2016-11-01,144,3,130.0,144.0,127.0,121.0,97.0,103.52464963321499,18.050556430286747
2016-11-08,143,4,144.0,130.0,144.0,127.0,121.0,104.13384208210478,21.107107665272192
2016-11-15,160,4,143.0,144.0,130.0,144.0,127.0,104.74303453099456,17.807889669488418
2016-11-22,167,4,160.0,143.0,144.0,130.0,144.0,105.35222697988436,20.48303064806361
2016-11-29,125,4,167.0,160.0,143.0,144.0,130.0,105.96141942877415,22.48829983176702
2016-12-06,107,4,125.0,167.0,160.0,143.0,144.0,106.57061187766395,1.8781844000858052
2016-12-13,164,4,107.0,125.0,167.0,160.0,143.0,107.17980432655376,-0.10693103159541197
2016-12-20,160,1,164.0,107.0,125.0,167.0,160.0,107.78899677544355,15.520133023902867
2016-12-27,354,3,160.0,164.0,107.0,125.0,167.0,108.39818922433335,11.176043233247292
2017-01-03,170,2,354.0,160.0,164.0,107.0,125.0,109.00738167322314,79.4761842118225
