date,demand,distance,w_{t-1},w_{t-2},w_{t-3},w_{t-4},w_{t-5},w_{t-1}_trend,w_{t-1}_seasonality
2015-06-09,23,153.58090466533105,9.0,7.0,17.0,13.0,9.0,40.711538461538474,-4.072815009949495
2015-06-16,96,255.08887156713573,23.0,9.0,7.0,17.0,13.0,41.92307692307693,-10.916723788711636
2015-06-23,71,289.82086896348864,96.0,23.0,9.0,7.0,17.0,43.29807692307693,18.909239227398007
2015-06-30,47,366.22390840471627,71.0,96.0,23.0,9.0,7.0,44.62500000000001,10.401868910174326
2015-07-07,84,395.0797204133365,47.0,71.0,96.0,23.0,9.0,46.019230769230774,-5.974091150639106
2015-07-14,67,256.33725884144656,84.0,47.0,71.0,96.0,23.0,47.134615384615394,5.253190146495123
2015-07-21,28,170.05455882654155,67.0,84.0,47.0,71.0,96.0,48.355769230769226,-4.509949428861646
2015-07-28,91,167.40125553286424,28.0,67.0,84.0,47.0,71.0,49.75000000000001,1.3358853547559408
2015-08-04,96,235.92941842583141,91.0,28.0,67.0,84.0,47.0,50.53846153846154,11.050309881963274
2015-08-11,73,346.22682005880586,96.0,91.0,28.0,67.0,84.0,51.134615384615394,7.758435797284182
2015-08-18,78,250.10940562030984,73.0,96.0,91.0,28.0,67.0,52.230769230769226,0.9353588468434084
2015-08-25,69,184.16361515872,78.0,73.0,96.0,91.0,28.0,53.53846153846154,0.7308716399923785
2015-09-01,71,158.09857216652804,69.0,78.0,73.0,96.0,91.0,54.759615384615394,2.9206152023721126
2015-09-08,68,159.48634255670626,71.0,69.0,78.0,73.0,96.0,55.875,-3.5787437993507165
2015-09-15,56,109.51373860244844,68.0,71.0,69.0,78.0,73.0,56.93269230769231,-4.026820749791494
2015-09-22,79,113.74050490935385,56.0,68.0,71.0,69.0,78.0,57.980769230769226,-13.112718213052785
2015-09-29,23,111.98832726397829,79.0,56.0,68.0,71.0,69.0,59.0,0.14112791342951847
2015-10-06,87,179.33014961084587,23.0,79.0,56.0,68.0,71.0,59.88461538461538,-10.23323108829331
2015-10-13,88,160.8471932462714,87.0,23.0,79.0,56.0,68.0,60.68269230769232,7.0558714484454
2015-10-20,79,163.4515018239031,88.0,87.0,23.0,79.0,56.0,61.50000000000001,-4.6486157584056365
2015-10-27,100,168.615227660215,79.0,88.0,87.0,23.0,79.0,62.20192307692307,8.361640624486919
2015-11-03,78,291.1016957598875,100.0,79.0,88.0,87.0,23.0,62.94230769230769,16.022538033020506
2015-11-10,54,285.3556267215885,78.0,100.0,79.0,88.0,87.0,63.769230769230774,5.651384159502803
2015-11-17,88,326.24725053629464,54.0,78.0,100.0,79.0,88.0,64.47115384615385,-10.98900048324567
2015-11-24,64,240.7493585719894,88.0,54.0,78.0,100.0,79.0,65.17307692307692,13.04689692528792
2015-12-01,73,192.87500703128867,64.0,88.0,54.0,78.0,100.0,66.14423076923077,-2.3434877174605533
2015-12-08,90,279.0021568963129,73.0,64.0,88.0,54.0,78.0,67.33653846153845,0.5385635372268769
2015-12-15,93,252.95216505675717,90.0,73.0,64.0,88.0,54.0,68.07692307692308,-3.8005390542395463
2015-12-22,89,312.95432888928326,93.0,90.0,73.0,64.0,88.0,67.81730769230771,8.254589123524806
2015-12-29,82,260.96747248340944,89.0,93.0,90.0,73.0,64.0,67.35576923076923,-2.1357955192236595
2016-01-05,52,224.60387261386262,82.0,89.0,93.0,90.0,73.0,67.26923076923077,47.47061470982275
2016-01-12,81,272.53554929695355,52.0,82.0,89.0,93.0,90.0,66.90384615384616,-15.106984938387544
2016-01-19,71,314.76692150716383,81.0,52.0,82.0,89.0,93.0,66.28846153846153,-3.953138784541384
2016-01-26,38,261.72855514677786,71.0,81.0,52.0,82.0,89.0,66.61538461538461,-5.967561861464463
2016-02-02,55,573.9611911012443,38.0,71.0,81.0,52.0,82.0,66.94230769230768,-16.582946476849074
2016-02-09,91,341.07581848222117,55.0,38.0,71.0,81.0,52.0,66.39423076923077,0.033249613622387215
2016-02-16,66,267.3044494316712,91.0,55.0,38.0,71.0,81.0,65.98076923076923,13.410494681014091
2016-02-23,70,361.3467327149136,66.0,91.0,55.0,38.0,71.0,65.62500000000001,-2.4686705080044726
2016-03-01,70,337.9712768425143,70.0,66.0,91.0,55.0,38.0,65.49038461538464,0.5720360978487664
2016-03-08,67,329.79149330207736,70.0,70.0,66.0,91.0,55.0,65.40384615384616,1.6159478319071343
2016-03-15,66,195.8279900957951,67.0,70.0,70.0,66.0,91.0,65.19230769230771,3.695115976221913
2016-03-22,55,384.22284560928114,66.0,67.0,70.0,70.0,66.0,64.92307692307692,-0.12635690510433628
2016-03-29,57,345.47184813590286,55.0,66.0,67.0,70.0,70.0,64.56730769230771,-7.614496453097254
2016-04-05,59,448.5169734055944,57.0,55.0,66.0,67.0,70.0,64.96153846153847,-1.5834052318594016
2016-04-12,56,217.9044497232859,59.0,57.0,55.0,66.0,67.0,65.35576923076924,-2.222185805493344
2016-04-19,48,314.6206340298981,56.0,59.0,57.0,55.0,66.0,64.82692307692308,-3.8096843278452335
2016-04-26,54,308.9577462080223,48.0,56.0,59.0,57.0,55.0,64.36538461538464,-5.345900798915077
2016-05-03,49,289.07492072540987,54.0,48.0,56.0,59.0,57.0,64.07692307692308,-9.907758295625936
2016-05-10,46,348.24398694294007,49.0,54.0,48.0,56.0,59.0,63.80769230769231,-11.825385023106026
2016-05-17,57,264.59467390634916,46.0,49.0,54.0,48.0,56.0,63.826923076923094,-8.079550212124587
2016-05-24,68,321.2955316157468,57.0,46.0,49.0,54.0,48.0,63.81730769230769,-4.0003820678098085
2016-05-31,72,195.23944951432773,68.0,57.0,46.0,49.0,54.0,63.759615384615394,-6.2289062311873415
2016-06-07,37,328.10393951807947,72.0,68.0,57.0,46.0,49.0,63.67307692307693,-4.072815009949495
2016-06-14,55,338.76437156629817,37.0,72.0,68.0,57.0,46.0,63.20192307692307,-10.916723788711636
2016-06-21,64,277.4739780266264,55.0,37.0,72.0,68.0,57.0,62.55769230769232,18.909239227398007
2016-06-28,45,212.83331656493192,64.0,55.0,37.0,72.0,68.0,61.96153846153846,10.401868910174326
2016-07-05,48,262.7702987481591,45.0,64.0,55.0,37.0,72.0,62.90384615384616,-5.974091150639106
2016-07-12,39,224.11951389030293,48.0,45.0,64.0,55.0,37.0,69.31527592615704,5.253190146495123
2016-07-19,90,221.61372138524345,39.0,48.0,45.0,64.0,55.0,69.59219908517167,-4.509949428861646
2016-07-26,63,208.5502390934947,90.0,39.0,48.0,45.0,64.0,69.86912224418631,1.3358853547559408
2016-08-02,67,218.1098352535269,63.0,90.0,39.0,48.0,45.0,70.14604540320096,11.050309881963274
2016-08-09,59,217.88368021716698,67.0,63.0,90.0,39.0,48.0,70.4229685622156,7.758435797284182
2016-08-16,55,234.58807799522208,59.0,67.0,63.0,90.0,39.0,70.69989172123023,0.9353588468434084
2016-08-23,78,384.43834261652916,55.0,59.0,67.0,63.0,90.0,70.97681488024486,0.7308716399923785
2016-08-30,53,190.3855949728634,78.0,55.0,59.0,67.0,63.0,71.2537380392595,2.9206152023721126
2016-09-06,64,198.59322042197448,53.0,78.0,55.0,59.0,67.0,71.53066119827416,-3.5787437993507165
2016-09-13,32,191.15147551030282,64.0,53.0,78.0,55.0,59.0,71.8075843572888,-4.026820749791494
2016-09-20,66,309.67532553171526,32.0,64.0,53.0,78.0,55.0,72.08450751630343,-13.112718213052785
2016-09-27,77,330.978505754656,66.0,32.0,64.0,53.0,78.0,72.36143067531806,0.14112791342951847
2016-10-04,74,206.3915172718752,77.0,66.0,32.0,64.0,53.0,72.6383538343327,-10.23323108829331
2016-10-11,46,204.11149601297438,74.0,77.0,66.0,32.0,64.0,72.91527699334733,7.0558714484454
2016-10-18,73,192.49537575924742,46.0,74.0,77.0,66.0,32.0,73.19220015236199,-4.6486157584056365
2016-10-25,76,214.1571776622539,73.0,46.0,74.0,77.0,66.0,73.46912331137663,8.361640624486919
2016-11-01,74,191.9029872474057,76.0,73.0,46.0,74.0,77.0,73.74604647039126,16.022538033020506
2016-11-08,60,255.05908044557157,74.0,76.0,73.0,46.0,74.0,74.02296962940589,5.651384159502803
2016-11-15,81,195.82804893534302,60.0,74.0,76.0,73.0,46.0,74.29989278842055,-10.98900048324567
2016-11-22,65,196.2342392420316,81.0,60.0,74.0,76.0,73.0,74.57681594743516,13.04689692528792
2016-11-29,63,193.42508526477852,65.0,81.0,60.0,74.0,76.0,74.85373910644981,-2.3434877174605533
2016-12-06,51,211.41133222677692,63.0,65.0,81.0,60.0,74.0,75.13066226546445,0.5385635372268769
2016-12-13,65,220.8052436386959,51.0,63.0,65.0,81.0,60.0,75.4075854244791,-3.8005390542395463
2016-12-20,55,205.84777209139344,65.0,51.0,63.0,65.0,81.0,75.68450858349372,8.254589123524806
2016-12-27,214,166.34208095923196,55.0,65.0,51.0,63.0,65.0,75.96143174250837,-2.1357955192236595
2017-01-03,127,202.69176400416455,214.0,55.0,65.0,51.0,63.0,76.238354901523,47.47061470982275
